项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,公告数,评论数,是否制作视频,预计回报发送时间,粉丝数,发起人支持的项目数,发起人历史发起的项目次数,支持次数,最低投资支持人数,发起人所在地,项目结束时间
电视电影,366700,《北凉悍刀行》大电影-给烽火迷的礼物,筹资失败,1000000,2108,184,9,10.00,43,2,22,否,预计筹资结束后90天内,235,0,1,182,108,NOTFOUND,已经结束
电视电影,367198,一罐好鸡汤，提高我智商！胡厂长众筹还送赣南脐橙！,筹资失败,10000,1858,16,10,2.00,48,4,17,是,预计筹资结束后1天内,35,1,1,17,4,NOTFOUND,已经结束
