项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,项目更新数,评论数,是否制作视频,无私支持数,最低投资支持人数,预计回报发送时间,发起人所在地,项目结束时间
出版,10560,《小熊咕噜噜的冒险之旅》让心灵感动回归,已成功,10000,10674,12,3,42.00,5,3,3,否,0,2,项目成功结束后30天内,北京,已经结束
出版,2422,余莹梦想再出发——探访全球梦想家,已成功,2500,2610,11,5,50.00,3,3,10,是,0,8,项目成功结束后7天内,北京,已经结束
出版,171241,德国老太不花钱过生活 Living without Money《无钱的富有人生》,已成功,10000,10000,10,2,29.00,9,4,4,是,1,5,项目成功结束后30天内,四川 成都,已经结束
出版,132073,微课堂《实用创新6个能力》看引领未来创新的6种能力,已成功,2100,2225,10,1,96.00,3,4,1,否,1,1,项目成功结束后立即发货,北京,已经结束
出版,158794,解不开那浓浓的明信片情结,已成功,500,534,10,5,1.00,16,4,2,否,0,4,项目成功结束后30天内,北京,已经结束
出版,1837,梦想实践——与为肖邦做雕塑的中国女人对话,已成功,3000,3140,9,5,50.00,3,3,10,是,0,5,项目成功结束后7天内,北京,已经结束
出版,640194,践行！跨越时代的伟人精神,众筹中,100000,65,9,4,1.00,3,0,0,否,2,NOTFOUND,项目成功结束后15天内,湖南 株洲,42天
出版,32197,知名身心灵作家吴中立《财富的灵性法则》一日课程全国巡讲『成都站』,已成功,2000,2050,8,4,50.00,3,3,3,否,0,1,项目成功结束后立即发货,四川 成都,已经结束
出版,185425,众筹《玩死的帝国：唐伯虎与大明娱乐业》的宣传经费,已成功,3000,3071,8,4,1.00,5,16,1,否,0,1,项目成功结束后立即发货,北京,已经结束
出版,32227,知名身心灵作家吴中立《财富的灵性法则》一日课程全国巡讲『太原站』,已成功,2000,2050,8,4,50.00,3,3,2,否,0,1,项目成功结束后立即发货,山西 太原,已经结束
出版,650625,《魔都之恋》金笛著          单价￥39元,众筹中,39000,312,8,0,39.00,4,0,0,否,0,NOTFOUND,项目成功结束后90天内,博客中国 出版,19天
出版,32233,知名身心灵作家吴中立《财富的灵性法则》一日课程全国巡讲『厦门站』,已成功,2000,2000,4,4,50.00,3,3,2,否,0,0,项目成功结束后立即发货,福建 厦门,已经结束
出版,661041,我的动画，我创造,众筹中,60000,70,3,1,59.00,21,1,0,否,2,NOTFOUND,项目成功结束后40天内,北京,30天
出版,659883,《2017中国木家具设计年鉴》丨中国第一本关于木家具设计的合辑,众筹中,10000,11,3,3,5.00,18,0,0,否,1,NOTFOUND,项目成功结束后30天内,北京,87天
出版,633036,十万儿童共同写的一本书,众筹中,10000,10,2,3,9.00,7,1,0,否,1,NOTFOUND,项目成功结束后60天内,上海,37天
出版,632586,初心依旧，童话妈妈杨红樱在寒假有好故事,众筹中,50000,72,2,4,36.00,5,0,1,否,0,NOTFOUND,支持者付款后3天内,NOTFOUND,已经结束
出版,634449,邓文迪《女人明白要趁早》,众筹中,20000,52,2,1,26.00,6,0,0,否,0,NOTFOUND,支持者付款后7天内,NOTFOUND,已经结束
出版,634158,《以人才建设为中心》：一本使国家富裕、家庭幸福的书,众筹中,5000,48,1,3,28.00,5,0,0,否,0,NOTFOUND,项目成功结束后20天内,NOTFOUND,1天
出版,639855,草原上的精神食粮,众筹中,100000,3,1,4,50.00,10,0,0,否,1,NOTFOUND,项目成功结束后20天内,NOTFOUND,25天
出版,658608,躲进世界的角落、了解这既陌生又熟悉的世界。,众筹中,500,52,1,1,52.00,6,0,0,否,0,NOTFOUND,项目成功结束后立即发货,广东 广州,78天
出版,634473,爱因斯坦：想象颠覆世界,众筹中,20000,0,0,1,27.00,6,0,0,否,0,NOTFOUND,支持者付款后7天内,NOTFOUND,已经结束
出版,637035,互联网时代的思维革命,众筹中,5000,0,0,3,75.00,9,0,0,否,0,NOTFOUND,项目成功结束后30天内,NOTFOUND,21时
出版,655278,走进几米的世界 生命是又美好又寂寞的旅程,众筹中,500,0,0,1,36.00,7,0,0,否,0,NOTFOUND,项目成功结束后2天内,NOTFOUND,39天
出版,655965,走进几米的世界 心中每天都开出一朵花,众筹中,500,0,0,1,46.00,7,0,0,否,0,NOTFOUND,项目成功结束后2天内,NOTFOUND,39天
出版,656460,走进几米的世界 学会用拥抱和付出去守护生命中的美好,众筹中,500,0,0,1,49.00,7,0,0,否,0,NOTFOUND,项目成功结束后2天内,NOTFOUND,40天
出版,656556,有灵魂有香气的女子之“毕淑敏“,众筹中,1000,0,0,0,46.00,8,0,0,否,0,NOTFOUND,项目成功结束后3天内,NOTFOUND,40天
出版,656595,走进几米的世界 感悟人间百味！,众筹中,500,0,0,0,49.00,7,0,0,否,0,NOTFOUND,项目成功结束后2天内,NOTFOUND,42天
出版,618973,AR涂涂乐涂涂秀儿童早教绘本,众筹中,3000,0,0,5,66.00,6,0,0,否,0,NOTFOUND,支持者付款后15天内,NOTFOUND,已经结束
出版,651699,中国首套《名人堂》众筹丛书     ￥460,众筹中,2300,0,0,0,460.00,6,0,0,否,0,NOTFOUND,项目成功结束后90天内,博客中国 出版,21天
出版,656526,有灵魂有香气的女子之,众筹中,1000,0,0,0,52.00,7,0,0,否,0,NOTFOUND,项目成功结束后2天内,NOTFOUND,40天
