项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,项目更新数,评论数,是否制作视频,无私支持数,最低投资支持人数,预计回报发送时间,发起人所在地,项目结束时间
出版,599602,“初中英语诵读”：一位英语教师给自己儿子选编的英语诵读,已成功,20000,20135,91,3,25.00,16,19,28,否,32,51,项目成功结束后30天内,北京,已经结束
出版,199714,互联网时代的品牌与思想盛宴:《声浪传播：互联网+品牌新思维》,已成功,50000,50797,90,6,2.00,6,6,37,否,3,22,项目成功结束后30天内,广东 广州,已经结束
出版,411832,《1→∞》,已成功,20000,20123,90,5,5.00,3,4,31,否,5,13,项目成功结束后立即发货,浙江 杭州,已经结束
出版,5178,与“互联网金融”概念之父谢平畅谈行业图景,已成功,30000,31706,89,6,1.00,9,3,8,否,0,6,项目成功结束后1天内,北京,已经结束
出版,1413,《古中医书》第一卷《无极之镜》出版基金,已成功,50000,53700,89,3,100.00,7,3,12,否,0,11,项目成功结束后10天内,北京,已经结束
出版,545662,此生幸得暇满船，吉祥上师送给现代人的幸福心语,已成功,20000,20071,87,6,10.00,13,5,10,否,30,12,项目成功结束后45天内,北京,已经结束
出版,251026,2016年《日知录•万里虹桥》：读者人与你共创一本特别的艺术日志书,已成功,5000,6219,87,4,48.00,13,8,14,否,1,50,项目成功结束后20天内,甘肃 兰州,已经结束
出版,638442,混沌·省思--正和岛年度商业思享包第一季,众筹中,60000,14044,87,4,6.00,6,3,3,否,12,NOTFOUND,项目成功结束后30天内,NOTFOUND,4天
出版,650607,《盐少许》人邻著           单价￥37元,众筹中,37000,3164,87,0,37.00,4,0,11,否,9,NOTFOUND,项目成功结束后90天内,博客中国 出版,19天
出版,5102,清华五道口全球金融论坛—《清华金融评论》邀您尊享,已成功,20000,43590,87,4,100.00,7,3,16,否,0,12,项目成功结束后30天内,北京,已经结束
出版,446986,好吃又好读！零食网红蜂蜜黄油薯片+热销秘籍的众筹！,已成功,10000,12120,86,6,1.00,7,4,15,否,6,2,项目成功结束后15天内,上海,已经结束
出版,112861,与焦虑共舞,已成功,10000,10008,85,3,28.00,3,3,10,否,11,47,项目成功结束后15天内,四川 成都,已经结束
出版,186469,跟萨苏走近《高墙深院里的科学大腕》：宇宙那么大，我想带你去看看！,已成功,20000,23057,85,5,2.00,14,4,20,否,1,53,项目成功结束后20天内,北京,已经结束
出版,302923,只为途中与你相见——《我的转山》——骑行川藏线,已成功,10000,11651,84,5,29.00,12,13,49,是,24,15,项目成功结束后10天内,四川 成都,已经结束
出版,10121,关注《众筹》杂志 探听众筹大咖不为人知的行业内幕,已成功,1000,1296,83,2,1.00,11,3,35,否,0,24,项目成功结束后7天内,北京,已经结束
出版,628776,诗集：有一种壮举叫远征,众筹中,32000,9495,84,7,10.00,1,0,10,否,14,NOTFOUND,项目成功结束后立即发货,北京,19天
出版,9222,在鼎盛的时刻告别，黑豹乐队原主唱秦勇 陪儿子《一起长大》,已成功,10000,11260,83,3,30.00,4,3,55,是,0,49,项目成功结束后20天内,北京,已经结束
出版,229768,《心能量，新生活》拨开生命迷雾，找回内心平和,已成功,30000,46655,82,6,38.00,10,7,17,否,3,41,项目成功结束后20天内,浙江 宁波,已经结束
出版,12293,我的街头摄影集子《自我旁观》，想出本纸质画册,已成功,18000,18090,81,4,30.00,6,3,20,否,0,25,项目成功结束后40天内,北京,已经结束
出版,3591,春晚红人大萌子新书：《时间都去哪儿了：我和老爸30年》,已成功,30000,30657,81,5,37.00,2,3,19,是,0,26,项目成功结束后10天内,北京,已经结束
出版,190441,《购物中心设计指引》——现代购物中心设计解密,已成功,50000,51410,80,4,48.00,3,13,20,否,7,20,项目成功结束后15天内,北京,已经结束
出版,653550,毛大庆《凿开公司间的隔栅》 在联合办公空间里你不孤行,众筹中,100000,5677,80,4,5.00,27,0,12,否,6,NOTFOUND,项目成功结束后20天内,NOTFOUND,19天
出版,40501,众筹APP专享：乐嘉老师新书《本色》限时抢筹,已成功,500,752,80,0,25.00,2,3,39,否,0,80,项目成功结束后立即发货,北京,已经结束
出版,402712,“小鲜肉”——读者原创设计手绘水彩多肉植物笔记本,已成功,5000,6180,79,2,35.00,22,7,38,否,3,15,项目成功结束后20天内,甘肃 兰州,已经结束
出版,127891,《陈列规划》：让视觉体验提升销售额,已成功,20000,25842,79,4,49.00,5,4,6,否,3,67,项目成功结束后30天内,北京,已经结束
出版,67132,《隐形的翅膀》——残疾女孩的出版梦,已成功,30000,30112,77,4,20.00,3,3,15,是,15,29,项目成功结束后365天内,安徽 安庆,已经结束
出版,169042,醉春风：品古今唯美诗词，享创业激情人生,已成功,20000,21119,77,7,6.00,10,6,25,否,1,17,项目成功结束后30天内,北京,已经结束
出版,110008,《王牌广告人实战秘笈》众筹——为一线广告人释疑解惑、助力加油！,已成功,30000,30293,76,2,60.00,16,4,5,否,6,14,项目成功结束后10天内,北京,已经结束
出版,35716,新的一年  关爱宝贝的最佳礼物,已成功,10000,10310,75,5,6.00,6,3,4,是,0,14,项目成功结束后15天内,北京,已经结束
出版,650622,《烟花睡觉了》谢长安著        单价￥39元,众筹中,39000,3500,75,0,39.00,4,0,3,否,19,NOTFOUND,项目成功结束后90天内,博客中国 出版,19天
出版,3393,众筹出版——罗小布《有线电视经济学导论》,已成功,20000,23130,73,6,50.00,4,3,21,否,0,46,项目成功结束后30天内,北京,已经结束
出版,20449,玩微视 赚大钱---6招教你玩转短视频营销,已成功,50000,50600,73,8,50.00,0,3,21,是,0,32,项目成功结束后30天内,北京,已经结束
出版,275416,《互联网+“变”与“不变”：本土管理实践与创新论坛集萃2016》,已成功,60000,60651,73,5,300.00,13,6,21,否,2,22,项目成功结束后立即发货,北京,已经结束
出版,19872,《中国大学日历》（2015版） 一部中国大学校园景观的蒙太奇,已成功,80000,81670,72,5,58.00,12,3,12,否,0,26,项目成功结束后50天内,北京,已经结束
出版,9268,视频那些事，广电十年,已成功,10000,12736,71,4,38.00,6,3,20,否,0,42,项目成功结束后60天内,北京,已经结束
出版,221944,从舌尖到心灵的温柔之旅,已成功,5000,6710,70,2,50.00,13,10,17,是,12,15,项目成功结束后15天内,北京,已经结束
出版,10621,《玩转众筹》张栋伟签售版,已成功,1000,7642,70,2,49.00,2,3,31,否,0,58,项目成功结束后立即发货,北京,已经结束
出版,395731,王通新书《通知》开始众筹,已成功,30000,30200,69,3,100.00,3,4,22,否,4,58,项目成功结束后立即发货,北京,已经结束
出版,121930,跟大师学设计·草图大师渲染攻略（案例实训 视频课程）,已成功,30000,32348,67,6,10.00,11,6,6,否,8,7,项目成功结束后30天内,湖北 武汉,已经结束
出版,6261,好未来（学而思）十年教学精华：初中物理力学全能突破秘籍,已成功,10000,11327,67,4,5.00,10,5,20,否,0,4,项目成功结束后10天内,北京,已经结束
出版,399733,《从此，我的幸福都是你》——超萌超暖超接地气的师生恋爱史,已成功,5000,5070,67,6,10.00,6,6,8,否,37,9,项目成功结束后立即发货,北京,已经结束
出版,169102,改变，从文化开始——《从狼性文化到磁性文化》,已成功,25000,25350,67,6,50.00,4,7,35,否,4,38,项目成功结束后90天内,上海,已经结束
出版,488239,为你，我敢跟全世界为敌！全世界都不及你的十万分之一！,已成功,20000,21001,66,3,99.00,11,2,8,是,6,34,项目成功结束后立即发货,广东 深圳,已经结束
出版,21402,《孙悟空作文兵法》史上最牛作文兵法，照着做作文就能拿满分!,已成功,5000,5937,66,2,20.00,7,3,36,是,0,7,项目成功结束后60天内,北京,已经结束
出版,300610,送你一整套有范儿的新春祝福——读者原创“福到了”新春福包,已成功,3000,4251,66,4,48.00,17,7,3,否,1,30,项目成功结束后10天内,甘肃 兰州,已经结束
出版,431299,原声限量大碟致敬金庸：语到极致是平常，曲至心头最古风,已成功,19900,21896,65,6,10.00,3,4,27,是,6,10,项目成功结束后5天内,广东 广州,已经结束
出版,54556,微课堂《测评识别优秀团队8类人》不只学会用，并且学会讲！专注培训师培训教材开发！,已成功,8600,20631,65,4,36.00,5,3,4,否,3,38,项目成功结束后立即发货,北京,已经结束
出版,405292,一本书帮您读懂海绵城市,已成功,5000,5453,65,6,1.00,6,8,15,否,2,11,项目成功结束后立即发货,天津,已经结束
出版,531535,诗歌信仰50年，50年的心路，50年的《人生百笑》,已成功,30000,30000,65,13,9.00,24,5,14,否,41,5,项目成功结束后50天内,四川 乐山,已经结束
出版,655131,胡雪桦携《上海王》主创助力虹影关爱特殊教育学校,众筹中,100000,8663,64,4,5.00,10,0,6,否,6,NOTFOUND,项目成功结束后5天内,NOTFOUND,2天
出版,90196,小众出版：【艺术与人】怪物考——西方中世纪幻想艺术图文志,已成功,20000,20260,63,3,35.00,14,6,18,否,1,43,项目成功结束后立即发货,湖北 武汉,已经结束
出版,343390,《落地，生花。》——给你的情人节寻找的第N封情书,已成功,10000,10001,63,5,7.00,11,11,22,否,23,20,项目成功结束后30天内,广东 深圳,已经结束
出版,454828,《互联网+新经济》：互联网普惠金融研究院首部著作众筹,已成功,12000,12451,63,5,45.00,5,4,5,否,16,35,项目成功结束后5天内,北京,已经结束
出版,634635,几米的这些故事，孩子一定要看,已成功,3000,3031,63,1,49.00,10,1,3,否,3,55,项目成功结束后2天内,NOTFOUND,已经结束
出版,109459,30天众筹一个无癌的世界，你来吗？,已成功,10000,22780,62,7,2.00,5,3,4,否,5,13,项目成功结束后20天内,北京,已经结束
出版,126223,【公益课程】中国互联网金融实战人才培养系列项目第十七期 · 众筹专场,已成功,30000,30058,61,2,980.00,2,3,6,否,46,9,项目成功结束后立即发货,北京,已经结束
出版,235033,读一本书，多一条命：贝尔给孩子的求生百科,已成功,50000,83245,61,7,2.00,7,6,27,是,0,35,项目成功结束后立即发货,北京,已经结束
出版,580243,静守每日花开，开启幸运未来，2017流年守愿台历,已成功,30000,31185,61,4,99.00,16,1,13,否,6,3,项目成功结束后25天内,北京,已经结束
出版,234133,盛世崇文章，万古留美名——儒学大众读本《儒学新编》众筹啦,已成功,66000,66113,60,7,100.00,4,6,29,否,7,20,项目成功结束后15天内,湖南 长沙,已经结束
出版,21471,做事，做市，做势—《工业品市场部实战全指导》出版,已成功,3000,3928,60,8,1.00,1,3,10,否,0,2,项目成功结束后3天内,天津,已经结束
出版,394651,跟谁学创始人、前新东方执行总裁陈向东亲授“做最好的创业团队”线上课堂,已成功,10000,13040,60,3,9.00,4,7,12,否,2,30,项目成功结束后1天内,北京,已经结束
出版,250318,把一切押在一款产品上，如何成功？《全押创业》告诉你答案,已成功,5000,7642,59,5,35.00,13,5,15,否,1,5,项目成功结束后30天内,北京,已经结束
出版,9282,《创业学绝味》创业营招募：越是“小生意”，越是有机会,已成功,150000,150900,59,5,35.00,3,3,7,否,0,20,项目成功结束后60天内,北京,已经结束
出版,120913,牧之歌诗选《我是杨钢蛋》 一个小人物的柴米油盐酱醋茶,已成功,1000,6398,59,3,5.00,8,6,6,否,8,8,项目成功结束后70天内,湖北 十堰,已经结束
出版,651858,《都市三部曲》，世界首部多艺术跨界作品邀您支持中国创新,众筹中,30000,26834,59,3,110.00,10,0,9,是,28,NOTFOUND,项目成功结束后20天内,四川 成都,30天
出版,16733,《收藏囧途》——听于鸿雁老师讲收藏圈里的那些事儿,已成功,30000,32906,58,4,59.00,10,3,23,是,0,24,项目成功结束后15天内,北京,已经结束
出版,450757,阅读伴我成长 Reading While Growing,已成功,5000,5380,58,2,20.00,4,0,5,否,31,8,项目成功结束后立即发货,广东 珠海,已经结束
出版,21907,一生“醉”爱葡萄酒，《葡萄酒品鉴事典》——亲近葡萄酒第一步,已成功,5000,11874,58,5,25.00,8,3,13,否,0,10,项目成功结束后15天内,北京,已经结束
出版,35857,《个人管理的逻辑》寻求“天使投资人”，与小平一起来做“参与感”,已成功,5000,5183,58,4,1.00,7,3,15,否,0,23,项目成功结束后30天内,四川 成都,已经结束
出版,8102,《 美国国家地理》杂志众筹网全国独家首发,已成功,20000,20053,57,4,59.00,3,3,17,否,0,8,项目成功结束后30天内,北京,已经结束
出版,15144,青春就是用来折腾抑郁忧伤低潮，但谁不爱青春？《卡在咽喉的时光》寻求出版支持！,已成功,20000,20210,57,6,35.00,5,3,69,否,0,26,项目成功结束后30天内,湖南 郴州,已经结束结束
出版,12106,《粉丝经济学》吴高远  签售众筹版,已成功,1000,3646,55,3,49.00,1,3,83,否,0,54,项目成功结束后49天内,河南 郑州,已经结束
出版,530158,二战单兵全集，嗜血恶兽如何被囚禁,已成功,10000,10039,55,7,9.00,11,0,11,是,1,5,项目成功结束后5天内,重庆,已经结束
出版,17179,中国首本结合金融与人文的独立MOOK《财金主义》,已成功,5000,6316,54,5,9.00,16,3,21,是,0,9,项目成功结束后15天内,上海,已经结束
出版,36358,92岁心理学教授谈《完满人生》一本从专业心理学的角度让我们更加深入的认识自己,已成功,10000,10113,54,3,5.00,5,7,19,否,11,18,项目成功结束后90天内,北京,已经结束
出版,11951,水晶权威读本《水晶宫之旅：亚洲水晶之父讲水晶》,已成功,20000,27435,54,7,35.00,6,3,48,否,0,31,项目成功结束后30天内,广东 广州,已经结束
出版,18853,14年教龄的小学一线教师用培养女儿的经历教你如何打败恐怖的一年级,已成功,5000,5150,54,6,32.00,6,3,3,否,0,28,项目成功结束后30天内,山东 淄博,已经结束
出版,20960,《融资有道》：互联网金融时代融资新思路,已成功,50000,52970,53,9,10.00,9,3,17,否,0,3,项目成功结束后15天内,北京,已经结束
出版,165547,《以茶换故事》——你是安珂的第几杯茶？安珂在送仙桥煮茶会英雄，纪录身边的故事。,已成功,50000,50140,53,9,8.00,4,6,19,否,1,12,项目成功结束后45天内,北京,已经结束
出版,452161,乾嘉名儒——张澍,已成功,15000,23350,53,2,50.00,1,4,8,否,30,13,项目成功结束后90天内,甘肃 武威,已经结束
出版,111436,让爱扩散——江南大学,已成功,800,807,52,3,2.00,2,3,2,否,10,19,项目成功结束后立即发货,江苏 无锡,已经结束
出版,1640,《小世界》系列——一位中国爸比的温情与爱,已成功,10000,10863,51,5,9.00,5,3,45,是,0,24,项目成功结束后30天内,浙江 杭州,已经结束
出版,326662,欢迎收藏一本适合记忆背诵，朗读表演与亲子教学的宋词选。,已成功,10000,10075,51,8,39.00,10,4,11,否,5,33,项目成功结束后20天内,北京,已经结束
出版,30859,爱茶更要懂茶  茶界“末代皇帝”分享2000份茶礼,已成功,6000,8013,49,8,1.00,7,3,5,否,0,15,项目成功结束后30天内,北京,已经结束
出版,21679,《平台制胜：对话互联网金融领军人物》（贾康、刘勇主编，吴敬琏力荐）,已成功,10000,11892,49,6,12.00,14,3,8,否,0,5,项目成功结束后立即发货,北京,已经结束
出版,592711,内活生命文化小辞典,已成功,5000,5195,49,4,55.00,3,27,6,否,9,31,项目成功结束后30天内,北京,已经结束
出版,71860,灵异长篇小说《阴阳通商录》欢迎阅读,已成功,20000,20004,48,7,1.00,5,3,8,否,6,10,项目成功结束后立即发货,北京,已经结束
出版,109228,揭秘“褚橙”成功背后的秘密，支持中国经典企业案例研究,已成功,10000,15493,48,5,10.00,7,3,7,否,3,10,项目成功结束后15天内,北京,已经结束
出版,18108,情感女神绛妖精社交技巧“脱单趴”,已成功,20000,21300,48,2,100.00,6,3,4,是,0,38,项目成功结束后30天内,北京,已经结束
出版,15925,和波哥一起践行O2O,已成功,10000,18020,47,9,100.00,6,3,8,否,0,38,项目成功结束后15天内,北京,已经结束
出版,144862,《美国小学英语》——100%原版引进，最经典的美国英语教材,已成功,10000,10834,47,5,1.00,9,6,14,是,1,33,项目成功结束后30天内,北京,已经结束
出版,164569,《专利三十六计》——专利战与传统文化的完美邂逅,已成功,20000,20050,47,7,48.00,8,13,25,否,6,26,项目成功结束后立即发货,北京,已经结束
出版,196438,《用时间换天分 越努力越幸运》点燃梦想一路前行！,已成功,3000,3189,47,5,2.00,4,4,15,是,2,18,项目成功结束后立即发货,北京,已经结束
出版,238465,将梦幻变为现实，众筹出版《水中取火》,已成功,13000,13136,47,6,35.00,3,9,22,是,12,17,项目成功结束后60天内,江西 南昌,已经结束
出版,56455,让灵魂停歇的地方《咖啡店的商业灵魂》,已成功,10000,10290,47,3,28.00,5,4,18,否,0,30,项目成功结束后5天内,广东 广州,已经结束
出版,21652,弘明国学——《原本道德真经》,已成功,50000,50361,46,5,60.00,5,3,20,否,6,12,项目成功结束后45天内,山西 长治,已经结束
出版,296668,伫立空巷，遥望远方——诗集《空巷》,已成功,3000,3000,46,3,35.00,14,5,13,否,1,22,项目成功结束后60天内,宁夏 银川,已经结束
出版,11612,《大河三千——骑游京杭大运河的日子》,已成功,9000,9750,46,2,30.00,8,3,8,否,0,25,项目成功结束后7天内,北京,已经结束
出版,16659,《3D打印： 梦想与现实之间》将您的想法变成现实,已成功,5000,5435,46,3,45.00,1,3,21,是,0,37,项目成功结束后10天内,湖北 武汉,已经结束
出版,2749,国家广告研究院品牌分院发起《中国品牌白皮书》,已成功,19992,21716,45,6,0.00,13,3,5,否,0,9,项目成功结束后10天内,广东 广州,已经结束
出版,308002,【言土寸】诗社创始人诗集《被告》印刷众筹,已成功,10000,10165,45,4,35.00,4,9,22,否,2,25,项目成功结束后立即发货,北京,已经结束
出版,15005,给生活另一种可能《有田有木，自给自足》,已成功,1800,3141,45,6,45.00,42,3,33,否,0,33,项目成功结束后20天内,北京,已经结束
出版,38956,《清华金融评论》——以最大的诚意回馈读者,已成功,20000,22950,45,2,350.00,6,3,2,否,2,34,项目成功结束后立即发货,北京,已经结束
出版,111124,为毛笔开一场“有爱”的发布会,已成功,20000,20188,45,3,10.00,14,7,4,否,18,12,项目成功结束后立即发货,北京,已经结束
出版,49711,国内第一套思维导图实战教程：《思维导图之七星拳》光盘众筹,已成功,20000,48887,43,3,888.00,5,3,24,是,5,35,项目成功结束后30天内,北京,已经结束
出版,436279,《分手吧，我会更爱我自己》共享分手过程，让更多失恋消失！,已成功,2500,2501,43,5,2.00,9,9,4,是,4,1,项目成功结束后立即发货,江苏 苏州,已经结束
出版,114421,吴晓波5月3日开讲，与你一起《掌控云销》，约吗？,已成功,20000,20166,43,3,15.00,4,3,2,否,1,10,项目成功结束后20天内,北京,已经结束
出版,389890,典藏拣金•经典复刻“百花小开本” 体验文学之美 收藏大师经典,已成功,5000,10574,43,3,10.00,23,4,10,否,1,5,项目成功结束后30天内,天津,已经结束
出版,121852,互联网+书法，共享魏启后先生的智慧,已成功,15000,15530,42,7,30.00,9,4,11,否,7,13,项目成功结束后60天内,山东 济南,已经结束
出版,359728,一个做到极致的女人，想要世界爱上中国造,已成功,100000,104996,42,7,99.00,20,0,20,是,4,22,项目成功结束后10天内,北京,已经结束
出版,316525,”互联网+“战略下的房地产众筹之路,已成功,3000,3104,41,2,49.00,10,8,26,否,4,35,项目成功结束后立即发货,北京,已经结束
出版,170473,李付沐瞳的8岁生日愿望：原创绘本《天外来客》义卖+“多多公益童书架”捐赠,已成功,3500,3541,41,2,30.00,10,4,10,否,7,14,项目成功结束后10天内,北京,已经结束
出版,343405,『传家本事』匠人众筹系列之 木活字,已成功,2000,2405,41,5,2.00,10,6,10,否,2,4,项目成功结束后30天内,浙江 温州,已经结束
出版,11534,《互联网金融法律集》众筹出版,已成功,30000,30276,41,5,48.00,3,3,15,否,0,26,项目成功结束后15天内,北京,已经结束
出版,617131,总有一个地方让你流连忘返，我希望它是宽窄巷子,已成功,20000,20145,41,4,10.00,20,0,4,否,5,4,项目成功结束后30天内,NOTFOUND,已经结束
出版,13368,七夕月携手辛夷坞、顾西爵，给你全世界的甜蜜,已成功,20000,22878,40,6,28.00,10,3,59,否,0,13,项目成功结束后30天内,北京,已经结束
出版,558187,《王羲之书道德经》：回东晋琅琊，看书圣写字,已成功,3000,5393,40,6,2.00,12,4,7,否,12,7,项目成功结束后15天内,浙江 杭州,已经结束
出版,652434,《西游领导力》出版众筹,众筹中,10000,3245,40,4,49.00,4,3,18,否,8,NOTFOUND,项目成功结束后45天内,广东 广州,66天
出版,170578,香学巨著《香乘》限量珍藏版：闻香·识香·品香必备,已成功,5000,6876,39,6,10.00,14,4,2,否,1,11,项目成功结束后30天内,北京,已经结束
出版,11108,《梅花与牡丹》重新阐释中华文化模式，中国版的《菊与刀》,已成功,80000,80200,39,5,50.00,3,3,11,否,0,10,项目成功结束后45天内,北京,已经结束
出版,89704,实践国学概要,已成功,30000,30045,38,3,18.00,3,3,5,否,11,12,项目成功结束后10天内,北京,已经结束
出版,9681,《分歧者》电影版图书发行应援,已成功,2000,2078,38,3,1.00,7,3,23,是,0,4,项目成功结束后7天内,北京,已经结束
出版,144232,《诗度空间的歌》科学与文艺碰撞，阳光女博士禹宏用感性的话语书写优美诗篇。,已成功,12000,12060,38,9,6.00,6,5,21,否,2,7,项目成功结束后35天内,北京,已经结束
出版,543124,执着的心，今生若能相依，定不再颠沛流离,众筹中,5000,1273,38,6,3.00,1,2,2,否,12,NOTFOUND,项目成功结束后30天内,安徽 合肥,39天
出版,359695,《十二个梦想》为您解开农业众筹实战密码（第二期）,已成功,1000,1671,36,4,38.00,7,6,11,否,2,32,项目成功结束后立即发货,北京,已经结束
出版,8159,移动互联网行业权威图书—— 颠覆思维 创新规则,已成功,50000,50610,36,5,100.00,9,3,13,否,0,20,项目成功结束后30天内,北京,已经结束
出版,131749,《大师名画全知道》第一套儿童艺术启蒙亲子读本，把大师带回家,已成功,20000,20422,35,5,29.00,7,5,6,否,0,3,项目成功结束后30天内,北京,已经结束
出版,14376,凤凰宣，体会无墨书法练习的古意与古趣,已成功,5000,8774,35,6,30.00,13,3,35,否,0,7,项目成功结束后30天内,天津,已经结束
出版,488773,一路狂野之《野在路上》：孤独尽头邂逅的诗和远方,已成功,12000,12288,34,5,50.00,3,6,10,否,22,7,项目成功结束后立即发货,宁夏 银川,已经结束
出版,7556,《风争水夺》关于客家风物人情的一部写实小说,已成功,2000,2068,34,3,26.00,7,3,8,否,0,26,项目成功结束后30天内,广东 广州,已经结束
出版,49594,00后小作家作品来袭,已成功,24000,24020,33,7,20.00,13,3,7,否,0,6,项目成功结束后60天内,河北 石家庄,已经结束
出版,603865,国内唯一Vico教程：BIM 5D探索之VICO OFFICE应用指南,已成功,5000,6115,33,3,10.00,8,2,9,否,0,23,项目成功结束后90天内,天津,已经结束
出版,6342,多久没有浇水了，那些年我们一起种下的“夫妻树”,已成功,3000,3350,33,2,25.00,2,3,43,否,0,26,项目成功结束后7天内,北京,已经结束
出版,16738,《微信营销全案》新书签售会，上架预购潮,已成功,6000,7000,33,3,50.00,6,3,8,否,0,18,项目成功结束后15天内,北京,已经结束
出版,124399,步入汉画中，感受千古情,已成功,30000,30770,32,4,30.00,23,3,2,是,4,19,项目成功结束后立即发货,山东 青岛,已经结束
出版,17267,淘宝店主互发广告——资源共享 免费领赠品 免费做广告,已成功,20000,20425,32,8,1.00,10,3,18,否,0,16,项目成功结束后7天内,北京,已经结束
出版,321718,《我的世界跟我走》——罗西推荐，寻找一千个梦想。,已成功,1000,1198,32,4,3.00,11,5,21,否,0,18,项目成功结束后60天内,山东 济南,已经结束
出版,10555,《疾病之言——颠覆传统的疾病新观点》,已成功,20000,20120,32,8,38.00,2,3,10,否,0,10,项目成功结束后45天内,广东 深圳,已经结束
出版,132271,从北大才女到专业公益人的成长故事,已成功,10000,10152,32,5,5.00,13,4,4,否,6,3,项目成功结束后30天内,北京,已经结束
出版,12950,TRIZ——众创思维与技法,已成功,20000,20882,31,6,2.00,4,4,4,否,0,7,项目成功结束后30天内,北京,已经结束
出版,49741,王紫杰：把企业从0做到100亿的战略智慧——《战略顶层设计》新书众筹,已成功,20000,20100,31,5,100.00,4,3,11,是,1,24,项目成功结束后30天内,北京,已经结束
出版,204631,小叮当奇幻国：陪伴孩子快乐阅读，教会孩子善良、友爱,已成功,2000,2168,31,4,16.00,15,10,13,否,0,11,项目成功结束后10天内,北京,已经结束
出版,20164,《玩转众筹》张栋伟签售版第四期,已成功,1000,1821,30,3,49.00,2,3,3,否,0,29,项目成功结束后30天内,北京,已经结束束
出版,362965,共筑大爱， 保卫想象力 ——指尖上的童话剧场,已成功,10000,10010,24,5,3.00,6,5,4,否,2,2,项目成功结束后7天内,北京,已经结束
出版,647946,只要向前 所向披靡,众筹中,10000,362,24,4,1.00,3,1,3,否,2,NOTFOUND,项目成功结束后15天内,北京,55天
出版,32014,【五十位顶尖华人创意新锐】——MEANTIME创意推广五周年纪念刊助你实现创意梦,已成功,5000,5041,24,5,10.00,20,3,2,否,1,4,项目成功结束后10天内,上海,已经结束
出版,21843,《史努比的幸福宝藏》：一只被全世界奉为人生导师的狗,已成功,10000,10476,24,4,23.00,13,3,9,否,0,2,项目成功结束后30天内,上海,已经结束
出版,5956,《黄金销售实用手册》你的黄金销售梦也是孩子们的北京梦,已成功,20000,20000,23,5,10.00,6,3,5,否,0,5,项目成功结束后10天内,北京,已经结束
出版,15045,众筹真正属于你的“一对一”玻璃熔窑全氧燃烧技术问答，为中国绿色环保事业尽一份绵力,已成功,25000,25000,22,5,100.00,3,3,1,否,0,10,项目成功结束后20天内,北京,已经结束
出版,659706,《一勺西湖水》，让我们共同走近临安知府潜说友的传奇人生,众筹中,10000,4330,21,4,35.00,5,0,3,否,1,NOTFOUND,项目成功结束后5天内,浙江 杭州,33天
出版,15895,玩不坏的小孩·Nemo妈咪的梦想书,已成功,800,800,20,0,40.00,4,6,9,是,0,20,项目成功结束后20天内,北京,已经结束
出版,13557,《玩转众筹》张栋伟签售版第二波来了！,已成功,1000,1331,20,2,49.00,2,3,12,否,0,19,项目成功结束后7天内,北京,已经结束
出版,107530,筑绿——未来学院2014年中国企业案例集,已成功,3000,3253,19,3,33.00,5,4,4,否,0,11,项目成功结束后15天内,北京,已经结束
出版,73954,一元起：支持一位思想家的成果！,已成功,1000,1001,19,6,1.00,9,5,16,是,3,9,项目成功结束后立即发货,上海,已经结束
出版,44095,《工业品市场部实战全指导》+【精英课堂】1年学习机会,已成功,1000,1484,19,4,38.00,4,3,13,否,1,6,项目成功结束后立即发货,天津,已经结束
出版,634209,A签《路遇》众酬出版，爱情+亲情+友情，有趣+笑泪,众筹中,100000,60,18,2,1.00,6,4,0,否,2,NOTFOUND,项目成功结束后立即发货,NOTFOUND,1天
出版,47527,《浪漫：最好的心灵礼物》——让自己更加美好地生活！,已成功,8000,9334,18,7,38.00,9,3,6,否,0,6,项目成功结束后45天内,北京,已经结束
出版,1626,电子杂志《千月枫痕》首次众筹,已成功,500,550,18,2,10.00,5,3,4,否,0,5,项目成功结束后1天内,山西 太原,已经结束
出版,35122,《今生缘》新书私享会：分享吴宇森导演和牛春龙女士的美丽人生,已成功,10000,12211,18,6,2.00,15,3,7,否,0,10,项目成功结束后15天内,北京,已经结束
出版,658755,随心所欲地选你最爱的临摹行书字体，助你笔下生辉,众筹中,10000,2900,17,2,150.00,5,0,3,否,5,NOTFOUND,项目成功结束后15天内,北京,20天
出版,420451,《位子前传》:读懂《位子》找对位置，一部让机关内外都受益的神奇小说,已成功,5000,5037,17,5,5.00,12,4,2,否,4,2,项目成功结束后立即发货,北京,已经结束
出版,18659,众智众包写本《再造政府》汇聚无数草根智慧，打造最接地气的干部培训教材,已成功,3888,5000,15,6,50.00,3,3,22,否,0,2,项目成功结束后120天内,福建 厦门,已经结束
出版,88975,宅淘网购,已成功,500,534,12,4,10.00,4,4,5,否,0,3,项目成功结束后5天内,上海,已经结束
出版,100219,【工业品市场精英训练营】&【工业品营销资源网】,已成功,1688,1688,12,3,38.00,5,5,2,否,1,2,项目成功结束后立即发货,天津,已经结束
出版,134122,漫漫创业路，赤赤母子情,已成功,1149,1320,12,2,9.00,7,7,1,否,2,3,项目成功结束后立即发货,北京,已经结束
