项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,项目更新数,评论数,是否制作视频,无私支持数,最低投资支持人数,预计回报发送时间,发起人所在地,项目结束时间
农业,523636,“老舅的果园”40年老树龄结果,已成功,6666,8763,194,1,38.00,9,3,13,是,1,91,项目成功结束后20天内,福建 漳州,已经结束
农业,627114,来自大自然的馈赠，“吉祥三宝”助力新年,已成功,5000,12976,191,3,18.00,32,3,14,否,15,39,项目成功结束后立即发货,北京,已经结束
农业,502771,快来，康县县委副书记要为一粒青核桃“带盐”,已成功,10000,11681,191,4,5.00,9,4,13,是,34,38,项目成功结束后立即发货,甘肃 陇南,已经结束
农业,238279,来自大山深处的馈赠——文县刘家坪核桃,已成功,10000,10492,191,7,2.00,15,6,64,否,9,90,项目成功结束后立即发货,甘肃 陇南,已经结束
农业,313387,不是所有鸡都叫——时光鸡,已成功,60000,60449,191,4,1.00,5,8,57,否,8,67,项目成功结束后7天内,四川 成都,已经结束
农业,335887,五年执着，只为孩子健康前行！让我们共同续写一个温暖的故事......,已成功,200000,204257,189,11,39.00,88,10,37,是,9,2,项目成功结束后40天内,北京,已经结束
农业,17247,种一杯卡布奇诺 喝一杯自己的庄园咖啡,已成功,10000,156320,188,5,50.00,20,3,113,否,0,108,项目成功结束后15天内,云南 昆明,已经结束
农业,173944,平利绞股蓝，老张有话说,已成功,35900,37029,187,2,99.00,18,9,69,否,102,47,项目成功结束后7天内,陕西 安康,已经结束
农业,557056,好甜好甜，昆仑雪水灌溉的和田大枣,已成功,20000,24891,187,4,39.00,4,4,27,否,6,41,项目成功结束后15天内,新疆 和田,已经结束
农业,211399,鲁西黄小米,已成功,1000,1373,187,4,1.00,17,8,24,否,2,12,项目成功结束后5天内,山东 聊城,已经结束
农业,187651,罗田板栗——来自大别山下的深情馈赠,已成功,5000,5196,185,8,1.00,8,7,40,是,35,15,项目成功结束后立即发货,湖北 黄冈,已经结束
农业,294220,客家土先生 | 最美的年华，我们选择回家卖黄酒,已成功,10000,20341,185,5,1.00,6,9,43,是,7,20,项目成功结束后立即发货,广东 广州,已经结束
农业,203248,跨界的艺术·洞藏的好酒,已成功,100000,106989,184,6,88.00,17,5,60,是,6,46,项目成功结束后3天内,山东 威海,已经结束
农业,158650,留住传世百年的传统手工艺制造！手工虾酱-坚持古法制造留住大海的味道,已成功,1000,1596,183,2,1.00,19,8,105,否,0,101,项目成功结束后3天内,天津,已经结束
农业,178093,残疾果农的创业梦---让果农真正富起来，让留守儿童不再留守,已成功,30000,30666,181,3,28.00,9,9,111,是,11,57,项目成功结束后立即发货,江西 九江,已经结束
农业,22395,与良品铺子一起挑货——品鉴红松,已成功,500000,541940,180,6,39.00,5,3,26,是,0,60,项目成功结束后7天内,湖北 武汉,已经结束
农业,309667,来自大自然的馈赠--新疆红枣,已成功,5600,5748,180,3,1.00,7,14,23,否,2,30,项目成功结束后立即发货,新疆 阿克苏,已经结束
农业,166066,琳宝姑娘和她的原生态枣园,已成功,5000,108881,178,4,19.00,8,4,49,否,9,93,项目成功结束后立即发货,山西 太原,已经结束
农业,532177,给自己家乡的产品做出自己的贡献,已成功,10000,10180,178,0,59.00,5,2,3,否,6,172,项目成功结束后立即发货,甘肃 白银,已经结束
农业,410455,一起培育百香果新品种,已成功,10000,10188,177,2,39.00,14,4,24,是,18,75,项目成功结束后30天内,福建 龙岩,已经结束
农业,406255,50%的铁观音不是安溪铁观音！那就来一杯叫“春”的茶！,已成功,38000,38258,175,5,5.00,20,9,42,是,27,20,项目成功结束后立即发货,福建 厦门,已经结束
农业,184654,【须舍白茶】心里一杯干净的茶 需要众人好水,已成功,20000,21497,175,4,48.00,28,8,51,是,20,61,项目成功结束后7天内,福建 厦门,已经结束
农业,497311,匠心台湾手工凤梨酥——来自台湾媳妇的美好心愿,已成功,7800,8572,175,2,1.00,5,3,12,否,36,19,项目成功结束后3天内,海南 海口,已经结束
农业,185881,“稻香蟹”，跨越千山万水只为遇见你,已成功,20000,20175,174,5,5.00,10,4,18,是,2,17,项目成功结束后立即发货,四川 泸州,已经结束
农业,324904,乡村之恋，用古法红糖众筹一个希望和志同道合的你,已成功,20000,20067,174,7,5.00,18,8,19,否,9,40,项目成功结束后3天内,浙江 丽水,已经结束
农业,376252,【电商扶贫】乡愁～只因大山深处那抹茶绿,已成功,10000,22714,172,3,86.00,15,7,26,是,134,8,项目成功结束后10天内,甘肃 陇南,已经结束
农业,271528,悦活进口蜂蜜，源自世界500强企业中粮产业链,已成功,50000,50008,172,6,2.00,6,12,42,否,0,87,项目成功结束后立即发货,湖南 长沙,已经结束
农业,180586,喜欢喝豆浆吗？现在有福了,已成功,500000,500320,169,5,100.00,9,6,37,否,13,28,项目成功结束后立即发货,河北 承德,已经结束
农业,166009,酸甜永泰芙蓉李干，梦想重回历史舞台,已成功,6000,6720,169,6,1.00,1,7,32,否,0,112,项目成功结束后7天内,福建 福州,已经结束
农业,302173,刺梨汁：贵州特有高活性抗氧化健康饮品！,已成功,50000,50642,167,4,1.00,8,14,60,是,4,33,项目成功结束后7天内,贵州 贵阳,已经结束
农业,222691,一坛给老父亲喝的酒,已成功,10000,31436,167,4,1.00,25,19,71,否,6,74,项目成功结束后30天内,河南 漯河,已经结束
农业,381421,有菇事~听陇南两当的小菇娘讲给你听！,已成功,10000,10752,166,3,58.00,23,8,15,是,64,39,项目成功结束后7天内,上海,已经结束
农业,331546,众筹烟台大樱桃 帮助父辈丰产又丰收,已成功,10000,11103,165,6,1.00,9,11,23,否,1,48,项目成功结束后10天内,山东 烟台,已经结束
农业,242950,良心在茶，他从“前沿茶商”变为“老派茶农”,已成功,10000,10609,165,4,1.00,21,7,61,是,9,110,项目成功结束后5天内,福建 泉州,已经结束
农业,321772,千里行  只为普洱茶的完整,已成功,5000,5489,165,3,1.00,8,8,36,否,8,55,项目成功结束后50天内,云南 临沧,已经结束
农业,566332,呦呦鹿鸣，食野之稻——种不好地的工程师不是好地主,已成功,5000,104179,165,4,1.00,11,7,38,否,15,42,项目成功结束后30天内,黑龙江 哈尔滨,已经结束
农业,32512,室内农场 —— 一起播种冬天的希望,已成功,150000,152583,164,8,1.00,14,3,67,否,1,73,项目成功结束后立即发货,北京,已经结束
农业,304399,研.橙 橙意来袭 红土地天然无添加赣南脐橙,已成功,20000,20780,164,4,1.00,20,8,36,否,0,28,项目成功结束后5天内,江西 赣州,已经结束
农业,623590,生态散养土鸡 ——寻找儿时的味道,已成功,20000,21045,164,2,98.00,11,6,16,否,23,117,项目成功结束后立即发货,NOTFOUND,已经结束
农业,265126,打破常规的法国“新”情，邀您共享博若莱新酒节,已成功,10000,53587,163,4,1.00,17,8,63,否,1,94,项目成功结束后15天内,上海,已经结束
农业,107341,一杯放心绿茶，也可以守护自然,已成功,30000,33812,162,4,50.00,15,27,23,否,8,50,项目成功结束后30天内,甘肃 陇南,已经结束
农业,297490,坚强村——梦想包装下的传统,已成功,20000,20416,162,4,12.00,12,8,46,否,3,27,项目成功结束后立即发货,浙江 湖州,已经结束
农业,323743,黑六黑茶，老板养生茶,已成功,100000,161666,160,6,98.00,7,15,70,否,32,36,项目成功结束后立即发货,山东 济南,已经结束
农业,353767,2015新出特级黄河滩枣二期---营养、口感、味道远超新疆枣,已成功,2000,6737,160,5,24.00,11,8,35,否,0,109,项目成功结束后立即发货,陕西 榆林,已经结束
农业,631707,源种出好米，好米有稻礼，我与五常稻花香不得不说的事儿,已成功,10000,13028,160,11,2.00,14,2,18,否,25,3,项目成功结束后30天内,五常大米 稻花香,已经结束
农业,167107,寻找记忆深处的头道原浆核桃香,已成功,6000,6006,160,3,15.00,4,7,19,否,2,8,项目成功结束后3天内,湖北 武汉,已经结束
农业,284200,新世界葡萄酒典范，澳洲国酒同厂酿造,已成功,100000,101651,158,8,118.00,13,13,278,否,16,22,项目成功结束后立即发货,山东 济南,已经结束
农业,385273,“叔叔，您要吗？”为孩子们众筹一片蓝天-留守儿童的心愿,已成功,5000,5256,157,3,10.00,19,17,13,否,71,11,项目成功结束后10天内,甘肃 陇南,已经结束
农业,466180,引自台湾，果园直供，甘博士智慧红心火龙果,已成功,10000,10003,156,2,1.00,10,6,34,是,7,27,项目成功结束后7天内,海南 海口,已经结束
农业,206218,让类人首葡萄酒走遍世界,已成功,10000,11371,156,3,1.00,11,32,14,否,26,50,项目成功结束后3天内,河南 新乡,已经结束
农业,144442,父亲节，让爸爸尝尝黑茶的味道,已成功,30000,30459,155,4,5.00,11,8,99,否,10,49,项目成功结束后立即发货,山东 济南,已经结束
农业,311299,慈母堂-暖暖的都是爱,已成功,8000,9215,155,2,58.00,12,11,23,是,3,147,项目成功结束后7天内,江西 上饶,已经结束
农业,624724,（众筹第二季）黑玉米面---有机健康食品，喝一口回味无穷,已成功,900,909,155,2,2.00,6,1,0,是,8,128,项目成功结束后立即发货,河北 衡水,已经结束
农业,468805,秉承古法的制茶人，百年的传承只为留存那抹古味,已成功,18888,18893,155,1,20.00,13,2,15,否,34,25,项目成功结束后立即发货,云南,已经结束
农业,193006,【古道茶农】一盏老茶，一壶老酒，茶农传承第一期：茶与酒的相遇！,已成功,3600,3812,154,3,1.00,14,9,24,否,14,93,项目成功结束后2天内,云南 昆明,已经结束
农业,320548,塞北粮仓-原生现磨 非转基因新年新粮 地主们走起,已成功,5000,17851,154,7,3.00,4,6,40,否,12,14,项目成功结束后立即发货,内蒙古 呼和浩特,已经结束
农业,363046,一颗牛肉丸 家乡的味道 故乡的情怀,已成功,10000,10670,154,5,42.00,6,10,21,否,4,20,项目成功结束后30天内,广东 汕头,已经结束
农业,376183,『湘柳绿』湘西黄金茶--- 一颗嫩芽，迎接春天！,已成功,20000,21094,153,4,1.00,1,7,9,否,0,63,项目成功结束后7天内,湖南 湘西,已经结束
农业,281674,宝宝私人定制的健康鸡蛋——“士兵兄弟“福硒绿壳鸡蛋,已成功,11800,12407,151,5,1.00,11,8,56,是,10,93,项目成功结束后10天内,安徽 池州,已经结束
农业,165361,寻找老手艺 古法 乌龙茶,已成功,10000,22635,151,6,1.00,4,10,82,否,14,100,项目成功结束后10天内,福建 厦门,已经结束
农业,227899,众筹支持2016年种植9999株罗汉果,已成功,20000,101013,150,5,1.00,9,4,143,是,0,113,项目成功结束后90天内,广西 桂林,已经结束
农业,297370,你愿意等我半年，酿一瓶土法酱油吗？,已成功,10000,10735,150,5,1.00,10,11,19,否,3,8,项目成功结束后180天内,广东 广州,已经结束
农业,173074,其二寻普洱“态与度”开篇之--“正度”(收藏级普洱茶),已成功,50000,107557,150,6,1.00,12,4,18,否,4,39,项目成功结束后20天内,河北 廊坊,已经结束
农业,309712,众志成橙——赣南脐橙原产地直供第四季,已成功,111117,115215,150,4,130.00,4,8,47,否,5,106,项目成功结束后立即发货,江西 赣州,已经结束
农业,249778,【苏州农家小妹】带你品正宗阳澄湖大闸蟹的美味 鲜活不用等,已成功,8000,8998,149,4,5.00,10,30,35,否,1,104,项目成功结束后立即发货,江苏 苏州,已经结束
农业,500560,大学没毕业，他们一群人就回乡开公司卖起了正宗平和蜜柚,已成功,28888,29605,149,4,1.00,13,1,16,是,29,11,项目成功结束后3天内,福建 漳州,已经结束
农业,180814,玉水村张叔和柚子的故事,已成功,5000,5023,149,5,1.00,11,7,8,是,1,112,项目成功结束后10天内,广东 梅州,已经结束
农业,178648,【盲测】大红袍，你可敢来挑战！,已成功,1000,1075,148,3,1.00,12,6,4,否,0,9,项目成功结束后20天内,浙江 杭州,已经结束
农业,394387,采处倒含秋露白，晒时娇映夕阳红,已成功,1500,1537,147,7,1.00,21,13,3,否,41,22,项目成功结束后10天内,甘肃 陇南,已经结束
农业,403603,馋驴探寻----会飞的面,已成功,10000,10014,146,4,2.00,10,6,30,是,11,6,项目成功结束后30天内,浙江 杭州,已经结束
农业,610816,寻茶五年   走了十万公里！寻你  不论天涯海角！,已成功,50000,53386,146,4,1.00,10,2,20,否,3,28,项目成功结束后10天内,天津,已经结束
农业,258763,海南琼中绿橙 - 把新鲜做到极致,已成功,30000,31411,146,6,11.00,20,6,47,否,10,0,项目成功结束后立即发货,海南,已经结束
农业,95866,烟台大樱桃，来自栖霞山村的一抹嫣红,已成功,10000,19012,145,4,89.00,15,3,96,否,2,86,项目成功结束后10天内,山东 济南,已经结束
农业,325249,果园直发 原生态赣南脐橙 赣州安远县 云山橙园直供,已成功,6000,6706,144,2,36.00,9,11,29,是,0,26,项目成功结束后立即发货,江西 赣州,已经结束
农业,470935,有情怀的葡萄,已成功,10000,10042,144,4,1.00,7,0,8,否,7,86,项目成功结束后立即发货,山东 潍坊,已经结束
农业,352321,茶人·茶树·茶心——这个春天，给你“最有味”的春茶,已成功,30000,30764,144,5,58.00,4,7,64,否,10,30,项目成功结束后5天内,安徽 六安,已经结束
农业,361147,7棵樱桃树，让孩子吃上自己种的放心樱桃,已成功,20000,20894,143,5,138.00,6,12,51,是,4,28,项目成功结束后80天内,辽宁 大连,已经结束
农业,204991,退伍军人为推广家乡千亩滞留无花果四处奔走努力,已成功,1500,2064,143,2,1.00,22,5,12,否,7,118,项目成功结束后立即发货,山东 威海,已经结束
农业,352099,福鼎白茶，太姥山上茶，原产地、高山、春料、传统日晒茶。让外公做的茶走出大山。,已成功,10000,16313,143,7,39.00,6,13,118,否,15,46,项目成功结束后立即发货,福建 宁德,已经结束
农业,649821,在新疆喀什，“灰”常期待“枣”点与你相遇,众筹中,1000,2595,141,4,10.00,10,1,10,否,2,100,项目成功结束后3天内,NOTFOUND,4天
农业,72037,{ Push | 扑食 } 海鲜，为情人节、过年夜带来深海味道,已成功,5000,51954,140,6,1.00,12,3,55,否,0,30,项目成功结束后立即发货,北京,已经结束
农业,19789,鄂西北荆山地区 老爸自种栎树黑木耳,已成功,2000,6316,139,4,1.00,7,3,78,否,0,32,项目成功结束后1天内,湖北 襄樊,已经结束
农业,182794,山里娃娃的绿色“梦”,已成功,10000,10045,139,6,1.00,8,5,26,否,5,104,项目成功结束后10天内,甘肃 陇南,已经结束
农业,256306,源于大山深处的“人生”—葛根,已成功,10000,11201,139,5,1.00,7,7,60,是,15,91,项目成功结束后7天内,湖北 襄樊,已经结束
农业,164650,一杯好茶，一抹芬芳，一份素养，让更多人找回一种习惯,已成功,6000,6001,138,3,1.00,32,4,29,是,8,51,项目成功结束后5天内,广西 南宁,已经结束
农业,125632,来自杭州农家小茶园的新春龙井茶,已成功,2000,15894,138,6,1.00,35,7,34,是,2,30,项目成功结束后立即发货,浙江 杭州,已经结束
农业,241687,传统手工艺为您把健康留住，让美丽延续……,已成功,1500,3587,138,5,1.00,16,7,63,否,6,82,项目成功结束后3天内,甘肃 白银,已经结束
农业,349168,茶人匠心    一位倔强茶人和他的内心坚守,已成功,6666,13884,138,6,1.00,28,10,31,否,20,35,项目成功结束后10天内,湖北 宜昌,已经结束
农业,158914,传播绝美好味道，传递农民幸福期待,已成功,10000,10665,136,4,9.00,8,4,11,是,3,41,项目成功结束后5天内,湖北 武汉,已经结束
农业,228355,【圣吉果·Tangelo】—— 一个桔柚的进化之旅,已成功,30000,31098,136,5,10.00,23,8,36,否,3,13,项目成功结束后15天内,北京,已经结束
农业,21967,漫享小产区定制无硫紫玫瑰花茶,已成功,3000,5363,135,4,1.00,9,3,56,否,0,45,项目成功结束后7天内,上海,已经结束
农业,39073,“一碗好范”和一个农民的梦想,已成功,150000,152390,135,5,1.00,11,3,52,否,1,54,项目成功结束后立即发货,黑龙江 哈尔滨,已经结束
农业,443905,我有一壶酒   足以慰风尘   慰风尘100%原汁桑葚酒,已成功,15000,15498,133,3,1.00,15,19,21,否,28,33,项目成功结束后15天内,辽宁 大连,已经结束
农业,398104,90%的人没尝过的正山小种 带你品味真正传统的味道 源自桐木关,已成功,3000,3007,133,5,5.00,29,7,11,是,2,12,项目成功结束后30天内,福建 南平,已经结束
农业,181357,简墨尊俎『樽▪酒』第一季：云南大理原产自酿果酒,已成功,30000,30750,132,6,8.00,19,6,14,否,2,16,项目成功结束后15天内,陕西 西安,已经结束
农业,374173,黑色玉米粥--有机健康食品，喝一口回味无穷,已成功,2000,2009,132,3,1.00,7,6,8,否,9,96,项目成功结束后立即发货,河北 衡水,已经结束
农业,246418,暖胃行动：红茶 武夷山岩茶 正山小种 桐木关红茶盒装 茶叶,已成功,10000,10169,132,4,5.00,1,12,30,否,67,46,项目成功结束后立即发货,福建 泉州,已经结束
农业,436777,回归本真——一群追逐农业梦的老男孩,已成功,50000,50003,132,3,2.00,15,4,22,否,27,15,项目成功结束后7天内,北京,已经结束
农业,154171,【鲜啤】只有7天保鲜期的真正德国精酿啤酒，明星也爱喝,已成功,50000,50163,132,6,10.00,25,6,23,是,12,87,项目成功结束后立即发货,浙江 金华,已经结束
农业,1891,过年了，带瓶茅台回家,已成功,500000,505710,131,6,999.00,4,3,38,否,0,44,项目成功结束后3天内,贵州 遵义,已经结束
农业,277621,【苹果进城记】新疆阿克苏糖心苹果的明星路,已成功,25000,26818,130,3,1.00,12,13,52,否,3,50,项目成功结束后5天内,新疆 阿克苏,已经结束
农业,444109,白拿法国波尔多贵族葡萄酒,已成功,10000,10007,129,3,1.00,39,4,8,否,2,14,项目成功结束后30天内,北京,已经结束
农业,258298,肉中精品---“红沙窝”西蒙塔尔牛肉【此项目仅限北京、甘肃地区】,已成功,25000,25838,129,5,1.00,12,9,92,否,3,9,项目成功结束后立即发货,北京,已经结束
农业,518749,云中故乡高山梯田的风景，是任何工业到不了的地方,已成功,100000,100405,129,4,300.00,31,0,23,是,59,30,项目成功结束后80天内,浙江 金华,已经结束
农业,24373,圣诞平安果  帮您传递真情送给挚爱的人,已成功,5000,7007.40,128,6,23.00,11,3,251,否,0,20,项目成功结束后1天内,北京,已经结束
农业,651540,为了梦想辞职回家养鸡、自吃送人两相宜的放养土鸡,众筹中,10000,322,128,6,59.00,11,2,6,否,127,NOTFOUND,项目成功结束后3天内,NOTFOUND,5天
农业,472507,【咕咕谷--四季侬家】第1季    你的地盘你做主，和我一起做地主！,已成功,30000,30339,128,5,1.00,23,8,46,否,13,50,项目成功结束后90天内,重庆,已经结束
农业,419839,【电商扶贫】来自贫困山区农户的盐水鹅，传承千年美味！,已成功,6000,6124,127,5,1.00,4,4,24,是,4,97,项目成功结束后15天内,广西 南宁,已经结束
农业,445138,“桃超级好吃！”世外来袭的新品种桃，想吃要趁早,已成功,2800,6818,127,5,36.00,10,14,27,是,32,87,项目成功结束后8天内,山西 运城,已经结束
农业,217735,香甜软糯，南顿黑蒜,已成功,9999,10465,127,7,1.00,6,30,105,否,10,35,项目成功结束后立即发货,云南 昆明,已经结束
农业,390202,品味自然的味道 孟连傣族古法纯手工原汁红糖,已成功,3000,6093,126,4,39.00,22,9,33,是,1,105,项目成功结束后立即发货,云南,已经结束
农业,581203,第一书记的黄土高原扶贫梦———“太阳塬”系列太阳山货,已成功,5000,5931,126,2,5.00,5,8,8,否,22,40,项目成功结束后7天内,甘肃 庆阳,已经结束
农业,148450,我有酒，中国首款主题概念蜂蜜酒,已成功,100000,103149,126,4,10.00,24,5,33,是,15,74,项目成功结束后30天内,北京,已经结束
农业,353890,观禾计划——“网红”大米养成记,已成功,27760,29100,126,2,98.00,2,11,22,否,6,20,项目成功结束后立即发货,上海,已经结束
农业,131611,糖水梨罐头黄桃罐头草莓罐头让你一次吃到爽,已成功,3000,3795,126,4,1.00,6,6,104,否,1,26,项目成功结束后7天内,安徽 宿州,已经结束
农业,205672,三位80后设计师的农人心——陕西周至猕猴桃,已成功,2000,2222,125,3,1.00,13,8,33,否,6,56,项目成功结束后7天内,陕西 西安,已经结束
农业,153070,透心凉清清爽 夏季花样小茶 减脂去腻 六种不同口味,已成功,5000,5238,125,3,1.00,17,11,19,否,3,59,项目成功结束后20天内,重庆,已经结束
农业,253939,禾合美美越光米——纯有机、零添加的真正好米,已成功,10000,10910,125,4,1.00,5,6,17,否,2,100,项目成功结束后立即发货,江苏 常州,已经结束
农业,101137,妈妈的手艺 请你品尝最正宗的朝鲜族传统泡菜,已成功,1000,3797,122,5,1.00,11,3,26,是,1,56,项目成功结束后5天内,吉林 延边,已经结束
农业,156121,【功夫酿】把最好的客家米酒带回家,已成功,20000,22538,122,4,69.00,31,4,148,否,14,58,项目成功结束后30天内,湖南 郴州,已经结束
农业,608665,一杯白茶  盼儿回家,已成功,50000,52448,122,5,1.00,7,9,6,否,10,69,项目成功结束后15天内,山东 济南,已经结束
农业,201490,【凯智联盟】明明绿色农家散养鸡,已成功,15000,19415,121,5,129.00,1,5,21,否,0,46,项目成功结束后立即发货,北京,已经结束
农业,294448,荔浦芋，就是那么粉糯香醇四品皆全！,已成功,20000,20264,121,6,1.00,18,8,17,否,2,54,项目成功结束后立即发货,广西 桂林,已经结束
农业,29803,【云际天马吃货俱乐部】产业援疆 来自库尔勒 不梨不弃的梦想！,已成功,200000,246554,121,6,8.00,11,3,40,否,0,45,项目成功结束后7天内,新疆 巴音郭楞,已经结束
农业,201598,守望者的春天---万人助力留守老人,已成功,20000,20378,121,4,58.00,7,5,48,否,9,57,项目成功结束后7天内,浙江 台州,已经结束
农业,66217,最美霞浦海鲜：沐屿岛 • 活海参,已成功,30200,31839,121,5,1.00,7,3,23,否,1,59,项目成功结束后3天内,福建 宁德,已经结束
农业,127003,朗谷众酒-践行中国白酒新文化运动【第一季】,已成功,118800,149293,121,4,198.00,15,9,48,否,1,84,项目成功结束后32天内,河北 保定,已经结束
农业,518908,天柚平和，柚香四海——不是每个柚子都叫平和琯溪蜜柚。,已成功,5000,5235,120,7,1.00,15,3,8,是,11,27,项目成功结束后立即发货,福建 漳州,已经结束
农业,254503,生长在森林公园 天然氧吧里的霜降苹果,已成功,5000,5815,118,2,45.00,8,9,29,否,4,27,项目成功结束后立即发货,山东 烟台,已经结束
农业,45427,世界烧 — 台湾预调酒众筹,已成功,29999,32884,118,5,49.00,6,3,62,是,2,57,项目成功结束后7天内,湖南 长沙,已经结束
农业,323875,一个喝黄河水长大的苹果,已成功,2000,2100,118,3,1.00,7,8,6,否,4,28,项目成功结束后7天内,山西 运城,已经结束
农业,38014,中国水产顶尖专家何足奇带您众筹最美海鲜：第一季·花雕酿金鲳,已成功,49500,51678,118,4,99.00,18,3,19,否,0,72,项目成功结束后30天内,广东 湛江,已经结束
农业,213349,不掺假的真五常稻花香大米—体验中国最好吃大米带来的感动,已成功,50000,50073,118,3,89.00,23,12,27,否,3,33,项目成功结束后15天内,黑龙江 哈尔滨,已经结束
农业,316960,海鲜到炕，熟海鲜0距离到家,已成功,10000,12022,118,9,3.00,7,6,37,否,2,28,项目成功结束后立即发货,北京,已经结束
农业,72652,山东沂南 林海花田圆您乡村田园梦,已成功,100000,103294,116,2,10.00,15,3,8,是,5,29,项目成功结束后立即发货,山东 临沂,已经结束
农业,323503,“寻茶客”第二季：只为非常有性格的普洱藤茶而来,已成功,50000,168554,116,2,500.00,12,8,44,否,9,87,项目成功结束后30天内,云南 临沧,已经结束
农业,73720,南果北调——来自越南的优质红心火龙果就是甜！,已成功,1000,5045,116,5,1.00,19,7,69,否,5,59,项目成功结束后立即发货,北京,已经结束
农业,93475,山上青梅，只为有心的你而存在，个性DIY任你玩,已成功,2000,2730,116,4,1.00,11,8,45,是,3,50,项目成功结束后15天内,广西 贺州,已经结束
农业,627423,喀什花青素之王，可以吃的护肤品——野生黑枸杞,已成功,20000,20467,116,3,5.00,10,4,8,否,4,1,项目成功结束后1天内,NOTFOUND,已经结束
农业,426229,在初阳国际乡村拥有自己的庄园,已成功,10000,19894,115,7,1.00,29,4,31,否,11,7,项目成功结束后立即发货,湖北 武汉,已经结束
农业,153259,山东沾化冬枣来了！感受金牌枣农带给你的甜脆枣香,已成功,1000,3845,115,4,1.00,16,4,88,是,1,64,项目成功结束后20天内,山东 滨州,已经结束
农业,338377,贵州春茶第一壶，仅250kg的珍品春茶,已成功,50000,54210,115,6,8.00,4,8,8,否,11,50,项目成功结束后20天内,贵州 黔南,已经结束
农业,180871,茶叶先生第一季：找茶？找茬？都来种茶者联盟,已成功,20000,20172,113,6,1.00,13,11,59,是,6,72,项目成功结束后5天内,广东 潮州,已经结束
农业,551548,金秋九月，让“梨”来袭！,已成功,10000,10000,113,4,40.00,9,5,38,否,5,102,项目成功结束后立即发货,陕西 咸阳,已经结束
农业,411571,雅鲁香大米：有机的，更健康！,已成功,300000,302886,112,4,888.00,1,8,25,是,34,40,项目成功结束后立即发货,黑龙江 齐齐哈尔,已经结束
农业,215899,阿努酒：中国首款蒙古音乐主题酒,已成功,100000,100135,112,4,260.00,11,7,44,否,14,16,项目成功结束后30天内,内蒙古 鄂尔多斯,已经结束
农业,168658,大声说出我爱你——浪漫七夕，可以吃的玫瑰花,已成功,50000,51025,112,4,8.00,5,4,5,否,2,23,项目成功结束后15天内,山东 青岛,已经结束
农业,314707,承德市宽城县南天门村天然无公害富士苹果，国家仅300个标准果园之一。,已成功,30000,30946,111,2,155.00,9,5,28,否,1,109,项目成功结束后2天内,北京,已经结束
农业,203896,“寻茶客”第一季：寻找双江勐库“忙蚌小村”古法手工普洱茶,已成功,50000,154493,111,5,1.00,4,6,50,否,6,43,项目成功结束后30天内,云南 临沧,已经结束
农业,522163,为你“粉身碎骨”——【温县铁棍山药熟粉】,已成功,10000,11173,111,4,52.00,9,0,34,否,29,17,项目成功结束后立即发货,河南 郑州,已经结束
农业,444010,“瓜坚强”返城记,已成功,6800,6922,110,1,10.00,2,4,6,否,10,97,项目成功结束后30天内,江苏 盐城,已经结束
农业,322177,美味和健康，牛蒡茶为您呈现,已成功,1000,1785,110,5,12.00,23,5,12,是,0,105,项目成功结束后3天内,山东 临沂,已经结束
农业,360403,探寻中华神草，长白山林下山参--来自长白山的问候,已成功,3000,3896,109,5,1.00,19,10,31,否,8,7,项目成功结束后7天内,吉林 长春,已经结束
农业,366175,【木桶土蜂蜜】我与百花有个约会，更期待与你有一场邂逅，我就是你的男闺”蜜“！,已成功,5000,21962,108,4,58.00,28,32,59,否,28,36,项目成功结束后立即发货,甘肃 陇南,已经结束
农业,426751,乡土乡情·赤峰小米——帮助农户产品走出大山，惠及朴实乡民,已成功,5000,5148,108,3,18.00,11,6,20,否,8,13,项目成功结束后5天内,河南 南阳,已经结束
农业,247720,第二季  贵州茅台镇封坛洞藏老酒,已成功,9999,22874,108,5,99.00,13,10,44,是,4,82,项目成功结束后15天内,广东 深圳,已经结束
农业,318688,纯手工酿制 原味芝麻调味酱--多乐酱 拌饭神器 无防腐剂 无添加剂,已成功,20000,20055,108,5,1.00,7,20,41,否,7,27,项目成功结束后30天内,北京,已经结束
农业,154276,戈壁滩上的白兰瓜，吃回70年前的老味道,已成功,20000,21243,108,5,1.00,16,8,19,否,0,69,项目成功结束后5天内,甘肃 兰州,已经结束
农业,286477,【天津沙窝萝卜】色翠绿，味甘甜，脆嫩多汁，一拍即裂，水果萝卜赛鸭梨颠覆你的味蕾！,已成功,2000,2355,108,3,1.00,19,8,21,否,1,25,项目成功结束后10天内,天津,已经结束
农业,268012,研.米  口齿留香的五常稻花香新米,已成功,30000,30240,108,5,1.00,22,7,17,否,0,14,项目成功结束后5天内,北京,已经结束
农业,442762,千里挺近大别山，寻找中国最好的茶油,已成功,100000,100513,107,4,500.00,8,4,27,否,59,24,项目成功结束后15天内,安徽 安庆,已经结束
农业,159307,虾搞&果来果趣“励志”小龙虾 吃货的约定,已成功,10000,10835,107,3,1.00,11,4,14,否,4,57,项目成功结束后立即发货,广东 广州,已经结束
农业,1417,巴山腊肉——众口香传的土猪原野直熏直供,已成功,50000,50326,107,3,80.00,10,3,18,否,0,41,项目成功结束后15天内,四川 巴中,已经结束
