项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,项目更新数,评论数,是否制作视频,无私支持数,最低投资支持人数,预计回报发送时间,发起人所在地,项目结束时间
公益,291502,东西部“1+1”彩虹桥为青海牧区孩子众筹一个窗口,已成功,50000,52659,195,8,11.00,12,29,77,是,57,78,项目成功结束后30天内,青海 黄南,已经结束
公益,247429,小巷治多星——社区彩虹助力计划,已成功,3000,3136,194,1,8.00,12,6,16,否,43,146,项目成功结束后立即发货,上海,已经结束
公益,320047,梦想之家——他们的书院他们的家,已成功,51800,59375,194,6,50.00,18,15,59,是,100,16,项目成功结束后立即发货,辽宁 鞍山,已经结束
公益,571465,创客约你，掀起边城粮仓的盖头来,已成功,15000,16276,194,5,38.00,14,9,45,否,28,35,项目成功结束后立即发货,湖南 湘西,已经结束
公益,235012,用镜头追逐00后的童年,已成功,7400,7528,194,2,20.00,6,17,22,是,141,32,项目成功结束后30天内,江西 赣州,已经结束
公益,312217,这个冬天 我想用蜂蜜换您一顿爱心早餐,已成功,7700,7887,193,3,20.00,15,8,38,否,129,20,项目成功结束后35天内,四川 雅安,已经结束
公益,353680,灵魂洗涤 淳净未来——为菩提增长小学的孩子建一间澡堂,已成功,59120,59200,191,3,10.00,8,9,21,是,94,41,项目成功结束后15天内,四川 甘孜,已经结束
公益,402634,用爱为他开一扇窗,已成功,4000,5993,190,1,10.00,4,12,3,否,179,2,项目成功结束后90天内,北京,已经结束
公益,202357,飞·创作室——出售孤独症孩子画作衍生品以筹集绘画疗育活动资金,已成功,11600,12372,190,1,58.00,8,8,9,否,17,74,项目成功结束后30天内,北京,已经结束
公益,345376,来一场说干就干的环保建筑风暴——大地之舟 广州项目,已成功,56000,66309,189,4,50.00,13,17,39,否,53,41,项目成功结束后120天内,广东 广州,已经结束
公益,16159,一张课桌的距离，一份生命的重量——“村医传承”公益行动课桌募捐,已成功,53760,56975,189,6,25.00,7,3,8,否,0,43,项目成功结束后立即发货,西藏 拉萨,已经结束
公益,436852,为“医”而“衣”——救助流浪动物众筹活动,已成功,5000,5039,189,2,10.00,12,4,12,否,37,143,项目成功结束后10天内,北京,已经结束
公益,10686,中国金融博物馆《革命金融展》主题展览,已成功,300000,322800,189,5,100.00,8,3,58,是,0,85,项目成功结束后30天内,北京,已经结束
公益,193894,紧急召唤1000位爱学习的公益人,已成功,50000,50477,189,7,29.00,12,5,46,是,83,29,项目成功结束后10天内,北京,已经结束
公益,359482,清华大学电机系“梦之网”公益实践——搭建微型电网，点亮村小希望,已成功,20000,20018,189,4,10.00,23,7,15,否,88,52,项目成功结束后立即发货,四川 甘孜,已经结束
公益,406303,第二个夏天的快乐和远思——给大山深处的他们募集趣味夏令营,已成功,3000,6100,189,3,2.00,15,11,21,是,86,10,项目成功结束后立即发货,云南,已经结束
公益,9980,端午节的礼物，爱心香包计划,已成功,3000,3767,188,4,10.00,8,5,21,否,45,85,项目成功结束后15天内,江苏 苏州,已经结束
公益,366604,下雨天，让爱在手中传递——为校园公益“爱心伞”助力,已成功,5185,8136,187,3,9.00,6,8,29,否,40,77,项目成功结束后90天内,江西 南昌,已经结束
公益,571135,给山里的孩子一个足球梦,已成功,21200,21327,187,3,10.00,7,3,76,否,42,71,项目成功结束后立即发货,湖南 湘西,已经结束
公益,131554,让家乡的明天更美好——为立志建设家乡的六合乡孩子筹集梦想金,已成功,25081,26194,186,6,10.00,8,4,4,否,44,32,项目成功结束后10天内,云南 大理,已经结束
公益,425740,众筹公益厨房，给留守儿童一顿可口的午餐,已成功,5000,30379,186,4,38.00,6,4,4,否,83,6,项目成功结束后立即发货,甘肃 陇南,已经结束
公益,306874,【创益姑苏】绿色助学——环保与公益相结合，关爱青少年成长,已成功,10000,10024,186,2,10.00,9,8,14,否,57,78,项目成功结束后立即发货,江苏 苏州,已经结束
公益,245143,【众筹扶贫】带你去看埋在大山深处的唐朝贡品-----九山生姜,已成功,5000,5928.60,185,8,1.00,20,15,70,否,25,63,项目成功结束后30天内,江西 赣州,已经结束
公益,375526,用爱心黄芪蜜，搭建大寨孩子的家园驿站,已成功,10000,14512,185,1,55.00,5,17,62,否,43,49,项目成功结束后15天内,甘肃 陇南,已经结束
公益,318349,Go Nepal？ Why not--尼泊尔志愿行,已成功,16462,17126,184,6,10.00,5,8,23,否,124,8,项目成功结束后立即发货,北京,已经结束
公益,26743,针织爱——为四川凉山地区的孩子手织爱心围巾,已成功,4500,5431,184,5,1.00,8,3,41,是,0,118,项目成功结束后15天内,四川 凉山,已经结束
公益,263431,【 Warm Winter 】巴基斯坦暖冬计划 帮助巴基斯坦残疾孤儿渡过寒冬,已成功,8210,10402,184,4,10.00,8,8,46,否,67,55,项目成功结束后立即发货,广东 广州,已经结束
公益,573649,献一份爱心，让寒冬不再寒冷,已成功,20000,20102,181,1,100.00,11,5,27,否,96,55,项目成功结束后立即发货,甘肃 陇南,已经结束
公益,312199,为光爱学校的孤残流浪儿童众筹一场由布朗大学德比合唱团带来的“唱响光爱”公益演唱会,已成功,20000,20581,179,1,100.00,8,8,15,是,111,34,项目成功结束后30天内,北京,已经结束
公益,295291,雪中送炭，助力藏区孩子过暖冬——微光计划第二期,已成功,27783,33827,179,8,10.00,16,17,66,否,67,25,项目成功结束后立即发货,甘肃 甘南,已经结束
公益,15482,让爱支撑杜呷寺孩子们的生活,已成功,40000,54125,179,5,25.00,19,3,26,是,0,21,项目成功结束后立即发货,上海,已经结束
公益,21001,暖冬计划——为云南山区的孩子购买热水装置,已成功,12400,22570,178,5,10.00,7,3,38,否,0,52,项目成功结束后30天内,云南 大理,已经结束
公益,48607,春节，谁和宏承号一起给抗战老兵送个红包？,已成功,8000,11447.01,178,2,1.00,9,3,5,是,3,96,项目成功结束后立即发货,河南 郑州,已经结束
公益,10059,我们的世界彼此相连——关爱流浪猫狗,已成功,2100,2515,177,5,5.00,6,3,1,是,0,123,项目成功结束后60天内,江苏 苏州,已经结束
公益,324673,古树香榧，时光礼赞 ——守护西施故里那片千年古香榧林,已成功,10000,18221,177,6,10.00,32,13,54,是,54,33,项目成功结束后立即发货,浙江 绍兴,已经结束
公益,447547,筑梦雷波--为雷波县穷苦孩子众筹学习用品,已成功,4300,4357,177,4,5.00,11,8,7,否,110,35,项目成功结束后3天内,四川 凉山,已经结束
公益,454720,携手你我·共同康复,已成功,40000,40270,177,4,100.00,5,4,15,是,61,88,项目成功结束后立即发货,广东 深圳,已经结束
公益,275740,为青海下曲加希望小学师生募集过冬物资,已成功,15290,34120,177,3,50.00,7,14,40,否,65,37,项目成功结束后30天内,青海 海东,已经结束
公益,563143,大学生音乐分享会：点亮80个孩子的音乐梦。,已成功,3000,3075,176,5,5.00,9,1,18,否,108,33,项目成功结束后30天内,广东 广州,已经结束
公益,426175,上海海事大学锦绣黔程贵州支教队,已成功,5000,5010,175,0,20.00,5,5,13,否,99,76,项目成功结束后立即发货,贵州 铜仁,已经结束
公益,433621,夏都之光，用光伏点亮湟中,已成功,13000,13180,174,5,5.00,8,6,16,否,72,49,项目成功结束后30天内,青海 西宁,已经结束
公益,107617,众筹3D打印机械手——援助折翼天使,已成功,18080,18940,174,3,60.00,13,12,23,是,111,30,项目成功结束后20天内,上海,已经结束
公益,549853,让野生猕猴桃走出大山——武都区五马乡西山村第一书记众筹项目,已成功,1000,6445,174,2,5.00,6,0,12,否,26,95,项目成功结束后立即发货,甘肃 陇南,已经结束
公益,337846,衣旧有爱——旧衣捐赠，物尽其用,已成功,15000,15644,174,4,8.00,9,10,13,是,126,30,项目成功结束后20天内,河南 平顶山,已经结束
公益,381799,你我携手，共创甜“蜜”事业——小蜜蜂实现脱贫梦,已成功,5000,5145,174,2,55.00,19,4,0,是,159,0,项目成功结束后立即发货,甘肃 陇南,已经结束
公益,513205,义卖红芸豆，助学寒门娃,已成功,5000,11063,173,4,50.00,11,4,15,否,53,80,项目成功结束后30天内,山西 吕梁,已经结束
公益,487750,用书的温暖抚平阿富汗孩子的创伤,已成功,20000,21278,173,5,50.00,9,15,30,否,88,31,项目成功结束后立即发货,新疆 伊犁,已经结束
公益,180640,【众筹参展】《MEU变身记》云龙公益艺术助学--2015慈展会筹盘缠,已成功,4600,4895,173,2,5.00,11,4,17,否,20,120,项目成功结束后2天内,广东 深圳,已经结束
公益,123388,护苗计划——山泉青年公益邀您爱的接力,已成功,3000,3136,172,3,5.00,7,3,1,否,74,54,项目成功结束后立即发货,贵州,已经结束
公益,170917,让高原的格桑花开的更鲜艳——送一片赤诚真心，护一方口腔健康,已成功,30000,30888,172,4,10.00,8,4,34,否,8,56,项目成功结束后14天内,西藏 拉萨,已经结束
公益,408961,“心风徐来，湘地花开”——东华大学赴湖南桑植“铃儿草”支教队,已成功,2988,2990,172,1,1.00,2,9,8,否,82,88,项目成功结束后5天内,湖南 张家界,已经结束
公益,444328,四川大学锦江学院青年志愿者协会   “阳光夏蕾之虎哥陪伴计划”,已成功,13500,13643,172,3,5.00,7,31,16,否,93,24,项目成功结束后立即发货,四川 资阳,已经结束
公益,148879,“一个不一样的夏天，与你携手把书法课带给留守儿童”,已成功,3000,3011,171,4,5.00,17,8,88,是,31,55,项目成功结束后30天内,湖南 湘西,已经结束
公益,521953,用对美的热爱，帮助松桃家庭：苗绣主题公益艺术展“线中情，绣中爱”,已成功,30000,30197,171,4,30.00,5,3,29,是,59,18,项目成功结束后立即发货,上海,已经结束
公益,289306,“蒲公英筑梦行动”——兰交大土木青协志愿者助力会宁县芦岔沟学子圆梦,已成功,5000,5494,170,3,10.00,10,9,49,否,49,87,项目成功结束后10天内,甘肃 白银,已经结束
公益,39667,【一元梦想许愿池】星囊计划——还孩子们一个读书梦,已成功,20000,20350,170,4,1.00,12,3,6,否,6,116,项目成功结束后立即发货,广东 云浮,已经结束
公益,336292,Island of Hope 非洲贫民窟希望众筹计划,已成功,500,21962,168,5,40.00,7,6,29,否,96,22,项目成功结束后立即发货,陕西 西安,已经结束
公益,377098,原生态的老爸黄芪，众筹真空包装机,已成功,5000,5636,168,3,5.00,17,39,18,否,43,4,项目成功结束后5天内,甘肃 陇南,已经结束
公益,20027,共迎2015年龙山县土家族之春,已成功,12000,13480,167,4,10.00,8,7,21,否,4,102,项目成功结束后30天内,湖南 湘西,已经结束
公益,74440,【友成创业咖啡】爱心果园,已成功,10000,10170,167,6,1.00,21,4,2,否,21,105,项目成功结束后立即发货,北京,已经结束
公益,310912,亨廷顿舞蹈症患者关爱项目,已成功,74500,74500,166,6,100.00,15,7,24,否,101,34,项目成功结束后200天内,上海,已经结束
公益,370711,添砖加瓦，想给您一个温暖的家,已成功,15000,15150,165,2,20.00,5,6,6,否,119,12,项目成功结束后立即发货,广东 肇庆,已经结束
公益,443743,点点烛光——清华大学红会支教部“彩云之南”艺术支教支队公益众筹,已成功,9208,9331,164,6,10.00,12,6,8,否,102,35,项目成功结束后15天内,云南 红河,已经结束
公益,312058,缘系甘肃，暖在路上,已成功,10153,10215,164,2,3.00,9,8,22,否,100,10,项目成功结束后50天内,甘肃 临夏,已经结束
公益,5402,北大91级校友共建元坊村蒲公英乡村图书馆,已成功,130000,132400,163,1,100.00,24,3,5,否,0,34,项目成功结束后30天内,河北 石家庄,已经结束
公益,85087,众筹新春影展——“四海那个公园”,已成功,9900,11988,163,8,5.00,2,3,1,否,31,32,项目成功结束后立即发货,广东 深圳,已经结束
公益,302014,为云南山区贫困孩子筹备圣诞礼物包,已成功,16800,18146,163,3,50.00,12,14,38,否,46,39,项目成功结束后7天内,云南 文山,已经结束
公益,433501,"走近""无声世界""——关爱听障青少年（北京科技大学暑期社会实践爱心募捐）",已成功,3000,3421,163,6,1.00,4,6,9,否,121,18,项目成功结束后立即发货,北京,已经结束
公益,185020,失智不失爱——中国失智老人居家照护支持系统公益众筹,已成功,30000,34612,163,6,10.00,7,4,19,是,35,59,项目成功结束后30天内,上海,已经结束
公益,89860,圆山区孩子的校服梦，为留守儿童带去一份关爱,已成功,16785,25700,162,4,15.00,17,6,10,否,40,30,项目成功结束后10天内,贵州 遵义,已经结束
公益,173155,武汉绿色骑行地图公益众筹,已成功,10000,10488,161,3,10.00,5,4,34,否,29,28,项目成功结束后7天内,湖北 武汉,已经结束
公益,388483,书香伴我行,已成功,5000,5506,161,2,10.00,8,14,12,否,76,59,项目成功结束后立即发货,江苏 苏州,已经结束
公益,597565,壹柒 • 新年音乐会,已成功,16800,16815,160,6,10.00,11,12,24,否,56,47,项目成功结束后90天内,福建 莆田,已经结束
公益,440155,雪佛兰SUV最美中国行 邀您一起勇闯新境 线路1最后的净土,已成功,500,588,159,0,1.00,7,5,5,否,6,153,项目成功结束后立即发货,四川 成都,已经结束
公益,382900,阅读改变生活——麦家理想谷爱心助力计划,已成功,21000,21060,159,4,10.00,10,8,24,否,37,45,项目成功结束后10天内,浙江 杭州,已经结束
公益,351049,Mission Nepal  尼泊尔任务——为地震受灾区重建一所学校,已成功,30000,31260,159,2,150.00,5,8,20,是,107,36,项目成功结束后30天内,上海,已经结束
公益,466777,以爱为名，油画点亮生活——“油·爱而生”新青年艺术展,已成功,21000,21316,159,4,30.00,15,7,10,否,26,98,项目成功结束后45天内,浙江 宁波,已经结束
公益,500815,爱与痛的边缘——孤儿及单亲儿童心理疏导,已成功,5000,5032,158,4,50.00,10,2,15,是,141,14,项目成功结束后立即发货,山西 吕梁,已经结束
公益,402127,聚沙成塔，爱心助力,已成功,12000,12011,157,2,50.00,7,5,24,否,140,5,项目成功结束后15天内,北京,已经结束
公益,325870,LostandFound——点亮孩子回家的路,已成功,5000,5260,157,2,30.00,11,9,45,是,120,20,项目成功结束后立即发货,上海,已经结束
公益,499219,一元公益，汇聚大爱——爱心书籍，传递希望！一起为四所贫困学校搭建爱心阅览室！,已成功,3000,3435,157,3,10.00,10,4,12,否,113,13,项目成功结束后立即发货,海南,已经结束
公益,517438,集图书 助飞家乡学子 阅读养成  丰富内心 提升境界  认识自我！,已成功,50000,50063,157,11,10.00,8,1,8,否,63,21,项目成功结束后立即发货,山西 长治,已经结束
公益,574873,星星之语,已成功,4000,4058,157,4,10.00,9,0,19,是,78,28,项目成功结束后立即发货,广东 广州,已经结束
公益,149560,积石成山，点亮梦想—为甘肃积石山的孩子众筹助学基金,已成功,5370,5474,157,5,5.00,9,4,131,是,29,47,项目成功结束后立即发货,甘肃 临夏,已经结束
公益,127903,最美全家福——为山区贫困家庭洗一张全家福,已成功,5000,5062,156,1,10.00,4,5,2,是,15,62,项目成功结束后30天内,山东 淄博,已经结束
公益,346768,爱暖寒冬，翼佑未来,已成功,4000,4050,156,3,10.00,4,10,24,否,81,39,项目成功结束后30天内,贵州 毕节,已经结束
公益,453019,心系湘西，绿火燎源,已成功,3500,3528,156,3,5.00,8,4,1,否,136,9,项目成功结束后立即发货,湖南 怀化,已经结束
公益,243082,红箱子计划——推动生活类废电池和过期药品的回收,已成功,3000,3977,156,2,20.00,8,9,25,否,114,37,项目成功结束后立即发货,上海,已经结束
公益,295273,鞋盒礼物——这个冬天因你而温暖,已成功,15000,15063,156,6,5.00,6,19,29,是,13,68,项目成功结束后40天内,湖南 长沙,已经结束
公益,391660,让爱心架起沙水群众的致富桥！,已成功,7000,7818,156,0,50.00,4,7,1,否,15,NOTFOUND,NOTFOUND,甘肃 陇南,已经结束
公益,509233,“探路者”北大国发院戈12，我们需要你！,已成功,50000,50320,155,7,80.00,3,0,20,否,11,16,项目成功结束后10天内,北京,已经结束
公益,130363,一场看不见的极地长征——为视障跑者筹集戈壁挑战费用,已成功,60000,60413,155,3,99.00,8,4,3,否,39,32,项目成功结束后20天内,浙江 杭州,已经结束
公益,179707,为空巢老人提供消防安全入户宣传,已成功,20706,21114,155,7,20.00,5,4,15,否,69,39,项目成功结束后20天内,福建 厦门,已经结束
公益,320425,哪怕妖魔鬼怪出没，我有安全书包护航,已成功,50000,50002,155,5,3.00,7,9,8,否,16,3,项目成功结束后10天内,湖北 黄冈,已经结束
公益,420934,2016年长沙医学院译申爱心公益团队开展暑期三下乡活动,已成功,3500,3603,154,1,10.00,8,6,5,否,141,6,项目成功结束后10天内,湖南 常德,已经结束
公益,380716,池边养蜂人——用行动守护梦想……,已成功,3000,3200,154,4,1.00,7,9,4,否,33,6,项目成功结束后7天内,甘肃 陇南,已经结束
公益,373708,“青春同梦同心，公益同践同行”暑期支教夏令营,已成功,6150,6208,154,6,5.00,23,24,37,是,75,24,项目成功结束后30天内,云南 保山,已经结束
公益,418156,春暖爱心.关注贫困地区中小学基础设施建设,已成功,4000,4225,153,3,10.00,8,5,29,是,73,37,项目成功结束后30天内,贵州 毕节,已经结束
公益,427741,极品尚德“窝窝桃”——只为一次甜蜜的邂逅,已成功,2000,7101,153,3,2.00,11,4,2,否,15,36,项目成功结束后20天内,甘肃 陇南,已经结束
公益,384481,爱心永不变，草莓连四海,已成功,2000,3271,153,4,1.00,3,9,10,否,1,50,项目成功结束后10天内,甘肃 陇南,已经结束
公益,62722,以微笑之名义——“绿源”江豚卫士在行动,已成功,5000,5022,153,6,2.00,20,3,8,否,6,69,项目成功结束后30天内,湖南 岳阳,已经结束
公益,493192,高中生的心愿,已成功,10000,10740,153,4,1.00,9,1,14,否,74,17,项目成功结束后30天内,四川 德阳,已经结束
公益,54121,为虎清套1500km²  让小老虎平安过年,已成功,11100,30023.01,152,7,1.00,9,3,41,否,7,55,项目成功结束后立即发货,吉林 延边,已经结束
公益,11744,无量山夏令营——大山里孩子的第一个七彩夏日,已成功,15750,25500,152,4,50.00,7,3,8,否,0,42,项目成功结束后30天内,云南 大理,已经结束
公益,7816,“孩子与自然”自媒体——传递乡村的爱与美,已成功,300000,300626,152,3,1.00,12,3,15,否,0,26,项目成功结束后90天内,北京,已经结束
公益,437104,青春筑梦，爱心护航——南航支点人生四川甘孜支教团,已成功,2000,2512,150,2,1.00,5,7,18,是,22,77,项目成功结束后立即发货,四川 甘孜,已经结束
公益,292807,来自九连山的土特产年货大礼包——众筹一间乡村自然课堂,已成功,30000,30156,150,6,1.00,12,7,28,否,25,12,项目成功结束后5天内,广东 河源,已经结束
公益,164224,仲夏夜之“滑稽公益演出”，为400位孤寡老人送上一个特别之夜,已成功,18800,18800,149,6,1.00,10,4,7,否,6,34,项目成功结束后3天内,上海,已经结束
公益,428353,用爱心助力寒门学子圆梦京津,已成功,20000,20408,149,2,100.00,5,7,7,否,96,33,项目成功结束后立即发货,甘肃 陇南,已经结束
公益,179212,心灵的灯塔-——城中村里的鸟巢图书馆,已成功,15225,16729,149,7,10.00,7,4,22,是,47,12,项目成功结束后60天内,福建 厦门,已经结束
公益,462469,清华大学赴内蒙古兴安盟贫困乡村光伏公益扶贫实践项目,已成功,5000,5095,149,7,5.00,4,5,9,否,130,6,项目成功结束后30天内,内蒙古 兴安盟,已经结束
公益,467698,我该如何懂你：星星的孩子——中华女子学院赴江西暑期实践团,已成功,3000,3145,149,5,5.00,4,4,10,是,66,38,项目成功结束后30天内,江西 南昌,已经结束
公益,189103,养老机构EAP员工心理援助计划,已成功,33600,42967,149,5,50.00,4,6,14,是,11,6,项目成功结束后7天内,上海,已经结束
公益,276382,一盒礼物——给留守儿童的爱与温暖,已成功,1865,2495,149,2,5.00,10,9,40,否,15,28,项目成功结束后60天内,浙江 杭州,已经结束
公益,24355,关爱留守家庭 品味绿色食品 ——暖冬行动 为留守家庭献爱心,已成功,10000,10085,148,10,10.00,29,3,51,是,3,89,项目成功结束后10天内,重庆,已经结束
公益,137689,还记得儿时的幻灯片吗？他们也想拥有同样的回忆！,已成功,6897,8311,148,2,30.00,8,4,74,否,98,10,项目成功结束后10天内,上海,已经结束
公益,143581,“与爱同行，与你同在”圆梦青海支教活动,已成功,1630,2286,147,4,5.00,7,8,27,否,31,51,项目成功结束后15天内,青海 黄南,已经结束
公益,351331,最有诚意的古法腊肉，一年只卖这一次|让留守老人增加收入，让青年人回家,已成功,10000,11213,147,3,2.00,15,8,50,否,17,34,项目成功结束后立即发货,广西 桂林,已经结束
公益,247,捐助雅安 先锋金融内部筹款项目,已成功,500000,542150,147,10,5.00,2,3,3,否,0,1,项目成功结束后10天内,北京,已经结束
公益,244126,心灵伙伴——关爱农村青少年心理健康发展,已成功,3620,3700,147,3,10.00,12,7,33,是,69,38,项目成功结束后300天内,河北 张家口,已经结束
公益,16708,冬天里的温暖——给桂林山区小学众筹热水器 ,已成功,10000,10047,147,1,1.00,9,3,17,否,0,47,项目成功结束后立即发货,广西 桂林,已经结束
公益,370849,心系爱心——圆残疾女孩创业梦 托起明天的希望,已成功,10000,10032,146,4,100.00,11,30,11,是,142,3,项目成功结束后30天内,甘肃 陇南,已经结束
公益,433345,“孟想翩跹，心手相连”——复旦大学云南孟连支教调研行,已成功,8500,8501,146,2,15.00,7,7,14,否,94,16,项目成功结束后立即发货,云南,已经结束
公益,460954,点束微光照未来——上海交大学子为云南大理洱源县丰源村南极小学公益众筹,已成功,5088,6501,146,5,10.00,8,4,13,否,117,1,项目成功结束后立即发货,云南 大理,已经结束
公益,380344,用我一粒黄豆 换你无价爱心,已成功,3000,3070,145,2,20.00,4,23,10,否,94,36,项目成功结束后立即发货,甘肃 陇南,已经结束
公益,391372,众筹电脑和打印机——让科技之光照亮山区孩子的道路！,已成功,5000,5030,145,6,10.00,9,7,27,是,89,27,项目成功结束后30天内,四川 南充,已经结束
公益,588385,暖心从脚开始,已成功,5479,5882,144,4,5.00,13,0,20,是,57,22,项目成功结束后30天内,青海 玉树,已经结束
公益,223420,关爱留守儿童，走进留守儿童的心世界,已成功,1000,1047,144,1,5.00,5,8,39,否,40,103,项目成功结束后立即发货,四川 成都,已经结束
公益,143452,"金墩中学“让家乡的明天更美好""——摄影述说家人的故事",已成功,25305,25340,144,7,10.00,9,4,49,是,34,66,项目成功结束后立即发货,云南 大理,已经结束
公益,442891,为爱黔行—南京交院赴贵州清镇市流长苗族乡关爱留守儿童活动公益众筹,已成功,2000,2011,144,2,1.00,13,9,9,否,67,40,项目成功结束后30天内,贵州 贵阳,已经结束
公益,633138,这群90后们帮70、80后找到了儿时的味道,众筹中,300000,150602,144,6,518.00,22,7,54,否,105,14,项目成功结束后立即发货,NOTFOUND,13天
公益,11942,“海航光明行”——助白内障患者重获光明,已成功,16000,29420,143,2,20.00,7,3,17,是,0,81,项目成功结束后30天内,四川 甘孜,已经结束
公益,132736,环保——这么近，那么远（2015上海青年绿色环保峰会）,已成功,15000,15221,143,3,20.00,11,5,4,是,89,28,项目成功结束后30天内,上海,已经结束
公益,151693,清华大学赴云南省南涧县偏远乡村地区搭建太阳能锅公益实践项目,已成功,10000,10669,143,7,5.00,9,4,89,否,30,48,项目成功结束后20天内,云南 大理,已经结束
公益,386704,“阳光处处”护苗计划——单亲家庭未成年人社会稳定服务项目,已成功,5000,5186,143,3,10.00,8,11,26,否,68,30,项目成功结束后立即发货,江苏 苏州,已经结束
公益,466381,在最接近天堂的地方筑梦——为香格里拉藏区居民提供学习机会,已成功,7000,7454,143,5,30.00,26,4,33,否,85,29,项目成功结束后7天内,云南 迪庆,已经结束
公益,629016,把我的秘密唱给你听－2017暖星之音新年音乐会,已成功,30000,30176,143,5,5.00,4,2,2,是,49,9,项目成功结束后立即发货,上海,已经结束
公益,407707,微翼启梦——成信大“微翼梦之队”云南乡村夏令营支教活动,已成功,5500,5510,142,3,20.00,16,11,13,是,98,15,项目成功结束后30天内,云南 昭通,已经结束
公益,21720,这个冬天不再寒冷——为农民工子弟学校众筹冬季校服,已成功,39150,43300,142,4,75.00,12,3,10,否,0,30,项目成功结束后20天内,北京,已经结束
公益,153430,【尽己之力 助教西部】与门堂孩子们的约定——众筹体育物资,已成功,3682,3889,142,4,5.00,11,13,5,否,36,72,项目成功结束后45天内,青海 果洛,已经结束
公益,242254,西北师范大学研究生支教团“圆梦100+”公益助学金计划助力天祝藏区学子圆梦,已成功,10000,10695,142,4,20.00,5,17,56,否,64,36,项目成功结束后30天内,甘肃 武威,已经结束
公益,444910,关爱留守儿童成长，助力2016广西桂林留守儿童夏令营活动,已成功,20000,20549,141,7,5.00,21,4,14,否,59,20,项目成功结束后立即发货,广西 桂林,已经结束
公益,462421,星星的天使,已成功,5000,9023,141,2,100.00,11,0,14,否,99,35,项目成功结束后7天内,上海,已经结束
公益,513466,手拉手建立“童心圆”留守儿童微课堂,已成功,5000,17990,141,3,100.00,5,1,18,否,77,38,项目成功结束后10天内,山西 吕梁,已经结束
公益,424120,为甘肃山区学校购买打印机,已成功,5000,5004,141,0,50.00,3,6,13,是,128,13,项目成功结束后50天内,甘肃 白银,已经结束
公益,514840,“第一书记”众筹，为大西沟村修建出行必经之路,已成功,30000,30008,141,2,200.00,7,2,15,否,77,14,项目成功结束后15天内,山西 吕梁,已经结束
公益,494347,乡村文化记忆，刘家湾民俗馆,已成功,5000,5150,141,5,1.00,7,0,11,否,59,33,项目成功结束后10天内,山西 吕梁,已经结束
公益,3092,我们益家人 我们全家福,已成功,20000,20240,140,4,20.00,4,3,28,是,0,37,项目成功结束后15天内,四川 雅安,已经结束
公益,129064,长沙公益小天使义工队,已成功,18000,18004,140,3,10.00,7,4,4,否,48,47,项目成功结束后150天内,湖南 长沙,已经结束
公益,440596,随迁子女表达性艺术心理成长计划,已成功,18000,18083,140,6,1.00,7,4,8,否,51,65,项目成功结束后立即发货,重庆,已经结束
公益,128788,让民工子女远离伤害,已成功,30000,30216,139,3,10.00,4,4,1,否,23,63,项目成功结束后10天内,重庆,已经结束
公益,107677,微学院公益支教联盟为爱起航,已成功,6000,6615,138,6,10.00,10,6,3,是,52,29,项目成功结束后40天内,贵州 毕节,已经结束
公益,494461,关爱农村孤寡老人,已成功,8000,8004,138,3,20.00,7,7,15,否,101,20,项目成功结束后15天内,山西 吕梁,已经结束
公益,124972,最好的爱是陪伴——为特殊家庭儿童发声,已成功,12732,12838,138,4,10.00,3,10,3,否,56,43,项目成功结束后5天内,福建 厦门,已经结束
公益,376159,黄芪暖人心，让农村老人不再悄然失去自我.....,已成功,16000,16122,137,5,2.00,17,7,4,否,5,19,项目成功结束后立即发货,甘肃 陇南,已经结束
公益,412078,"2016年""红色医心，闪药长汀""实践队赴龙岩长汀“三下乡”公益活动",已成功,5000,5051,137,5,1.00,3,7,5,否,45,33,项目成功结束后10天内,福建 龙岩,已经结束
公益,403789,浸没式话剧|《阴道说》在宇宙中心呼唤你,已成功,7610,11091,137,2,23.00,3,11,73,否,20,27,项目成功结束后15天内,北京,已经结束
公益,416857,万柳流浪狗救助项目,已成功,5000,6036,137,2,50.00,5,10,4,否,126,10,项目成功结束后10天内,北京,已经结束
公益,160198,行知之甘——甘肃平凉泾明乡中心小学支教爱心众筹,已成功,2000,5465,136,7,2.00,13,4,4,否,47,21,项目成功结束后3天内,甘肃 平凉,已经结束
公益,280561,筹一份爱心，暖一户人心,已成功,5000,9527,136,2,20.00,9,58,13,否,32,10,项目成功结束后7天内,甘肃 陇南,已经结束
公益,456931,为孩子们送去校园课桌——天津科技大学“蓓蕾关爱行”——甘肃陇南支教行,已成功,4000,4396,136,7,2.00,5,4,15,是,113,5,项目成功结束后立即发货,甘肃 天水,已经结束
公益,530923,助力四开，情暖凉山,已成功,15000,15450,136,4,5.00,7,0,8,否,98,3,项目成功结束后立即发货,四川 凉山,已经结束
公益,437716,微梦想·心行动——北京市科技大学“京筑微梦”“丹心圆梦”社会公益服务,已成功,10000,10214,136,6,10.00,10,4,8,否,71,35,项目成功结束后20天内,辽宁 丹东,已经结束
公益,23374,净水·暖冬——为云南山区的孩子购买净水加热器【第三期】,已成功,50000,53306,135,8,1.00,12,3,30,否,0,46,项目成功结束后10天内,云南 大理,已经结束
