项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,项目更新数,评论数,是否制作视频,无私支持数,最低投资支持人数,预计回报发送时间,发起人所在地,项目结束时间
艺术,11289,私人定制手绘成品折扇 秀出不一样的你,已成功,3000,3005,23,5,25.00,10,3,15,否,0,5,项目成功结束后30天内,四川 成都,已经结束
艺术,660009,商业摄影人像精品班,众筹中,80000,156,22,1,800.00,1,0,1,否,22,NOTFOUND,项目成功结束后立即发货,北京,43天
艺术,57217,【传承木文化】以木会友 以木结缘 老木哥的木文化博物馆情节,已成功,3000,6451,22,3,50.00,31,5,11,否,1,5,项目成功结束后立即发货,山东 临沂,已经结束
艺术,430678,你好，我是台湾粽！,已成功,2999,9530,22,3,159.00,15,3,20,否,1,15,项目成功结束后立即发货,北京,已经结束
艺术,123451,桌面产品系统设计——[木质产品],已成功,3500,3611,21,10,19.00,11,4,10,否,2,3,项目成功结束后20天内,浙江 杭州,已经结束
艺术,295453,孤独的救赎——国家级非物质物化遗产凤翔木版年画传承人邰立平,已成功,10000,10243,21,8,128.00,37,7,36,否,5,9,项目成功结束后30天内,陕西 西安,已经结束
艺术,48883,【耕云序古 一瓣心香】古法秘制演绎休闲 健康熏味道,已成功,5000,5624,21,2,148.00,36,3,19,是,0,18,项目成功结束后10天内,福建 泉州,已经结束
艺术,480910,姚巍，中国年轻（服装）设计师创业大赛作品众筹,已成功,3000,3118,21,1,98.00,2,0,5,是,15,3,项目成功结束后30天内,北京,已经结束
艺术,49996,喜气羊羊创意杯  2015新年贺礼,已成功,4779,4779,21,5,58.00,13,5,14,否,0,9,项目成功结束后10天内,浙江 杭州,已经结束
艺术,60184,【曲锐和朋友们】[匠人BY] 手造手包——木材与皮革的艺术,已成功,8000,8210,21,4,279.00,18,3,3,否,0,8,项目成功结束后20天内,北京,已经结束
艺术,144823,夏日避暑哪里去？时世香珠告诉您,已成功,3000,9060,21,2,199.00,15,4,34,否,0,17,项目成功结束后5天内,北京,已经结束
艺术,166633,荆浩宣纸,已成功,28000,28613,21,3,1.00,16,4,4,否,3,11,项目成功结束后立即发货,河南 郑州,已经结束
艺术,270856,原创设计手串——结缘星月菩提（第二季）,已成功,5000,6202,21,6,68.00,59,6,14,否,3,0,项目成功结束后5天内,江苏 苏州,已经结束
艺术,419059,小器同学出品创意北欧风零食盘＆调味罐,已成功,1000,1014,21,1,33.00,2,6,8,否,2,8,项目成功结束后立即发货,北京,已经结束
艺术,467497,一叶紫檀，一味存留的匠心,已成功,5000,5229,21,3,150.00,19,1,6,否,1,0,项目成功结束后立即发货,福建 莆田,已经结束
艺术,50302,BlingStar——萤石的秘密,已成功,2000,2599,20,4,45.00,8,3,43,否,0,7,项目成功结束后5天内,北京,已经结束
艺术,175822,天然顶级白水晶手链,已成功,1000,1240,20,2,1.00,8,6,8,否,0,5,项目成功结束后3天内,江苏 连云港,已经结束
艺术,590035,做设计，随性而为就好,已成功,6000,6018,20,2,999.00,28,0,15,否,16,2,项目成功结束后18天内,北京,已经结束
艺术,4305,草根收藏家的文化之梦,已成功,2000,2000,20,1,100.00,6,3,0,否,0,9,项目成功结束后20天内,北京,已经结束
艺术,139195,【不只是木头】创意车挂需要您的支持,已成功,1000,1327,20,4,5.00,7,4,23,否,0,3,项目成功结束后10天内,河北 石家庄,已经结束
艺术,9994,与20位陌生的您相约 青年艺术家成长营众筹计划,已成功,10000,10000,20,0,500.00,6,3,17,否,0,20,项目成功结束后30天内,北京,已经结束
艺术,15214,【尚品美饰】 找一款适合您眼缘的传统美饰,已成功,1000,2181,20,2,66.00,12,3,58,否,0,4,项目成功结束后7天内,河南 南阳,已经结束
艺术,660285,暖暖母校情，睹物更思人——致花椒,众筹中,36608,971,20,1,126.00,16,2,3,否,14,NOTFOUND,项目成功结束后30天内,江西 南昌,18天
艺术,11000,【品陶俱乐部】绘意分享 赏玩鱼趣,已成功,6000,6279,19,5,49.00,11,3,16,否,0,5,项目成功结束后7天内,上海,已经结束
艺术,42685,中国好文玩贺岁篇——朱砂,已成功,3000,3527,19,5,98.00,24,5,21,否,1,7,项目成功结束后2天内,北京,已经结束
艺术,135301,无非家--夏未央（原创新中式定制布艺）系列,已成功,4999,4999,19,5,49.00,23,3,12,否,6,1,项目成功结束后7天内,广东 东莞,已经结束
艺术,342409,疯狂石头，红玛瑙众筹，防小人----红红火火又一年 五期,已成功,1000,2072,19,6,78.00,15,5,10,否,0,6,项目成功结束后15天内,广东 深圳,已经结束
艺术,180946,【本木缘】一生的陪伴,已成功,3000,3770,19,4,60.00,9,6,16,否,1,10,项目成功结束后立即发货,上海,已经结束
艺术,324142,总有些话说不出口，总有些人让你念念不忘——《爱在西塘》,已成功,3500,3801,19,5,10.00,4,5,9,否,3,6,项目成功结束后10天内,浙江 嘉兴,已经结束
艺术,21839,五行能量手串—安妮时尚天然宝石的专属定制,已成功,3000,3362,18,6,159.00,11,3,39,否,0,5,项目成功结束后5天内,北京,已经结束
艺术,41935,安妮时尚原创设计—新年红色吉祥系列天然珠宝饰品,已成功,3000,3062,18,4,90.00,10,3,14,否,1,3,项目成功结束后7天内,北京,已经结束
艺术,101377,爱的礼物之牡丹系列,已成功,3000,4474,18,5,88.00,5,8,21,否,0,2,项目成功结束后立即发货,福建 泉州,已经结束
艺术,136522,全网最具文化气息的众筹,已成功,20000,22607,18,6,5.00,18,7,8,否,0,9,项目成功结束后30天内,陕西 西安,已经结束
艺术,484819,“手随心动”手工包,已成功,500,525,18,4,1.00,5,4,4,是,5,4,项目成功结束后60天内,广东 广州,已经结束
艺术,28018,来自大师的新春祝福——中国邮政史上第一组拜年邮票亮相众筹,已成功,10000,10036,18,3,180.00,9,3,5,否,0,7,项目成功结束后30天内,江苏 南京,已经结束
艺术,70669,水彩画独家订制 —— 一份特别的礼物,已成功,1200,1652,18,2,1.00,13,3,8,否,2,11,项目成功结束后立即发货,浙江 杭州,已经结束
艺术,131086,私人订制木头上的小画——我与我的原木故事,已成功,2000,3070,18,6,45.00,30,4,15,否,0,6,项目成功结束后立即发货,江西 九江,已经结束
艺术,324394,佛教艺术，与佛结缘—禅画大师严一觉书法作品首次众筹,已成功,5000,5627,18,1,238.00,17,9,15,否,5,6,项目成功结束后10天内,广东 中山,已经结束
艺术,417979,还是明朝的味道,已成功,1000,2061,18,12,1.00,3,24,17,否,1,0,项目成功结束后3天内,福建 莆田,已经结束
艺术,573979,【胡同WE空间】重拾我们的胡同公共空间,众筹中,20000,1270,18,3,50.00,20,0,2,是,6,NOTFOUND,项目成功结束后365天内,北京,9天
艺术,23329,《草木本心》之十二星座精神“物”语,已成功,10000,37812,18,6,399.00,21,3,9,否,0,8,项目成功结束后3天内,北京,已经结束
艺术,49993,承王者之气 领皇家之福,已成功,1000,2024,18,3,68.00,6,3,5,否,0,3,项目成功结束后7天内,江西 鹰潭,已经结束
艺术,480217,管鲁玉，中国年轻（服装）设计师创业大赛作品众筹,已成功,3000,3080,18,1,98.00,2,0,1,否,17,0,项目成功结束后30天内,北京,已经结束
艺术,653838,《广州当代摄影人群像100》，用照片讲故事。,众筹中,10000,430,18,0,238.00,7,3,6,否,18,NOTFOUND,项目成功结束后60天内,NOTFOUND,41天
艺术,314893,陪伴孩子成长的小椅子,已成功,2000,2308,17,6,2.00,27,5,19,是,3,0,项目成功结束后40天内,北京,已经结束
艺术,320680,“千禧之石”舒俱来，美得让你无法抗拒,已成功,3000,3398,17,2,10.00,5,7,9,否,1,3,项目成功结束后立即发货,河北 保定,已经结束
艺术,85882,大漆艺术品——漆镯,已成功,2100,5163,17,4,199.00,19,6,13,否,9,2,项目成功结束后7天内,河北 秦皇岛,已经结束
艺术,379801,【猫】原创手作，陶艺珍品，居家摆件,已成功,2000,3216,17,2,188.00,22,5,23,否,5,7,项目成功结束后30天内,江西 景德镇,已经结束
艺术,101974,灵石传说第二期—邀您认识上谷战国红,已成功,2000,3403,17,5,59.00,10,4,11,否,0,4,项目成功结束后3天内,河北 张家口,已经结束
艺术,403717,喧嚣尘世里，感受世界非遗南音的千年呓语。,已成功,6000,6000,17,5,69.00,18,4,4,是,16,1,项目成功结束后15天内,北京,已经结束
艺术,414913,【沁缘珠宝】 遇见沁缘  遇见属于你的玉,已成功,3000,3046,17,5,3.00,16,4,6,否,1,8,项目成功结束后3天内,河南 南阳,已经结束
艺术,480643,刘柳，中国年轻（服装）设计师创业大赛作品众筹,已成功,3000,3318,17,1,98.00,2,0,0,否,6,4,项目成功结束后30天内,北京,已经结束
艺术,482149,秦艺玮，中国年轻（服装）设计师创业大赛作品众筹,已成功,3000,3101,17,1,98.00,2,0,1,否,5,9,项目成功结束后30天内,北京,已经结束
艺术,627708,贺岁大礼 超值收藏：旅美名家韩墨先生贺岁书画众筹,已成功,20000,20418,17,9,58.00,7,6,0,否,1,0,项目成功结束后立即发货,北京,已经结束
艺术,117397,【无尚逸品】最纯正的小叶紫檀,已成功,3000,4846,17,4,178.00,8,10,37,否,0,2,项目成功结束后7天内,山东 济南,已经结束
艺术,322468,绝美发晶——穿越千年，为你而来,已成功,3000,3650,17,6,10.00,3,6,3,否,0,5,项目成功结束后立即发货,河北 保定,已经结束
艺术,51661,帝王之木———小叶紫檀的创意设计,已成功,5000,5181,17,4,138.00,26,3,28,否,0,9,项目成功结束后20天内,四川 成都,已经结束
艺术,262975,为你的Ta制作一份最好的礼物——星月菩提,已成功,500,1826,16,7,59.00,16,4,18,否,0,8,项目成功结束后20天内,北京,已经结束
艺术,204610,秉承传统文化，再次启迪中国古传统文化艺术——结缘星月菩提,已成功,5000,5995,16,3,158.00,26,5,18,否,1,0,项目成功结束后立即发货,江苏 苏州,已经结束
艺术,608893,禅韵书香，必伴紫砂——上图•文创“书香人和”系列紫砂茶具,已成功,20000,20004,16,0,0.00,5,2,2,否,8,8,项目成功结束后10天内,上海,已经结束
艺术,197377,【为人民服务】抗战胜利70周年纪念品花器,已成功,10000,10140,16,3,20.00,12,4,6,否,3,1,项目成功结束后7天内,广东 潮州,已经结束
艺术,333493,我们的木戒指,已成功,1000,1008,16,2,98.00,12,14,31,否,10,1,项目成功结束后10天内,北京,已经结束
艺术,30439,紫檀与迷失小伙的不解之缘,已成功,4000,7826,16,6,1.00,9,3,94,否,0,4,项目成功结束后15天内,广西 南宁,已经结束
艺术,2589,“画廊去哪了”——798艺术区画廊生存现状调查,已成功,2000,2050,15,2,50.00,5,3,23,否,0,5,项目成功结束后15天内,北京,已经结束
艺术,390958,木本自然，结缘为珠--精品沉香佛珠踏青而来（七期）,已成功,3000,9199,15,4,450.00,14,6,21,否,4,1,项目成功结束后3天内,福建 莆田,已经结束
艺术,4428,手工磨花镜子 中国唯一专业制作,已成功,5000,11790,15,3,100.00,8,3,81,是,0,5,项目成功结束后3天内,北京,已经结束
艺术,260245,接近生命·接纳自己——【生·息】作品 衍生品众筹,已成功,500,23162,15,10,0.00,21,4,38,是,10,3,项目成功结束后60天内,北京,已经结束
艺术,305779,晶莹剔透，生命的沉淀——菩提根,已成功,800,815,15,4,3.00,13,5,10,否,0,7,项目成功结束后15天内,陕西 宝鸡,已经结束
艺术,386521,宜兴－紫砂 葫芦壶 福禄双全,已成功,1000,1312,15,5,1.00,7,7,11,否,0,0,项目成功结束后25天内,江苏 无锡,已经结束
艺术,553759,一公斤的诗和远方——脱下警服，古法制香,已成功,6000,7130,15,5,350.00,49,5,8,是,1,3,项目成功结束后5天内,北京,已经结束
艺术,35815,一草一菩提——2014•我们与麦秸画同行,已成功,2000,2123,15,4,1.00,5,3,8,是,0,9,项目成功结束后10天内,山东 东营,已经结束
艺术,42031,【生命与天性】2015年萌宠创意台历 半夏工作室倾心奉上,已成功,2926,2926,15,3,5.00,8,3,0,否,2,2,项目成功结束后5天内,北京,已经结束
艺术,172678,此情不芋----不仅仅是爱情,已成功,1000,2175,15,2,79.00,14,4,9,否,0,2,项目成功结束后30天内,广东 深圳,已经结束
艺术,375778,温故索尔·雷特——心像·影像分享会第2期,已成功,1000,1018,15,3,49.00,12,6,4,否,4,5,项目成功结束后15天内,北京,已经结束
艺术,430993,出矿价玩翡翠 纯天然翡翠众筹 第六期,已成功,1000,3512,15,10,199.00,43,31,36,否,9,2,项目成功结束后15天内,广东 深圳,已经结束
艺术,23302,皮雕包 伴您一生的皮具 也是一件艺术品！,已成功,1000,1620,14,6,50.00,9,7,2,否,7,0,项目成功结束后30天内,内蒙古 赤峰,已经结束
艺术,144919,健康加分 桌上的暖心设计,已成功,3000,3554,14,3,59.00,23,4,12,否,0,6,项目成功结束后10天内,广东 广州,已经结束
艺术,14344,【工艺茶具】我们用工艺品支持公益事业,已成功,2800,3242,14,5,158.00,17,3,26,否,0,9,项目成功结束后10天内,江西 景德镇,已经结束
艺术,63307,【缘木】送礼送佛珠 礼轻情意重,已成功,4000,5727,14,5,199.00,12,3,21,否,0,6,项目成功结束后15天内,广西 南宁,已经结束
艺术,108817,给妈妈一份心礼 手工定制天然和田白玉奢华首饰,已成功,3000,3198,13,3,29.00,16,4,5,否,1,5,项目成功结束后3天内,广东 广州,已经结束
艺术,265774,梦，石人,已成功,5000,14491,13,6,399.00,30,8,10,否,2,3,项目成功结束后3天内,北京,已经结束
艺术,336172,天然珍珠众筹，给自己和家人一份礼物 二期,已成功,1000,3202,13,5,199.00,9,6,9,否,2,6,项目成功结束后15天内,广东 深圳,已经结束
艺术,446545,宜兴紫砂小花盆,已成功,500,509,13,4,1.00,11,10,2,否,1,0,项目成功结束后15天内,江苏 无锡,已经结束
艺术,442105,独家制作BGM音乐,已成功,5000,5120,13,3,100.00,1,4,2,否,2,1,项目成功结束后20天内,北京,已经结束
艺术,662553,《笑口常开》让您永远拥有好心情,众筹中,20000,248,13,5,10.00,17,0,0,否,7,NOTFOUND,项目成功结束后60天内,江苏 南通,27天
艺术,9723,定制属于你的声音绘画 青年艺术家成长营,已成功,10000,10000,12,2,500.00,9,3,3,是,0,8,项目成功结束后30天内,辽宁 沈阳,已经结束
艺术,453187,联合策展人约个画展，参与一个属于自己的展览,已成功,5000,5007,12,1,299.00,8,3,1,否,3,6,项目成功结束后立即发货,北京,已经结束
艺术,284620,【古时候出品】浓缩的文明，微缩的艺术——垂花门模型,已成功,5000,5860,12,2,480.00,20,5,21,否,0,11,项目成功结束后30天内,广东 广州,已经结束
艺术,48640,【草木本心】圣诞季之“冬季恋歌”——找到你的爱,已成功,8000,10781,12,5,20.00,47,3,8,否,0,6,项目成功结束后立即发货,北京,已经结束
艺术,78037,来自青藏高原的礼物--大美青海印象纪念品,已成功,2000,2000,12,5,5.00,12,4,1,否,1,6,项目成功结束后30天内,青海 西宁,已经结束
艺术,5629,铭刻时光的树叶画 化腐朽为神奇,已成功,3000,5510,12,4,130.00,14,3,18,否,0,0,项目成功结束后10天内,北京,已经结束
艺术,116020,【DIY创意坊】文玩配饰之王——琥珀蜜蜡篇,已成功,3000,3790,12,3,150.00,25,3,17,否,0,9,项目成功结束后10天内,上海,已经结束
艺术,165862,筹一个与你有关的艺术展之文人画扇面,已成功,12000,12358,12,6,10.00,14,4,16,否,0,6,项目成功结束后10天内,北京,已经结束
艺术,182782,【心由莲生】一份简单的心意,已成功,1000,1096,12,5,48.00,4,6,11,否,0,3,项目成功结束后5天内,北京,已经结束
艺术,278995,让我们一起面向大海，呼喊开始！,已成功,5000,5804,12,3,180.00,11,5,14,否,7,2,项目成功结束后立即发货,海南 三亚,已经结束
艺术,316297,红玛瑙手串——灵与美的完美结合,已成功,1000,1466,12,2,108.00,6,6,11,否,0,2,项目成功结束后立即发货,河北 保定,已经结束
艺术,618688,融空間￨顧雄個人項目展覽,已成功,10000,10511,12,1,100.00,8,0,3,否,3,4,项目成功结束后20天内,NOTFOUND,已经结束
艺术,330094,红红火火本命年：纯棉男女红袜子，天然红玛瑙手串【墨华社】第四期,已成功,600,709,12,14,6.00,34,5,4,否,0,1,项目成功结束后7天内,江苏 连云港,已经结束
艺术,18057,为“家”创作的精神花园,已成功,8000,8016,11,7,78.00,11,3,3,是,0,2,项目成功结束后10天内,上海,已经结束
艺术,38164,【茗琴生活馆】走进筝韵悠扬，茶香弥散的沉静时光,已成功,15000,15900,11,4,100.00,12,3,23,否,2,4,项目成功结束后45天内,河北 石家庄,已经结束
艺术,165871,筹一个与你有关的艺术展之山水书法系列,已成功,12000,13460,11,6,10.00,14,4,14,否,0,3,项目成功结束后10天内,北京,已经结束
艺术,250924,苏绣随行杯 —— 传承是一辈（杯）子的事,已成功,1000,2844,11,3,18.00,16,5,22,是,0,0,项目成功结束后15天内,江苏 苏州,已经结束
艺术,344749,最美石缘——黑曜石（第二期众筹）,已成功,1000,1365,11,4,95.00,4,5,9,否,0,1,项目成功结束后立即发货,河北 保定,已经结束
艺术,352270,参禅学艺，一觉居士定制书法—新年祈福，赠长辈一幅佛心书法,已成功,1688,2618,11,1,158.00,3,8,14,是,0,3,项目成功结束后7天内,广东 中山,已经结束
艺术,9925,【DIY创意坊】一花一世界一树一菩提 传统佛珠手串,已成功,5000,7000,11,2,200.00,14,3,20,否,0,3,项目成功结束后10天内,上海,已经结束
艺术,173044,谁说鲜花和节日才是最配的,已成功,1750,2851,11,4,1.00,2,9,11,否,0,5,项目成功结束后立即发货,北京,已经结束
艺术,248350,最美石缘——黑曜石,已成功,1000,1087,11,4,95.00,6,9,15,否,2,2,项目成功结束后立即发货,河北 保定,已经结束
艺术,333871,猴年，你好！新的一年，与你一起守候！,已成功,1000,1289,11,4,69.00,20,7,7,否,0,0,项目成功结束后30天内,广东 深圳,已经结束
艺术,484195,疯狂石头，出矿价玩红玛瑙,已成功,1000,1522,11,6,78.00,16,0,1,否,0,2,项目成功结束后15天内,广东 深圳,已经结束
艺术,10836,【DIY创意坊】紫檀之魅,已成功,3000,5300,11,3,200.00,17,3,43,否,0,2,项目成功结束后10天内,上海,已经结束
艺术,107362,自摸！打出你的那张牌——更有趣的匠作皮具,已成功,3000,3774,11,5,39.00,18,5,11,否,0,2,项目成功结束后15天内,上海,已经结束
艺术,36304,寻茶之旅：典藏普洱众筹结缘 行动代号“901”,已成功,5000,5310,10,4,57.00,15,3,4,否,0,2,项目成功结束后5天内,北京,已经结束
艺术,315592,疯狂石头，红玛瑙众筹（第三期）红红火火又一年,已成功,1000,1435,10,10,78.00,21,4,4,否,1,2,项目成功结束后20天内,广东 深圳,已经结束
艺术,446953,给自己一次与职业艺术策展人的轻松下午茶,已成功,1504,1704,10,1,188.00,7,3,5,否,2,4,项目成功结束后立即发货,北京,已经结束
艺术,135247,【优态第三期】招缘,已成功,3000,3050,10,5,198.00,14,5,4,否,0,3,项目成功结束后立即发货,福建 泉州,已经结束
艺术,9665,艺术珠宝定制体验 青年艺术家成长营众筹计划,已成功,10000,10000,10,0,0.00,7,3,8,否,0,10,项目成功结束后90天内,北京,已经结束
艺术,93640,私属瓷饰——为东方女性的优雅代言,已成功,3000,3010,10,5,198.00,24,4,33,否,0,2,项目成功结束后30天内,江西 景德镇,已经结束
艺术,122029,给妈妈的零花钱,已成功,2000,3055,10,4,50.00,19,3,9,否,3,2,项目成功结束后10天内,北京,已经结束
艺术,124225,色彩传说第二季——今年母亲节不送礼 送礼只送白鹿红,已成功,30000,30192,10,3,199.00,6,3,11,否,3,1,项目成功结束后3天内,北京,已经结束
艺术,15343,永远的画展：一个女油画家不息的梦,已成功,10000,10888,10,8,10.00,12,3,18,否,0,5,项目成功结束后20天内,北京,已经结束
艺术,117199,送给一颗简单的心——雏菊之心原创系列首饰,已成功,2000,2122,10,6,68.00,3,4,4,否,1,3,项目成功结束后立即发货,北京,已经结束
艺术,325933,【小木工广明众筹第二期】小叶紫檀手串进万家体验计划——给您温暖的新年礼物,已成功,500,737,10,6,5.00,22,5,9,否,0,0,项目成功结束后立即发货,北京,已经结束
艺术,33037,荷韵禅风系列 手工原创首饰,已成功,2000,2182,9,7,88.00,14,4,8,否,1,2,项目成功结束后5天内,福建 福州,已经结束
艺术,650448,带给你美好愿望的招财猫,众筹中,20000,75,9,5,1.00,4,2,0,否,1,NOTFOUND,项目成功结束后30天内,NOTFOUND,3天
艺术,649446,风物志立体剪纸装饰画——在路上系列,众筹中,10000,778,9,4,99.00,9,3,2,否,7,NOTFOUND,项目成功结束后立即发货,NOTFOUND,4天
艺术,145360,<一箭穿心>为爱加分,已成功,3000,3152,9,5,88.00,15,4,4,否,1,3,项目成功结束后3天内,广东 汕尾,已经结束
艺术,310615,清纯校园疯猛微电影《凶猛的00后》不疯狂不青春，凶猛才是00后,已成功,2500,2502,9,8,5.00,5,13,14,是,1,0,项目成功结束后30天内,北京,已经结束
艺术,402679,禅意佛心，严一觉原创心经字帖—练字静心，佛由心生,已成功,500,536,9,4,1.00,2,4,11,是,1,2,项目成功结束后7天内,广东 中山,已经结束
艺术,654990,孔雀翎胸针,众筹中,1000,9,9,2,1.00,12,0,0,否,1,NOTFOUND,项目成功结束后30天内,江苏 苏州,25天
艺术,12377,寻回失落的古韵 原创手绘布艺品,已成功,1000,1354,9,7,76.00,36,3,29,否,0,3,项目成功结束后25天内,北京,已经结束
艺术,18574,【创客工坊】异域原料 西藏工艺打造珍品佛珠,已成功,1000,2558,9,7,208.00,13,5,3,否,2,3,项目成功结束后10天内,上海,已经结束
艺术,49570,【味道精灵24】派对玩具,已成功,1000,1000,9,1,100.00,8,1,3,否,0,8,项目成功结束后30天内,北京,已经结束
艺术,231211,寻找你身边的金丝楠木玩家,已成功,3000,3044,9,3,138.00,8,5,29,否,0,3,项目成功结束后15天内,广西 柳州,已经结束
艺术,424156,纯天然红玛瑙众筹，猴年红红火火，猴年大吉大利 六期,已成功,500,1244,9,6,78.00,15,3,8,否,0,1,项目成功结束后10天内,广东 深圳,已经结束
艺术,480844,孙硕，中国年轻（服装）设计师创业大赛作品众筹,已成功,3000,3193,9,1,98.00,2,0,2,否,1,0,项目成功结束后30天内,北京,已经结束
艺术,16970,【3EX 私人系统】天然彩色宝石限量众筹,已成功,20000,20316,8,5,877.00,19,3,31,否,0,1,项目成功结束后1天内,贵州 贵阳,已经结束
艺术,74023,爱的礼物之十二星座,已成功,3000,4154,8,1,178.00,16,3,5,否,0,5,项目成功结束后立即发货,福建 泉州,已经结束
艺术,99130,文艺范的南红玛瑙,已成功,3000,3850,8,5,100.00,5,3,5,否,0,3,项目成功结束后1天内,山东 淄博,已经结束
艺术,245791,思念星空系列——手工原创首饰,已成功,1000,1204,8,4,88.00,15,5,11,否,0,7,项目成功结束后5天内,福建 福州,已经结束
艺术,384607,寄给张国荣的明信片,已成功,500,518,8,1,3.00,6,9,7,否,2,1,项目成功结束后立即发货,广东 广州,已经结束
艺术,658803,简约时尚 · 玛尼石情侣对表,众筹中,5000,2930,8,2,365.00,18,0,1,否,1,NOTFOUND,项目成功结束后立即发货,广东 深圳,18天
艺术,25240,《让传统照进现在》——当代插画新力量,已成功,3600,4402,8,3,400.00,20,3,6,否,2,1,项目成功结束后30天内,重庆,已经结束
艺术,28606,【时光▪印像】人物肖像定制系列纯手工皮雕,已成功,3000,4730,8,3,30.00,11,3,0,否,0,2,项目成功结束后40天内,安徽 合肥,已经结束
艺术,51256,陶瓷也精彩——手工陶瓷茶具私人订制,已成功,5000,5227,8,4,58.00,8,3,10,否,1,1,项目成功结束后40天内,江西 景德镇,已经结束
艺术,530302,疯狂石头，出矿价玩红玛瑙 第九期,已成功,1000,1146,8,6,78.00,19,0,2,否,0,1,项目成功结束后7天内,广东 深圳,已经结束
艺术,66331,走进中国画虎第一村——感受华夏魅力虎文化,已成功,5000,5352,8,5,199.00,13,3,9,是,0,4,项目成功结束后15天内,河南 商丘,已经结束
艺术,451126,圆一个传播艺术的梦——刘春潮艺术衍生品《丝潮》,已成功,3000,3388,8,3,368.00,4,5,10,是,4,1,项目成功结束后10天内,广东 中山,已经结束
艺术,37861,七日，即一生,已成功,8000,15154,8,7,999.00,9,0,8,否,2,0,项目成功结束后3天内,北京,已经结束
艺术,618340,木本自然，结缘为珠---迎新春小叶紫檀佛珠特惠专场（大河第九期）,已成功,3000,4504,8,4,228.00,14,0,3,否,0,1,项目成功结束后1天内,福建 莆田,已经结束
艺术,18037,【草木本心】天然宝石饰品 诠释珍贵的本我,已成功,5000,5980,8,8,128.00,33,3,10,否,0,0,项目成功结束后5天内,北京,已经结束
艺术,653985,一把壶，一杯茶，一缕阳光间但见人生真谛,众筹中,500,602,8,4,3.00,8,2,0,否,0,NOTFOUND,项目成功结束后15天内,NOTFOUND,13天
艺术,624988,蝴蝶效应,众筹中,3000,1164,8,3,99.00,12,0,0,否,2,NOTFOUND,项目成功结束后15天内,福建 福州,19天
艺术,320683,天然珍珠众筹 年底给自己和家人一份礼物,已成功,1000,2122,8,5,199.00,9,5,20,否,2,2,项目成功结束后15天内,广东 深圳,已经结束
艺术,6262,《落叶染秋风》走在路上画风景给你的手绘盘子,已成功,1500,1876,7,3,50.00,11,3,16,否,0,4,项目成功结束后10天内,北京,已经结束
艺术,12234,【桃乡·桃花·桃木】小胖城的桃木工艺品设计,已成功,3000,3700,7,8,50.00,15,3,17,否,0,4,项目成功结束后7天内,山东 泰安,已经结束
艺术,22482,【中国香文化】24种和合香原料,已成功,2000,3831,7,2,33.00,13,3,16,否,0,2,项目成功结束后15天内,福建 泉州,已经结束
艺术,8793,手钏爱好者的青金石DIY,已成功,3000,4000,7,3,100.00,15,3,5,否,0,1,项目成功结束后15天内,浙江 温州,已经结束
艺术,15143,七月份的尾巴是青金石  八月份的前奏是小叶紫檀,已成功,2000,4920,7,5,258.00,25,3,16,否,0,0,项目成功结束后15天内,浙江 温州,已经结束
艺术,635718,写“对联”——谢师、谢友、谢老板、可亲手书写,众筹中,20000,157,7,3,2.00,11,0,0,否,1,NOTFOUND,支持者付款后2天内,NOTFOUND,已经结束
艺术,20941,第八期文银艺术沙龙——当代著名国画家马欣乐专场,已成功,20000,20000,7,3,500.00,12,3,4,否,0,0,项目成功结束后15天内,北京,已经结束
艺术,131674,罗丹——文玩界的“艺术大师”,已成功,2000,2002,7,4,39.00,14,4,1,否,6,0,项目成功结束后5天内,山东 烟台,已经结束
艺术,227146,疯狂的石头，出矿价玩彩宝——彩宝众筹,已成功,500,1400,7,17,99.00,23,8,21,否,0,4,项目成功结束后15天内,广东 深圳,已经结束
艺术,664503,LILIBOBO彩钻之水墨莲华系列,众筹中,50000,35,7,4,5.00,17,0,0,是,1,NOTFOUND,项目成功结束后立即发货,北京,44天
艺术,9213,【DIY创意坊】玛瑙蜜蜡青金石 炫彩搭配我是唯一,已成功,1000,3100,7,6,50.00,17,3,52,否,0,1,项目成功结束后5天内,上海,已经结束
艺术,183994,艺巢手作创意市集,已成功,1200,2406,7,2,1.00,16,4,2,否,0,6,项目成功结束后立即发货,北京,已经结束
艺术,349891,发现美丽，美到想要挖掘出几百年前的故事，发现 分享 传承---明代家具料金丝楠,已成功,888,1893,7,3,199.00,5,5,7,是,0,2,项目成功结束后立即发货,北京,已经结束
艺术,164833,洛城女画家在亚麻布上绘出如诗的画卷,已成功,1000,1000,6,5,100.00,13,6,4,否,3,2,项目成功结束后15天内,河南 洛阳,已经结束
艺术,510562,出矿价翡翠众筹,已成功,1000,2075,6,17,188.00,42,1,4,否,1,1,项目成功结束后7天内,广东 深圳,已经结束
艺术,325930,宝贝，送你一只小猴子,已成功,1000,1297,6,7,26.00,26,6,8,是,2,0,项目成功结束后立即发货,北京,已经结束
艺术,664452,一部关于留守儿童的催泪电影《安村》,众筹中,50000,33,6,4,10.00,4,1,0,是,4,NOTFOUND,项目成功结束后60天内,广东 深圳,44天
艺术,13658,相伴天涯海角  相守海枯石烂,已成功,5000,5900,6,6,50.00,17,3,26,否,0,0,项目成功结束后30天内,海南 三亚,已经结束
