项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,项目更新数,评论数,是否制作视频,无私支持数,最低投资支持人数,预计回报发送时间,发起人所在地,项目结束时间
其他,281719,小霸王经典红白机—80后的童年回忆,已成功,500,4259,107,3,1.00,34,15,36,是,4,58,项目成功结束后3天内,广东 深圳,已经结束
其他,2497,宝贝在哪儿 QINMI儿童定位手表,已成功,20000,26626,107,2,198.00,17,3,129,否,0,67,项目成功结束后7天内,北京,已经结束
其他,83596,一场80、90后Boss圈的财富沙龙,已成功,1000,1781,107,3,1.00,1,5,30,否,1,40,项目成功结束后立即发货,河南 郑州,已经结束
其他,117820,梦在心中，行在脚下——Cycling France，向最伟大的自行车运动致敬,已成功,15000,15641,107,7,20.00,12,4,24,否,12,18,项目成功结束后65天内,上海,已经结束
其他,407815,55度杯 摇一摇变55度的魔法水杯 创意礼品杯【二期】,已成功,2000,7290,106,4,88.00,27,10,165,否,34,28,项目成功结束后10天内,北京,已经结束
其他,485743,触手可及—万能贴——小小万能帖握住大大希望,已成功,1200,1264,106,3,5.00,7,4,8,是,46,10,项目成功结束后60天内,广东 广州,已经结束
其他,592162,每个被吐槽的直男都是潜力股，我的征途是你的衣柜,已成功,10000,14201,106,3,359.00,11,0,14,否,97,3,项目成功结束后立即发货,北京,已经结束
其他,31627,《全民找节操》——史上最无节操桌游众筹开始啦！,已成功,2000,3700,106,3,1.00,9,3,17,否,0,58,项目成功结束后立即发货,河南 郑州,已经结束
其他,147457,聚电电动汽车智能充电桩—桩主招募,已成功,45000,45571,105,4,1.00,7,4,56,否,4,67,项目成功结束后30天内,广东 深圳,已经结束
其他,212983,Graver|雕刻师裸眼“真”3D智能手机，震撼袭来！,已成功,100000,100000,104,4,10.00,5,5,26,否,4,86,项目成功结束后15天内,北京,已经结束
其他,6286,非一般雨衣  时尚真自我,已成功,30000,32555,103,3,199.00,26,3,53,是,0,41,项目成功结束后60天内,广东 深圳,已经结束
其他,27709,校园呱呱APP——校园生活全搞定,已成功,1888,4239,102,7,1.00,4,3,33,否,0,92,项目成功结束后5天内,山东 济南,已经结束
其他,113554,西财深圳校友足球队活动众筹,已成功,5000,9870,101,2,10.00,6,3,3,是,24,34,项目成功结束后立即发货,广东 深圳,已经结束
其他,23938,布袋森林空气净化器——为公寓和宿舍定制的文艺范,已成功,20000,78513,101,6,5.00,9,3,55,是,1,19,项目成功结束后立即发货,北京,已经结束
其他,62473,55度杯 2015年送给家人朋友最贴心的礼物,已成功,10000,10122,101,5,1.00,15,3,126,否,0,82,项目成功结束后6天内,北京,已经结束
其他,74638,三亚雅墨半岛酒店--中国首家众筹酒店邀您做老板,已成功,100000,100000,101,10,93.00,9,1,84,否,5,1,项目成功结束后7天内,海南 三亚,已经结束
其他,10489,中法漫画盛宴 张晓雨与他的《面人麻生》,已成功,30000,59119,101,6,1.00,15,3,15,否,0,9,项目成功结束后3天内,北京,已经结束
其他,164554,PFV实时传输航拍手机遥控摄像组件加四迪飞机,已成功,10000,14505,101,3,1.00,44,10,42,是,0,50,项目成功结束后25天内,广东 汕头,已经结束
其他,94522,【一起去自拍】更具性价比的自拍杆，您的专属自拍神器！,已成功,1000,8116,101,4,69.00,2,24,100,否,0,30,项目成功结束后20天内,湖北 武汉,已经结束
其他,147949,观音六字真言手表，专利设计，独家首创，芬陀华品牌,已成功,10000,23235,100,4,1.00,24,9,30,否,0,77,项目成功结束后5天内,广东 深圳,已经结束
其他,172645,健康云闹钟---一个可以搜集健康数据的家庭智能终端,已成功,10000,10018,100,5,1.00,17,4,9,否,2,82,项目成功结束后15天内,北京,已经结束
其他,1388,资讯众筹——动漫之都的升级与转型调查,已成功,6000,6150,100,5,10.00,0,3,1,否,0,38,项目成功结束后10天内,北京,已经结束
其他,365152,X8蓝牙手机耳机—耳机1秒变手机（第4期）,已成功,3000,4834,99,2,2.00,4,9,31,否,3,20,项目成功结束后5天内,天津,已经结束
其他,1378,中国首条资讯众筹——成都创业者生存环境调查,已成功,3400,3510,99,3,10.00,0,3,3,否,0,46,项目成功结束后1天内,北京,已经结束
其他,164080,猫眼西餐厅至尊披萨美味牛排等你来品尝 首批尝鲜者优惠多多,已成功,20000,23275,99,6,1.00,6,4,6,否,13,52,项目成功结束后立即发货,内蒙古 呼和浩特,已经结束
其他,76702,我给沙发 你出故事,已成功,3726,5748,98,6,2.00,4,4,24,否,13,19,项目成功结束后立即发货,广东 广州,已经结束
其他,221317,超震多功能清洗器,已成功,30000,31851,98,3,198.00,14,8,81,是,3,66,项目成功结束后立即发货,福建 厦门,已经结束
其他,1601,爱情宝贝——让你的爱情更加甜蜜,已成功,10000,10970,97,2,50.00,6,3,8,否,0,14,项目成功结束后30天内,北京,已经结束
其他,152641,全球最小2.5A超薄旅行充电器,已成功,10000,10273,97,2,39.00,16,4,28,否,12,82,项目成功结束后20天内,广东 深圳,已经结束
其他,560443,消失了30多年的点心“寿桃缸炉”，重现江湖,已成功,10000,12211,97,3,30.00,20,2,8,否,2,4,项目成功结束后立即发货,北京,已经结束
其他,512242,制木有方，筷意人生,已成功,30000,32448,97,5,1.00,3,5,10,否,8,3,项目成功结束后立即发货,河南 郑州,已经结束
其他,19988,专属持卡人的信用商学院课程  业内人密不外传的绝密技巧,已成功,10000,11012,97,2,1.00,6,3,15,是,0,32,项目成功结束后1天内,北京,已经结束
其他,248236,智能情感蓝牙灯音箱！,已成功,20000,20083,97,7,2.00,17,7,11,否,5,70,项目成功结束后30天内,重庆,已经结束
其他,409678,德国进口 WIER全自动镂空机械表,已成功,1000,9112,97,3,5.00,2,5,231,否,2,10,项目成功结束后立即发货,北京,已经结束
其他,6326,雨天不湿鞋 手机不怕水——RELIWELL纳米防水喷雾,已成功,10000,40450,94,3,50.00,3,3,163,是,0,50,项目成功结束后10天内,浙江 杭州,已经结束
其他,246712,【爱芬堡】冰果传奇系列果酒众筹(第一期)！,已成功,35000,36419,94,8,1.00,18,6,23,否,2,40,项目成功结束后15天内,山东 菏泽,已经结束
其他,14943,BoomBOX mini——既是移动电源更是蓝牙音响,已成功,5000,15117,93,2,149.00,5,3,137,否,0,20,项目成功结束后7天内,广东 深圳,已经结束
其他,21834,创意办公用品——智能提醒坐垫,已成功,10000,10010,93,2,49.00,15,5,69,否,0,65,项目成功结束后20天内,广东 深圳,已经结束
其他,78079,能测量血氧和脉搏的功能鼠标——让健康成为一种习惯,已成功,500,2087,93,4,1.00,12,4,36,否,0,71,项目成功结束后5天内,广东 东莞,已经结束
其他,181255,iphone5/5S加厚电池改装套件,已成功,10000,18411,93,4,160.00,10,24,439,否,4,10,项目成功结束后20天内,广东 深圳,已经结束
其他,281806,RUANAN智能开关 触控传感器  告别手动 高端设计,已成功,1000,3146,93,3,3.00,11,6,24,否,0,74,项目成功结束后立即发货,广东 深圳,已经结束
其他,6849,工程师的移动电源——Power Bank第二代,已成功,5000,10676,93,4,45.00,17,3,188,否,0,4,项目成功结束后7天内,江苏 盐城,已经结束
其他,16758,人云网---在线会议管理  在线活动管理,已成功,50000,50180,92,10,20.00,6,3,16,是,0,49,项目成功结束后7天内,重庆,已经结束
其他,188761,128天、与台湾谈个不长不短的戀愛,已成功,8000,8555,92,6,15.00,6,4,40,否,4,27,项目成功结束后40天内,台湾 高雄,已经结束
其他,152914,众筹实战培训班6月29日呼和浩特开班,已成功,15000,24932,92,0,300.00,1,4,17,否,9,83,项目成功结束后立即发货,内蒙古 呼和浩特,已经结束
其他,13567,《日本漫画大百科》第一部日本动漫文化权威读物,已成功,10000,11010,91,6,1.00,14,3,89,是,0,18,项目成功结束后5天内,广东 广州,已经结束
其他,18109,招募10位果粉 将iPhone5/5s/5c换新,已成功,3000,8070,90,2,1.00,5,3,179,否,0,70,项目成功结束后30天内,北京,已经结束
其他,58207,跑跑面视——用手机做面试,已成功,10000,10257,90,2,1.00,3,3,41,否,2,58,项目成功结束后15天内,北京,已经结束
其他,398599,1296P高清夜视360行车记录仪二代——美猴王版,已成功,2000,3654,90,5,1.00,27,8,21,否,1,2,项目成功结束后7天内,重庆,已经结束
其他,1500,可穿戴智能亲子生活记录仪,已成功,30000,30066,90,2,49.00,5,3,34,否,0,44,项目成功结束后30天内,四川 成都,已经结束
其他,205726,请给20岁的我们一个机会,已成功,1000,1011,90,2,1.00,10,5,9,是,25,15,项目成功结束后1天内,香港,已经结束
其他,36565,仅重12.5KG Coolpeds超轻折叠电动滑板车,已成功,50000,101967,90,8,1.00,13,3,24,是,0,32,项目成功结束后立即发货,上海,已经结束
其他,63601,哈尔滨拉萨香港青年旅舍——众筹伙伴招募中,已成功,51666,51666,90,4,1.00,9,9,25,否,16,46,项目成功结束后立即发货,黑龙江 哈尔滨,已经结束
其他,13453,再造零战-全结构零式战斗机骨架模型量产计划,已成功,100000,103310,89,4,36.00,36,3,87,否,0,49,项目成功结束后3天内,北京,已经结束
其他,42409,酷APP在线自动生成平台,已成功,5000,6220,88,5,1.00,5,4,61,是,1,35,项目成功结束后立即发货,四川 成都,已经结束
其他,179773,水在田火线精灵,已成功,5000,5745,88,4,1.00,3,4,52,是,1,4,项目成功结束后30天内,上海,已经结束
其他,75235,魔锥iPhone6/6S头层牛皮手机壳,已成功,2000,6753,88,6,1.00,33,7,10,否,1,25,项目成功结束后7天内,北京,已经结束
其他,1657,为好优——女性优质生活中心,已成功,10000,10120,88,2,30.00,4,3,44,是,0,44,项目成功结束后100天内,北京,已经结束
其他,134599,iPhone 5/5S 神奇边框,已成功,5000,5884,88,4,99.00,13,5,87,否,41,30,项目成功结束后30天内,广东 深圳,已经结束
其他,166420,【爱朴精密配件工厂---原创设计】iphone金属手机壳,已成功,10000,10226,88,6,1.00,18,4,31,否,4,51,项目成功结束后立即发货,广东 广州,已经结束
其他,89041,能“吟诗”的桌游 《曲水流觞》,已成功,1000,3164,88,4,1.00,9,5,26,否,11,16,项目成功结束后3天内,河北 秦皇岛,已经结束
其他,173500,魔锥蓝牙运动耳机—让运动HIFI起来！,已成功,5000,7860,88,2,79.00,10,4,66,否,0,50,项目成功结束后7天内,北京,已经结束
其他,254761,全球首创  随身SOS报警器,已成功,1000,1072,88,2,1.00,9,8,7,否,0,70,项目成功结束后10天内,福建 福州,已经结束
其他,4642,一元钱支持环保梦想 定格系列动画《水仙》,已成功,5000,6362,87,3,1.00,13,3,3,是,0,22,项目成功结束后100天内,广东 深圳,已经结束
其他,287119,爱德输液提醒器——给您点滴关怀,已成功,10000,10249,86,4,1.00,9,6,19,否,2,48,项目成功结束后30天内,广东 广州,已经结束
其他,161107,电脑+手机 两种用法2合一的U盘   还能做系统,已成功,7500,7502,86,6,1.00,12,4,12,是,2,61,项目成功结束后立即发货,吉林 长春,已经结束
其他,59401,微力移动互联网文化节5月10日众筹来袭！,已成功,15000,66304,85,4,69.00,17,3,8,否,5,36,项目成功结束后7天内,河南 郑州,已经结束
其他,75061,2014新浪全媒体高峰论坛即将在北京举办,已成功,5000,5093,85,7,1.00,13,3,2,否,1,20,项目成功结束后立即发货,北京,已经结束
其他,294001,行车记录仪 高清夜视电子狗云升级多功能一体机,已成功,5000,6961,85,3,4.00,24,10,11,否,1,10,项目成功结束后15天内,广东 深圳,已经结束
其他,20608,ONEDAY纸感手提包,已成功,2800,8653,85,5,1.00,8,3,30,是,0,19,项目成功结束后10天内,北京,已经结束
其他,18773,【众筹邮驿】蒲公英系列明信片,已成功,3000,3167,84,3,9.00,4,3,7,否,0,53,项目成功结束后15天内,北京,已经结束
其他,205429,爱琴雅尔车载空气净化器与您一路随行、健康相伴！,已成功,10000,10423,84,6,1.00,8,14,22,否,0,53,项目成功结束后30天内,广东 珠海,已经结束
其他,338746,我们下海去异域 把粉色沙滩、星空亲手送给你,已成功,4000,4097,84,5,15.00,16,9,30,否,9,40,项目成功结束后立即发货,天津,已经结束束
其他,275536,喜脉智能备孕仪-让您早日轻松有“喜”！,已成功,10000,10342,83,3,98.00,5,8,36,否,5,10,项目成功结束后45天内,广东 中山,已经结束
其他,1602,Power Bank——工程师的移动电源,已成功,6000,8072,83,4,60.00,14,3,110,否,0,21,项目成功结束后15天内,江苏 盐城,已经结束
其他,157516,众筹中原首座爱情牡丹园——洛阳大唐牡丹园,已成功,1000,3176,83,3,1.00,14,4,11,否,3,35,项目成功结束后立即发货,河南 洛阳,已经结束
其他,12495,【七夕●爱情宣言】爱就大声说出来,已成功,10000,32226,82,6,20.00,9,3,20,否,0,14,项目成功结束后1天内,北京,已经结束
其他,181618,LED灯，复古怀旧吹控灯，一吹就灭，一吹就亮。,已成功,500,2238,82,2,1.00,16,4,21,否,0,38,项目成功结束后30天内,广东 深圳,已经结束
其他,179674,竞技型网络游戏《哈里森敢死队》——独立团队诚意打造的原创网游,已成功,18888,18942,81,5,29.00,15,8,19,是,2,18,项目成功结束后15天内,上海,已经结束
其他,453556,"请将100度的开水倒进这里，""Wo""发誓，绝对不烫嘴",已成功,2000,6472,81,4,78.00,32,3,99,否,15,30,项目成功结束后10天内,北京,已经结束
其他,382102,德国进口 WIER自动镂空机械表,已成功,2000,4785,81,2,5.00,5,7,101,否,3,22,项目成功结束后立即发货,北京,已经结束
其他,386218,从客栈掌柜到有腹肌的文艺女流氓，只差一个牛掰健身房,已成功,45000,46074,81,6,20.00,20,6,37,否,9,13,项目成功结束后立即发货,云南 大理,已经结束
其他,395206,《你的名字》——感恩母校，八十八周年生日快乐！,已成功,3000,3168,81,5,2.00,5,8,61,是,10,5,项目成功结束后立即发货,安徽 蚌埠,已经结束
其他,441643,"【最后的净土】雪佛兰SUV最美中国行,我需要你的加油！",已成功,500,540,81,0,500.00,7,5,1,否,81,0,项目成功结束后立即发货,四川 成都,已经结束
其他,1744,一家清风窗式隐形空气质量管理系统,已成功,50000,52410,80,3,199.00,1,3,50,否,0,36,项目成功结束后10天内,湖北 武汉,已经结束
其他,26713,备年货啦！豫游纪新春大礼包 年货从此大不同,已成功,5000,5112,80,7,2.00,32,3,12,是,0,49,项目成功结束后7天内,河南 郑州,已经结束
其他,20475,【独家优惠】PingWest SYNC 2014科技嘉年华门票,已成功,1000,3000,80,2,10.00,4,3,2,否,0,10,项目成功结束后3天内,北京,已经结束
其他,152059,【秀自拍】bcase不求人自拍神器免费拿！,已成功,1000,1016,80,3,1.00,13,3,17,是,2,66,项目成功结束后立即发货,广东 深圳,已经结束
其他,163354,90后女孩毕业开青旅  众筹庆生抒自由青春,已成功,3000,4219,79,7,1.00,14,13,40,否,7,18,项目成功结束后立即发货,河南 郑州,已经结束
其他,10917,筹建拉萨沙发客空间——免费接待旅行者（第三期）,已成功,5000,11300,79,6,100.00,5,3,55,否,0,59,项目成功结束后30天内,上海,已经结束
其他,2532,全国首家高科技滤芯时尚口罩,已成功,5000,5790,79,7,13.00,6,3,18,否,0,4,项目成功结束后3天内,北京,已经结束
其他,412294,宇宙全像解密--解答生命的超凡奥义,已成功,10000,10801,79,3,99.00,3,5,14,否,1,43,项目成功结束后立即发货,北京,已经结束
其他,446284,【最后的净土】雪佛兰SUV最美中国行,已成功,500,534,79,0,66.00,7,4,1,否,72,7,项目成功结束后立即发货,四川 成都,已经结束
其他,448798,【最后的净土】我在参加雪佛兰suv最美中国行活动,已成功,500,501,79,0,60.00,10,4,5,否,72,7,项目成功结束后立即发货,四川 成都,已经结束
其他,342712,KRLED夹子LED护眼台灯,已成功,777,1901,78,2,6.00,10,7,71,否,2,53,项目成功结束后立即发货,福建 厦门,已经结束
其他,417586,中南财经政法大学MBA案例大赛,已成功,30000,35859,78,3,98.00,2,6,31,否,13,61,项目成功结束后28天内,湖北 武汉,已经结束
其他,36178,Only One百变创意灯--不甘平庸只为创意而生,已成功,10000,11045,77,7,1.00,10,3,106,否,0,21,项目成功结束后立即发货,广东 深圳,已经结束
其他,208456,用姐优，做中国第一批有私人律师的人,已成功,4000,13178,77,0,198.00,9,6,30,否,14,63,项目成功结束后30天内,北京,已经结束
其他,19499,全球首款可调光3D平面灯,已成功,10000,10379,77,9,1.00,19,3,49,是,0,37,项目成功结束后35天内,浙江 绍兴,已经结束
其他,73369,洛阳首届众筹沙龙2月1日即将举办,已成功,1000,2088,77,4,5.00,3,3,5,否,2,48,项目成功结束后立即发货,河南 洛阳,已经结束
其他,164287,劲嘉探索者智能健康烟具,已成功,10000,28830,77,8,10.00,7,5,20,是,2,42,项目成功结束后30天内,广东 深圳,已经结束
其他,288316,《云端魅影：俯瞰天商》——天商首款航拍明信片,已成功,1500,1587,77,5,9.00,8,9,25,否,8,17,项目成功结束后15天内,天津,已经结束
其他,9918,【我躺】全球首款专为旅行者设计的便携式充气沙发,已成功,200000,428311,76,4,189.00,15,3,40,否,0,50,项目成功结束后15天内,北京,已经结束
其他,162997,武汉市首家电脑免费维修店,已成功,20000,20000,76,5,1.00,4,10,27,否,11,24,项目成功结束后1天内,湖北 武汉,已经结束
其他,171634,VISIS Pad 金属创意铝合金鼠标垫,已成功,1000,2494,76,3,1.00,26,6,37,否,0,55,项目成功结束后30天内,广东 揭阳,已经结束
其他,7122,【承古之文韵 创今之实品】“福寿”如意U盘,已成功,10000,18580,75,8,10.00,12,3,126,否,0,3,项目成功结束后15天内,浙江 杭州,已经结束
其他,23239,歧梦谷 —— 还心灵一片净土，给梦一个家！,已成功,10000,11941,75,3,6.00,8,4,23,否,3,37,项目成功结束后10天内,河南 洛阳,已经结束
其他,166867,来自烟台的正宗意式冰淇淋 可以代替正餐的Gelato,已成功,1000,1005,75,2,1.00,7,4,10,否,2,25,项目成功结束后10天内,山东 烟台,已经结束
其他,130453,一把梳子的传奇，一梳就顺！,已成功,2000,3155,75,4,1.00,4,12,25,否,3,27,项目成功结束后7天内,广东 深圳,已经结束
其他,447271,追逐梦想，走青藏,已成功,4000,4201,75,5,10.00,5,5,0,否,71,2,项目成功结束后30天内,湖北 武汉,已经结束
其他,272452,智能语音识别运动蓝牙耳机——装备了CPU，有脑的耳机,已成功,500,1393,75,5,1.00,29,7,37,否,1,57,项目成功结束后立即发货,江苏 徐州,已经结束
其他,632997,充电无忧-聚电宜家荟聚充电站众筹第五季,已成功,100000,144572,75,4,1.00,3,3,0,否,4,5,项目成功结束后立即发货,广东 深圳,已经结束
其他,120418,麦片蓝牙脂肪秤，告诉你肥胖的真正标准,已成功,5000,6333,74,4,1.00,16,5,14,是,0,41,项目成功结束后立即发货,广东 深圳,已经结束
其他,184966,嘿，你的客栈在这里——大理“简·舍”名誉舍长/舍友招募计划,已成功,150000,230917,74,5,50.00,18,6,49,否,5,25,项目成功结束后立即发货,云南 大理,已经结束
其他,381934,3分钟冲泡~10分钟享用~8小时回味~~~打造2016每日品质生活,已成功,5000,6054,74,3,1.00,11,16,13,是,6,9,项目成功结束后立即发货,河南 郑州,已经结束
其他,458944,【海棠莫奈】----大足首席鲜花包月服务,已成功,20000,20022,73,2,99.00,3,4,6,否,29,42,项目成功结束后立即发货,重庆,已经结束
其他,8847,VKare 皮肤小博士——最小的智能皮肤水份和油份检测仪,已成功,30000,37719,73,5,99.00,11,3,160,否,0,60,项目成功结束后30天内,广东 深圳,已经结束
其他,54664,自造青年的咖啡馆 中国的Fabcafe跨界咖啡馆,已成功,30000,142763,73,4,20.00,7,3,82,是,3,13,项目成功结束后25天内,河南 郑州,已经结束
其他,413677,"升级版N90时尚智能穿戴蓝牙手表手机,完美连接安卓苹果.",已成功,1000,2965,73,2,5.00,16,6,22,否,2,16,项目成功结束后立即发货,北京,已经结束
其他,5479,太阳能移动电源——让你的手机“有光就有电”,已成功,2000,8530,73,3,20.00,6,3,152,否,0,3,项目成功结束后10天内,山西 吕梁,已经结束
其他,14033,一起来精益创业吧！“精一学社”招募天使用户,已成功,30000,36000,72,2,100.00,6,3,31,是,0,60,项目成功结束后30天内,北京,已经结束
其他,15096,天下明LED思考灯——触摸开关 智能供电,已成功,10000,11764,72,7,1.00,13,3,69,否,0,18,项目成功结束后立即发货,广东 深圳,已经结束
其他,396448,纳米手机壳——无所不能吸,已成功,2000,3367,72,3,5.00,33,9,39,否,1,32,项目成功结束后7天内,重庆,已经结束
其他,517606,一个家，给渴望去旅行又热爱读书的灵魂,已成功,2000,2069,72,5,3.00,10,2,20,否,38,8,项目成功结束后立即发货,山西 朔州,已经结束
其他,82297,私人定制神器：全球最高性价比的万能UV平板打印机,已成功,20000,47780,71,5,18.00,10,3,119,否,2,8,项目成功结束后10天内,广东 深圳,已经结束
其他,1518,【艾尚家is-home】物理净化盒子,已成功,8000,8100,70,4,50.00,5,3,8,否,0,20,项目成功结束后20天内,河北 石家庄,已经结束
其他,95878,MIMU无线智能音乐盒,已成功,10000,11113,70,2,158.00,12,3,53,否,1,48,项目成功结束后30天内,广东 深圳,已经结束
其他,235111,多功能USB接口转换插座,已成功,1000,1052,70,3,1.00,8,11,2,否,3,7,项目成功结束后7天内,重庆,已经结束
其他,9055,梦见德彪西首饰 寻回被城市遗忘的夏季美景,已成功,4000,10352,69,6,58.00,5,3,59,否,0,10,项目成功结束后15天内,北京,已经结束
其他,121780,“懒人鞋扣”——免系鞋带，一秒快扣,已成功,1000,2622,69,3,20.00,12,3,34,否,5,20,项目成功结束后15天内,广东 深圳,已经结束
其他,132604,自发电智能无线门铃无需电池，手指按压发电，环保！省心！,已成功,5000,5273,69,4,1.00,14,4,12,否,1,26,项目成功结束后立即发货,上海,已经结束
其他,309199,3D打印达芬奇密码：下一代32位智能3D打印机,已成功,53800,58083,69,2,269.00,12,12,49,否,6,35,项目成功结束后立即发货,北京,已经结束
其他,68029,积木多功能3D打印机——搭建你的无限可能,已成功,50000,138874,69,3,0.00,8,3,103,否,10,19,项目成功结束后立即发货,河南 郑州,已经结束
其他,174853,便携式水解臭氧解毒机(高效去除病菌和农药),已成功,10000,19381,69,2,5.00,25,6,16,是,2,45,项目成功结束后10天内,江苏 苏州,已经结束
其他,376633,菲星高清行车记录仪P1,已成功,10000,54250,69,2,279.00,8,6,53,否,1,51,项目成功结束后30天内,广东 广州,已经结束
其他,401122,卡通移动电源，吃饱有6000mAh，不想在这家待了，求好心人带走,已成功,1000,1126,69,1,2.00,11,10,19,否,1,35,项目成功结束后立即发货,广东 深圳,已经结束
其他,472468,关于健身这里除了不能陪你睡觉，其他的，都可以……,已成功,20000,20821,69,5,19.00,27,1,15,否,24,19,项目成功结束后立即发货,江苏 无锡,已经结束
其他,17506,纯7—— 智能无线蓝牙音箱,已成功,20000,20910,68,3,168.00,12,3,58,否,0,40,项目成功结束后15天内,广东 深圳,已经结束
其他,566698,【不忘初心，传承匠人精神】依文服饰 给你最温暖的关怀,已成功,30000,30130,68,0,0.00,11,1,8,否,68,0,项目成功结束后30天内,北京,已经结束
其他,512536,龙岩学院学生毕业设计——原创微电影《剧中人》筹资项目,已成功,5000,5012,68,5,9.00,5,2,16,否,25,39,项目成功结束后立即发货,浙江 杭州,已经结束束
其他,1411,资讯众筹——关于“各种未来”的诗歌与影像,已成功,8000,8080,67,2,10.00,0,3,0,否,0,13,项目成功结束后10天内,北京,已经结束
其他,403675,世界最小微型数码摄像机 E800迷你单反礼品小相机,已成功,1000,2736,67,2,5.00,7,6,46,否,3,14,项目成功结束后立即发货,北京,已经结束
其他,442417,NAVWATCH 军事风帆布腕表  不是一般得帅！,已成功,1000,1008,67,3,5.00,9,3,0,否,3,4,项目成功结束后立即发货,北京,已经结束
其他,618,《列国志》原创对战桌面游戏,已成功,3000,3240,67,4,30.00,3,3,6,否,0,23,项目成功结束后7天内,陕西 西安,已经结束
其他,32194,55°杯 摇一摇变55度的魔法水杯,已成功,8000,18852,67,4,258.00,5,3,155,否,0,1,项目成功结束后15天内,浙江 温州,已经结束
其他,342094,缓释型空气净化盒，让工作生活渐入佳“净”,已成功,20000,20220,67,4,88.00,12,12,52,否,26,14,项目成功结束后30天内,广西 南宁,已经结束
其他,435130,WIER德国进口石英机芯 大表盘多功能LED双显运动表 防水夜光,已成功,1000,1469,67,3,5.00,9,2,142,否,1,2,项目成功结束后立即发货,北京,已经结束
其他,261346,一路有你——【光能靶向技术】抗菌防霾口罩众筹,已成功,10000,10574,66,2,49.00,1,5,9,是,0,11,项目成功结束后5天内,山东 青岛,已经结束
其他,572869,FiiT VR 3F虚拟现实眼镜手机秒变3D私人影院视觉与听觉一体的沉浸式体验,已成功,10000,29306,66,4,1.00,13,0,11,否,17,20,项目成功结束后立即发货,广东 深圳,已经结束
其他,54400,权盾——超安全加密U盘（分区版）,已成功,10000,11424,66,8,9.00,9,3,28,否,0,33,项目成功结束后2天内,北京,已经结束
其他,109906,众创空间创新思维沙龙隆重开启,已成功,2000,2770,66,5,2.00,5,4,10,否,0,30,项目成功结束后立即发货,河南 郑州,已经结束
其他,36298,美女去哪了旅游APP—打造专属于您的免费旅行,已成功,80000,92101.99,66,6,50.00,9,3,52,否,5,26,项目成功结束后30天内,广东 广州,已经结束
其他,391669,正品日本进口智能自动扫地吸尘器,已成功,1000,2834,66,3,5.00,6,7,330,否,2,10,项目成功结束后立即发货,北京,已经结束
其他,114712,一见倾心—智能童话灯温暖你的心,已成功,2000,2260,65,4,1.00,1,5,41,否,2,37,项目成功结束后立即发货,天津,已经结束
其他,131449,众筹训练营实训班河南（第1期）5月30日郑州开班,已成功,15000,17031,65,5,1.00,1,4,10,否,1,5,项目成功结束后立即发货,河南 郑州,已经结束
其他,439174,英国Swimfin泳鳍，时尚炫酷的仿生学设计，学习游泳时间立减三分之一,已成功,5000,5109,65,8,1.00,24,10,4,是,27,3,项目成功结束后立即发货,山西 晋城,已经结束
其他,437725,"升级版N90时尚智能穿戴蓝牙手表手机,完美连接安卓苹果第二期",已成功,1000,1002,65,2,5.00,16,5,0,否,1,3,项目成功结束后立即发货,北京,已经结束
其他,255979,【神的自留地】我是朱颖，Give me five! 雪佛兰SUV最美中国行,已成功,500,1086,65,1,5.00,4,6,6,否,24,31,项目成功结束后40天内,新疆 克拉玛依,已经结束
其他,1782,“我想摸摸月球车”众筹网独家爱心众筹活动,已成功,80000,91219,65,2,899.00,7,3,57,否,0,35,项目成功结束后2天内,北京,已经结束
其他,24100,骨灰级摄影发烧友教你用手机拍大片,已成功,1000,2975,65,3,10.00,25,3,12,否,0,40,项目成功结束后30天内,贵州 贵阳,已经结束
其他,79207,创始团队来自清华的遮阳挡雪板——1秒展开8秒收回,已成功,10000,11638,64,4,109.00,12,7,26,是,11,20,项目成功结束后7天内,北京,已经结束
其他,188035,Joywatch儿童多功能彩屏智能手表，儿童学习成长生活的好帮手,已成功,1000,1417,64,6,1.00,16,7,19,否,1,45,项目成功结束后5天内,广东 深圳,已经结束
其他,253438,全国独家新型环保产品日本工艺，菲尔德天然矿物质净化颗粒,已成功,5000,5426,64,5,1.00,6,6,5,否,5,27,项目成功结束后立即发货,辽宁 沈阳,已经结束
其他,3067,家庭版3D打印机——哈工大学生创业众筹,已成功,5000,38320,64,8,5.00,17,3,123,是,0,20,项目成功结束后30天内,北京,已经结束
其他,15929,站立式办公电脑桌，提供一种健康全新的办公室生活方式,已成功,20000,26559,64,4,18.00,15,3,122,否,0,17,项目成功结束后15天内,江苏 南通,已经结束
其他,15609,Blink Sunshine——最接近自然阳光的光源【第二期】,已成功,2000,11956,64,5,78.00,2,3,106,否,0,35,项目成功结束后7天内,香港,已经结束
其他,210694,和我一起钻研夫妻治疗,已成功,5000,5270,64,3,20.00,6,5,12,否,2,6,项目成功结束后40天内,北京,已经结束
其他,292387,骑行台湾，不止于骑车！这只是一次跨越,已成功,5000,5011,64,3,10.00,11,11,31,是,5,16,项目成功结束后30天内,湖北 武汉,已经结束
其他,2125,菩提本无树——纯手工打造菩提根戒指,已成功,1500,7022,64,5,70.00,17,3,63,否,0,25,项目成功结束后12天内,浙江 杭州,已经结束
