项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报总类,最低投资额,项目图片数量,项目更新数,评论数,是否制作视频,无私支持数,最低投资支持人数,预计回报发送时间,发起人所在地,项目结束时间
娱乐,15273,北京·爱乐汇·俄罗斯芭蕾国家剧院芭蕾舞《睡美人》,已成功,3000,3044,4,7,252.00,11,3,1,否,0,0,项目成功结束后1天内,北京,已经结束
娱乐,15931,《David Town》：影像心浪潮2014最佳类型季提案,已成功,3000,3000,4,4,100.00,3,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,3149,【众筹网-声演坊】Anna Ternheim 2014中国巡演重庆站,已成功,1000,1050,3,5,50.00,6,3,0,是,0,1,项目成功结束后3天内,重庆,已经结束
娱乐,9440,【众筹网-声演坊】Matt Duke 2014年中国巡演·北京站,已成功,1000,1080,3,3,120.00,6,3,0,是,0,1,项目成功结束后5天内,北京,已经结束
娱乐,16948,【影像季】《杀狗记》文革初期山西某山村，一场腥风血雨即将开始：最佳类型季,已成功,3000,3000,3,4,100.00,2,3,2,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,9394,【众筹网-声演坊】Matt Duke 2014年中国巡演·广州站,已成功,1000,1000,3,3,100.00,6,6,0,是,0,2,项目成功结束后5天内,广东 广州,已经结束
娱乐,11040,2014意林鸟“民谣之旅”夏令营，与音乐相约云南大理！,已成功,10000,11040,3,2,0.00,19,3,5,否,0,3,项目成功结束后3天内,云南 大理,已经结束
娱乐,11706,【众筹网-声演坊】Brazzaville 2014年中国巡演·上海站,已成功,1000,1000,3,4,80.00,7,6,0,是,0,1,项目成功结束后5天内,上海,已经结束
娱乐,13077,【众筹网-声演坊】Monta 2014年中国巡演·上海站,已成功,1000,1000,3,3,80.00,6,6,0,是,0,1,项目成功结束后5天内,上海,已经结束
娱乐,14194,【众筹网-声演坊】Erica Mou 2014年中国巡演·上海站,已成功,1000,1000,3,3,80.00,7,6,0,是,0,1,项目成功结束后5天内,上海,已经结束
娱乐,15261,北京·爱乐汇·俄罗斯芭蕾国家剧院芭蕾舞《天鹅湖》,已成功,3000,3000,3,7,252.00,8,3,1,是,0,0,项目成功结束后1天内,北京,已经结束
娱乐,15953,《救人》：影像心浪潮2014最佳类型季提案,已成功,3000,3000,3,4,100.00,2,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,16509,【影像季】《时间宝》时间都去哪了：最佳类型季,已成功,3000,3000,3,4,100.00,3,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,16973,【影像季】《觉醒》失去爱人而活在痛苦之中的男人：最佳类型季,已成功,3000,3000,3,4,100.00,2,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,19128,【欧洲万像第二弹】英国现场观影·《告诉他们，我乘白鹤去了》,已成功,1000,1080,3,4,80.00,8,3,0,否,0,0,项目成功结束后30天内,北京,已经结束
娱乐,19361,【影像季】《 都市夜行侠 》都市小白领 ，梦想象蜘蛛侠那样...：最佳类型季,已成功,3000,3000,3,4,100.00,3,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,19858,【影像季】《平行效应》都市白领Gary阴差阳错的误闯另一个平行世界：最佳类型季,已成功,3000,3000,3,4,100.00,5,3,2,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,13031,【众筹网-声演坊】Ant 2014年中国巡演·上海站,已成功,1000,1000,3,3,80.00,6,6,0,是,0,1,项目成功结束后5天内,上海,已经结束
娱乐,16494,【影像季】《不求上进的蕃茄》大龄青年人群北漂的生活：最佳类型季,已成功,3000,3000,3,4,100.00,3,3,3,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,6051,【众筹网-声演坊】Brooke Waggoner 2014年中国巡演·天津站,已成功,1000,1050,3,3,50.00,5,3,0,是,0,1,项目成功结束后5天内,天津,已经结束
娱乐,7867,彭磊《北海怪兽》系列Ukulele限量预售众筹,已成功,1000,1160,3,6,380.00,6,3,3,否,0,0,项目成功结束后10天内,北京,已经结束
娱乐,13664,【众筹网-声演坊】Ant 2014年中国巡演·北京站,已成功,1000,1000,3,3,80.00,6,6,0,是,0,1,项目成功结束后5天内,北京,已经结束
娱乐,14191,【众筹网-声演坊】Erica Mou 2014年中国巡演·北京站,已成功,1000,1000,3,3,80.00,7,6,0,是,0,1,项目成功结束后5天内,北京,已经结束
娱乐,15025,当明星？你也可以！江小鱼力作《求求你药别停》演员征集！,已成功,10000,10015,3,6,8.00,13,3,2,否,0,2,项目成功结束后60天内,北京,已经结束
娱乐,15927,《The Changing Room》：影像心浪潮2014最佳类型季提案,已成功,3000,3000,3,4,100.00,3,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,15938,《被遗忘的时光》：影像心浪潮2014最佳类型季提案,已成功,3000,3000,3,4,100.00,3,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,16502,【影像季】《我是僵尸之僵尸起源》体验僵尸的欢乐和痛苦：最佳类型季,已成功,3000,3000,3,4,100.00,3,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,16956,【影像季】《恰似你的温柔》相遇是美的，故事是忧伤的：最佳类型季,已成功,3000,3000,3,4,100.00,1,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,2955,【众筹网-声演坊】Alondra Bentley 2014年中国巡演重庆站,已成功,1000,1050,3,5,50.00,5,3,0,是,0,1,项目成功结束后3天内,重庆,已经结束
娱乐,3144,【众筹网-声演坊】Anna Ternheim 2014中国巡演·天津站,已成功,1000,1050,3,5,50.00,6,3,0,是,0,1,项目成功结束后3天内,天津,已经结束
娱乐,4048,【口袋唱片】靳松 ——《不要等我回来》实体唱片,已成功,1000,1040,3,4,1.00,6,3,4,是,0,1,项目成功结束后立即发货,北京,已经结束
娱乐,6980,幽默舞台剧《私人公馆》巡演众筹 私人定制,已成功,20000,20150,3,4,50.00,14,3,8,是,0,1,项目成功结束后2天内,北京,已经结束
娱乐,9395,【众筹网-声演坊】Matt Duke 2014年中国巡演·深圳站,已成功,1000,1000,3,3,100.00,6,6,0,是,0,2,项目成功结束后5天内,广东 深圳,已经结束
娱乐,16962,【影像季】《是谁》灰姑娘与青蛙的浪漫爱情：最佳类型季,已成功,3000,3000,3,4,100.00,2,3,1,是,0,0,项目成功结束后6天内,北京,已经结束
娱乐,17450,【众筹网-声演坊】Meiko2014中国巡演 北京站,已成功,1000,1000,3,3,80.00,6,6,0,是,0,1,项目成功结束后5天内,北京,已经结束
娱乐,95197,2015后街男孩世界巡回演唱会--北京站,已成功,5000,25890,3,6,280.00,2,3,0,否,0,1,项目成功结束后10天内,北京,已经结束
娱乐,40036,【声演坊】From Your Balcony2014首次中国巡演-厦门站,已成功,1000,1000,2,3,70.00,5,6,1,否,0,0,项目成功结束后5天内,福建 厦门,已经结束
娱乐,42496,【声演坊】The Candle Thievies2015中国巡演·深圳站,已成功,1000,1000,2,3,60.00,5,6,1,是,0,0,项目成功结束后5天内,广东 深圳,已经结束
娱乐,13665,【众筹网-声演坊】Ant 2014年中国巡演 武汉站,已成功,1000,1000,2,3,60.00,6,6,0,是,0,0,项目成功结束后5天内,湖北 武汉,已经结束
娱乐,42490,【声演坊】The Candle Thievies2015中国巡演·厦门站,已成功,1000,1000,2,3,60.00,5,6,0,是,0,0,项目成功结束后5天内,福建 厦门,已经结束
娱乐,45448,【声演坊】瑞典后摇乐团Dorena2015中国巡演·武汉站,已成功,1000,1000,2,3,70.00,4,6,0,是,0,0,项目成功结束后5天内,湖北 武汉,已经结束
娱乐,629604,《HeLLo 同学》电影,众筹中,1500000,10,2,5,300.00,5,1,0,否,2,NOTFOUND,项目成功结束后90天内,黑龙江 哈尔滨,23天
娱乐,6665,【众筹网-声演坊】We Shot The Moon 2014年中国巡演·天津站,已成功,1000,1000,2,3,50.00,7,6,0,是,0,0,项目成功结束后5天内,天津,已经结束
娱乐,13671,【众筹网-声演坊】Ant 2014年中国巡演·广州站,已成功,1000,1000,2,3,60.00,6,6,0,是,0,0,项目成功结束后5天内,广东 广州,已经结束
娱乐,42052,【声演坊】The Candle Thievies2015中国巡演·长沙站,已成功,1000,1000,2,3,60.00,5,6,0,是,0,0,项目成功结束后5天内,湖南 长沙,已经结束
娱乐,65761,茗春曲艺新春喜庆季火爆众筹中,已成功,1000,1020,2,3,80.00,6,3,0,否,0,0,项目成功结束后立即发货,河南 郑州,已经结束
娱乐,547240,功夫电影《青芒》摄制经费众筹,众筹中,30000,20,2,2,50.00,4,1,0,是,2,NOTFOUND,项目成功结束后立即发货,江苏 宿迁,52天
娱乐,13669,【众筹网-声演坊】Ant 2014年中国巡演·深圳站,已成功,1000,1000,2,3,60.00,6,6,0,是,0,0,项目成功结束后5天内,广东 深圳,已经结束
娱乐,14928,幽默喜剧  《和睦小屋》,已成功,1000,1660,2,5,80.00,4,3,0,否,0,0,项目成功结束后1天内,江苏 南京,已经结束
娱乐,42016,【声演坊】The Candle Thievies2015中国巡演·杭州站,已成功,1000,1000,2,3,60.00,5,6,0,是,0,0,项目成功结束后5天内,浙江 杭州,已经结束
娱乐,67888,遇见众筹网资深导演！创业者约片！,已成功,60000,60000,1,0,0.00,9,3,0,否,0,1,项目成功结束后立即发货,北京,已经结束
娱乐,640188,网络大电影《囧人寻宝囧事》筹资拍摄,众筹中,300000,5,1,0,228.00,8,2,0,否,1,NOTFOUND,项目成功结束后15天内,NOTFOUND,21天
娱乐,647391,另类武侠电影《山门》众筹部分摄制经费,众筹中,50000,10,1,6,100.00,4,0,0,否,1,NOTFOUND,项目成功结束后立即发货,NOTFOUND,24天
娱乐,651387,影棚里的“花园洋房”,众筹中,10000,1,1,2,40.00,12,0,0,否,1,NOTFOUND,项目成功结束后40天内,NOTFOUND,14天
娱乐,648990,丽江纳西族农家民宿欢迎您！体验纳西族农耕生活文化！,众筹中,1500000,0,0,1,0.00,12,0,0,否,0,NOTFOUND,项目成功结束后立即发货,NOTFOUND,27天
娱乐,663498,趣味的自主3D儿童摄影— —创新模式不一样的摄影体验,众筹中,30000,0,0,5,12.00,11,0,0,否,0,NOTFOUND,项目成功结束后30天内,上海,23天
娱乐,665118,创拍宝、来自未来的专业相机！,众筹中,3000,0,0,3,340.00,16,0,0,否,0,NOTFOUND,项目成功结束后3天内,广东 广州,84天
娱乐,614008,我爱你,众筹中,889,0,0,0,2.00,4,0,1,否,0,NOTFOUND,支持者付款后立即发货,NOTFOUND,已经结束
娱乐,653250,世界那么大，我想带她去看看——洱海,众筹中,6000,0,0,4,20.00,4,1,0,否,0,NOTFOUND,项目成功结束后90天内,NOTFOUND,10天
娱乐,655701,创立最初的心的咖啡休闲馆,众筹中,190000,0,0,2,28.00,5,0,1,否,0,NOTFOUND,项目成功结束后立即发货,NOTFOUND,41天
娱乐,660669,荷尔蒙之战,众筹中,300000,0,0,6,20.00,0,0,0,是,0,NOTFOUND,项目成功结束后立即发货,上海,48天
娱乐,635910,集众人之文艺——做一个体验更完美的音乐咖啡屋,众筹中,20000,0,0,8,38.00,12,0,0,否,0,NOTFOUND,项目成功结束后30天内,NOTFOUND,21天
娱乐,652617,一起开启大理精酿啤酒新篇章,众筹中,300000,0,0,5,58.00,8,0,0,否,0,NOTFOUND,项目成功结束后立即发货,云南 大理,25天
娱乐,656814,《矿山小镇》首款地下探险类在线互动游戏,众筹中,500,0,0,5,8.00,18,1,0,否,0,NOTFOUND,项目成功结束后立即发货,上海,74天
娱乐,636519,《恐怖怪谈》都市恐怖怪异微电影,众筹中,11000,0,0,6,1.00,4,1,0,否,0,NOTFOUND,项目成功结束后立即发货,NOTFOUND,20时
娱乐,638214,福建hiphop原创音乐之旅,众筹中,10000,0,0,1,69.00,4,0,0,否,0,NOTFOUND,项目成功结束后10天内,NOTFOUND,4天
