项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
动漫,235,《大闹天宫》限量版邮票众筹,项目成功,10000.00,189168.00,336,0,0.00,9,0,191,2014/05/28,否,NOTFOUND,NOTFOUND,"淘宝-,,"
动漫,201,我就是我的作品：刀刀狗经典呈现,项目成功,75000.00,81570.00,509,3,10.00,3,0,119,2014/05/16,是,86,30,"淘宝-4.8,4.8,4.8"
动漫,6609,青春名家乐小米小说作品纪念动漫周边,项目成功,3000.00,6910.00,82,4,35.00,8,0,146,2015/01/24,否,10,30,"淘宝-,,"
动漫,20059066,小破孩乐活魔力过滤水杯,预热中,100000.00,0,0,3,129.00,13,0,119,NOTFOUND,否,0,30,"淘宝-,,"
动漫,20059107,OPanDee（欧潘迪）原创纯手工萌饰品,预热中,20000.00,0,0,6,199.00,18,0,652,NOTFOUND,否,0,30,"淘宝-5.0,5.0,5.0"
动漫,1804,X-POW潮公仔,项目成功,60000.00,222490.00,1236,9,10.00,29,4,143,2014/09/19,否,120,30,"淘宝-,,"
动漫,1633,扑克兔.情侣公仔,项目成功,20000.00,21504.00,301,5,42.00,13,0,146,2014/09/22,否,2,60,"-,,"
动漫,1444,《十万个冷笑话》创意收纳盒,项目成功,10000.00,10100.00,164,4,15.00,9,1,194,2014/09/12,是,46,10,"-,,"
动漫,461,笔鼬手绘———画里故事,项目成功,3000.00,6720.00,101,1,30.00,3,0,164,2014/07/26,否,92,30,"淘宝-,,"
动漫,20057109,3D打印英雄系列之《悟》,预热中,50000.00,0,0,4,399.00,4,0,442,NOTFOUND,否,0,30,"淘宝-,,"
动漫,237,让丁小点走到你身边,项目成功,10000.00,68490.00,739,2,60.00,7,0,79,2014/04/26,否,376,30,"淘宝-,,"
动漫,4908,虚拟偶像 洛天依PopLemon,项目成功,100000.00,187011.00,739,5,199.00,29,4,711,2015/01/08,否,100,30,"-,,"
