项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
设计,21652,彩虹斜口杯，为自己的独特喝彩！,项目成功,8000.00,11308.00,207,6,24.00,6,0,506,2015/06/28,否,69,20,"淘宝-,,"
设计,23014,一把好用的电水壶。,项目成功,39999.00,89532.00,288,6,269.00,26,0,895,2015/06/13,否,99,30,"淘宝-,,"
设计,21745,【魔法垫枕】：凉爽渡夏 空调房必备神器,项目成功,15000.00,63704.00,851,13,39.00,21,0,925,2015/06/20,否,54,20,"淘宝-,,"
设计,20883,冰冻星球杯，在第三十三街角与你邂逅,项目成功,10000.00,56910.00,964,5,50.00,10,0,1263,2015/07/01,否,499,20,"淘宝-,,"
设计,21665,小书签，大文化，让你重拾阅读的乐趣,项目成功,100000.00,111256.00,1097,0,0.00,23,0,723,2015/06/11,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,18884,《暖月》升起——MISS ECHO原创设计,项目成功,5000.00,9275.00,41,3,158.00,17,2,324,2015/06/10,否,4,20,"淘宝-4.9,4.9,4.9"
设计,18914,回避肃静创意苍蝇拍,项目成功,10000.00,10204.00,298,6,19.00,20,0,446,2015/06/16,否,50,30,"淘宝-,,"
设计,22756,肥仔开瓶器,项目成功,20000.00,22426.00,252,6,8.00,23,0,363,2015/06/06,否,100,7,"淘宝-,,"
设计,29894,Mobis实木茶几-数学原理衍生实用艺术,项目成功,20000.00,20730.00,24,5,180.00,5,1,705,2015/07/31,否,1,15,"-,,"
设计,21101,一把会变魔术的写意雨伞,项目成功,10000.00,12568.00,132,7,79.00,12,0,700,2015/06/03,是,49,30,"淘宝-,,"
设计,16834,易镜，私人定制，戴在脸上的艺术品。,项目成功,10000.00,48720.00,134,7,62.00,10,0,789,2015/06/08,否,8,20,"淘宝-4.8,4.8,4.8"
设计,20330,tomo三头分享养生扇和家人一起分享最舒适的自然风,项目成功,100000.00,116276.00,3853,0,0.00,22,2,615,2015/06/13,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,20714,WEIS 桌上的腔调器物,项目成功,8000.00,12213.00,110,7,45.00,7,0,111,2015/06/01,否,17,7,"淘宝-,,"
设计,18894,Bx mbrellas挖洞伞——大风吹不翻的伞,项目成功,50000.00,52632.00,273,8,98.00,34,0,4280,2015/06/27,否,10,30,"淘宝-4.6,4.6,4.7"
设计,20373,RealBrella不会淋湿肩膀的雨伞-折叠版,项目成功,100000.00,829954.00,5674,10,89.00,26,0,4826,2015/05/28,否,1999,30,"淘宝-,,"
设计,20213,国民净水神器首发—小快好省的自由度smart U,项目成功,30000.00,242864.00,2492,0,0.00,37,0,958,2015/06/02,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,20766,50年用心只为一双妈妈鞋！,项目成功,30000.00,240151.00,1099,6,189.00,11,0,1319,2015/05/26,否,99,30,"淘宝-,,"
设计,29224,【光面无橡筋侧翼专利文胸】80后内衣设计师倾心之作,项目成功,10000.00,450770.00,2061,6,119.00,9,4,4544,2015/07/29,否,299,3,"-,,"
设计,19989,绽放的时间 国际知名设计师Sas花朵系列艺术腕表,项目成功,100000.00,117914.00,136,13,380.00,17,1,792,2015/05/26,否,50,10,"淘宝-4.9,4.9,4.9"
设计,19921,重新定义养生 有点福彤蒸汽高压养生壶 萃取情怀,项目成功,100000.00,123760.00,94,5,320.00,7,1,207,2015/05/26,是,50,10,"淘宝-4.9,4.9,4.9"
设计,19971,全球首发：Zingo超轻柠檬杯，潮流神话由你缔造！,项目成功,20000.00,218464.00,1783,7,68.00,19,0,1712,2015/05/25,是,500,30,"淘宝-4.9,4.9,4.9"
设计,25051,OLOL去渍笔，植物提取液配方,项目成功,10000.00,170751.00,3849,10,39.00,2,1,2668,2015/07/03,是,799,30,"淘宝-,,"
设计,18948,Pesa.kids  q玩吧 多功能儿童桌椅,项目成功,100000.00,110233.00,167,5,599.00,24,6,604,2015/05/23,否,20,30,"淘宝-,,"
设计,17687,今人不见古时月，今月曾经照古人-- 栖梦,项目成功,3000.00,9162.00,114,4,298.00,37,2,251,2015/05/23,否,7,7,"淘宝-,,"
设计,17661,Dlab:这个夏天酷玩的T恤和它的移动商店,项目成功,30000.00,46668.00,311,7,49.00,74,5,567,2015/06/06,是,5,20,"淘宝-,,"
设计,23448,双层黑胶防晒伞，颠覆你对防晒的一切想象,项目成功,100000.00,272592.00,2043,8,99.00,26,0,1193,2015/06/16,否,1451,15,"-,,"
设计,20762,做份手礼，给特别的你！——星月菩提手串课堂,项目成功,5000.00,57470.00,255,16,98.00,23,2,758,2015/06/04,是,22,7,"淘宝-,,"
设计,18689,你的轻智能——懂呵护的泡奶机 全网首发,项目成功,100000.00,1033090.00,1122,0,0.00,31,0,790,2015/06/10,是,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,22793,出自设计师奶爸之手的妈咪包,项目成功,100000.00,1012932.00,5072,15,39.00,40,0,2640,2015/06/12,是,146,30,"-,,"
设计,17473,台面瞬间整洁！强力壁挂式大空间洗漱收纳组合,项目成功,50000.00,102459.00,2891,4,29.00,3,0,1445,2015/06/05,是,2313,30,"淘宝-,,"
设计,18482,【百变指环羊】im幻响指环扣多功能手机支架镀K金,项目成功,10000.00,225557.50,4162,5,9.90,24,0,1374,2015/05/07,否,500,3,"淘宝-,,"
设计,18419,《灵魂有香气的女子》主题系列丝巾,项目成功,5000.00,28553.00,277,5,89.00,15,2,231,2015/05/21,是,93,3,"淘宝-,,"
设计,19209,实木旋转书架A4-3,项目成功,20000.00,34860.00,162,4,179.00,7,0,1077,2015/06/04,否,10,7,"淘宝-,,"
设计,18680,做你的私人印记——手工打造的木笔黄铜印,项目成功,10000.00,149834.00,1175,12,10.00,18,0,1436,2015/05/20,否,20,30,"淘宝-,,"
