项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
影音,11924,《寻ME·抵步》原创音乐主题故事汇“寻ME,项目成功,48000.00,218152.00,1662,0,0.00,11,1,1221,2015/03/19,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,12375,《爸爸去哪儿2》带家人去影院，“斐济”一日游！,项目成功,3800.00,5035.00,150,3,9.90,4,2,101,2015/02/21,是,50,7,"淘宝-,,"
影音,12268,幸福大街乐队【忧郁的慈禧】2015年春季巡演,项目成功,10000.00,10060.00,88,12,10.00,6,0,50,2015/03/12,是,29,5,"淘宝-,,"
影音,16980,南京大学校园原创音乐专辑 《以梦为马》,项目成功,20000.00,32234.00,616,3,39.00,6,1,159,2015/04/29,是,374,40,"淘宝-,,"
影音,15082,《张国荣2015》继续宠爱———图文纪念集,制作中,49000.00,54009.00,1284,7,25.00,7,0,569,2015/04/18,否,397,30,"淘宝-,,"
影音,8789,《功夫3D》十年沉淀威力升级，再悟“功夫”精神！,项目成功,3900.00,4220.00,54,0,0.00,5,2,168,2015/01/22,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,20430,【限量】《锦瑟》古风音乐专辑,项目成功,15000.00,19696.00,147,3,78.00,3,0,198,2015/06/07,是,53,10,"淘宝-,,"
影音,36328,《义犹未尽》—小义学长首张个人原创古风专辑,项目成功,10000.00,151272.00,1528,1,99.00,5,0,1403,2015/09/08,是,1528,30,"-,,"
影音,6686,《五声·十色》五色石南叶 原创古风音乐大碟,项目成功,13800.00,527610.00,4220,3,88.00,2,2,2701,2015/01/21,是,1097,100,"淘宝-,,"
影音,17861,陈磊(唐朝乐队主吉他) 吉他与音乐素养直播课,项目成功,2000.00,3932.41,470,4,1.99,3,1,40,2015/04/15,是,459,2,"淘宝-,,"
影音,6849,“再见，《推拿》”告别场观影，等你来支持！,项目成功,2600.00,15303.00,187,0,0.00,8,2,60,2014/12/29,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,4559,黄晓明喊你来撒娇,项目成功,3000.00,8194.00,159,5,16.00,21,1,134,2014/11/26,是,99,15,"淘宝-,,"
影音,4500,让彭于晏陪你不再孤单,项目成功,11210.00,26047.00,283,0,0.00,5,3,74,2014/11/22,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,4503,幸福大街15周年纪念演唱会,项目成功,15000.00,15450.00,176,6,10.00,8,0,34,2014/11/29,否,23,20,"淘宝-,,"
影音,10231,新东方不一样的朱伟音乐show,项目成功,9999.00,11059.00,151,4,29.00,15,0,25,2015/01/28,否,97,7,"淘宝-,,"
影音,3420,首部古风广播剧歌曲专辑《朝忆梨花暮忆雪》,项目成功,10000.00,250522.00,1679,3,90.00,1,3,348,2014/12/05,是,45,15,"淘宝-,,"
影音,2460,《千·次元》小千首张个人原创音乐专辑,项目成功,9600.00,96000.00,1000,0,0.00,13,1,327,2014/10/01,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,3525,孟京辉工作室，邀111人众筹“失恋博物馆“！,项目成功,12210.00,12540.00,117,10,110.00,8,0,42,2014/11/07,否,80,3,"淘宝-,,"
影音,2030,《绣春刀》 官方衍生品,项目成功,19900.00,22675.00,128,7,36.00,6,0,130,2014/10/10,否,17,3,"淘宝-,,"
影音,2152,《古剑奇谭》电视剧官方写真集,项目成功,10000.00,227238.00,2808,6,48.00,14,0,361,2014/09/24,否,1871,20,"淘宝-,,"
影音,9051,【吴克群】潮流新势力-DEBRAND众筹首发,项目成功,50000.00,67581.00,118,11,260.00,9,0,308,2015/02/21,是,2,7,"淘宝-,,"
影音,7911,《殊宠》宠儿首张原创专辑二次众筹寒假版,项目成功,14900.00,29156.00,204,2,109.00,13,3,203,2015/02/05,否,31,30,"淘宝-,,"
影音,1448,《殊宠》宠儿首张原创专辑,项目成功,14900.00,103257.00,698,1,149.00,13,1,516,2014/09/07,否,699,183,"淘宝-,,"
影音,20040603,碟中谍5扫地机器人——WIFI智控  摄像实时监控,项目成功,100000.00,146570.00,130,5,999.00,30,0,705,2015/09/29,是,100,20,"-,,"
影音,1000,和郭敬明《小时代》一起，从文学走向生活,项目成功,50000.00,51378.00,169,3,227.00,6,0,300,2014/08/03,否,12,60,"淘宝-,,"
影音,953,汐音社出品 剑网三同人原创专辑《千里丹心万里路》,项目成功,10000.00,125640.00,720,1,198.00,4,0,185,2014/08/11,是,498,60,"淘宝-,,"
影音,944,《肆季轮回》北京万事达中心大型古风演唱会,项目成功,20000.00,195760.00,793,0,0.00,7,0,208,2014/07/30,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,4419,岁月遗声——一张穿透古今时光的原创音乐集《故事》,项目成功,8000.00,58534.00,673,3,25.00,12,0,309,2014/12/14,是,232,90,"淘宝-,,"
影音,2118,《匆匆那年》北京见面会,项目成功,5000.00,6450.00,60,5,50.00,6,0,32,2014/09/21,否,7,15,"淘宝-,,"
影音,505,鸾凤鸣《五时景》古风专辑,项目成功,30080.00,107348.00,1129,0,0.00,9,0,234,2014/07/19,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,823,咪咕音乐现场沈阳站-汪苏泷,项目成功,30000.00,30120.00,65,1,680.00,6,0,14,2014/07/24,是,21,3,"淘宝-,,"
影音,774,咪咕音乐现场青岛站-徐良,项目成功,30000.00,30360.00,84,0,0.00,3,0,25,2014/07/19,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,1993,回音哥”GO LIVE ”咪咕音乐现场@天津,项目成功,10000.00,40829.60,153,6,19.80,5,0,55,2014/10/23,是,32,30,"淘宝-,,"
影音,476,咪咕音乐现场宜宾站-汪苏泷,项目成功,30000.00,30040.00,101,0,0.00,3,0,0,2014/05/23,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,603,咪咕音乐现场秦皇岛-冷漠崔子格,项目成功,30000.00,43980.00,254,0,0.00,5,0,19,2014/06/18,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,538,廖国钺专辑《二十二》首发演唱会,项目成功,15000.00,15130.00,123,0,0.00,2,0,21,2014/06/22,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,387,EXO全新mini专辑限量众筹,项目成功,24000.00,25200.00,231,0,0.00,5,0,62,2014/04/22,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,441,3D引爆全城 包场看权志龙,项目成功,88818.00,913615.00,9555,0,0.00,11,0,569,2014/05/05,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,393,咪咕音乐现场成都站-徐良音乐会,项目成功,100000.00,100186.00,504,0,0.00,1,0,23,2014/04/23,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,70,《情书不包邮》最好玩的MV！,项目成功,100000.00,119745.00,1243,0,0.00,5,0,19,2014/02/10,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,54,失忆年代：被遗忘的一把手术刀,项目成功,100000.00,113750.00,542,0,0.00,7,0,6,2013/12/23,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,43,素未谋面的知己-李代沫&李泉,项目成功,100000.00,106780.00,856,0,0.00,5,0,3,2013/12/16,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,35,NOTFOUND,项目成功,100000.00,102960.00,332,0,0.00,5,0,5,2013/12/23,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,7981,不怀旧，正青春 ——支持我们与何老师的青春宣言,项目成功,50000.00,52030.00,10406,1,5.00,5,3,406,2015/02/01,是,10406,40,"-,,"
影音,27,石进《夜的钢琴曲》上海演奏会,项目成功,30000.00,56474.00,1351,0,0.00,5,0,44,2014/01/21,否,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,28,好妹妹和你一起筹建音乐教室,项目成功,50000.00,76930.00,935,0,0.00,4,0,10,2013/12/23,是,NOTFOUND,NOTFOUND,"淘宝-,,"
影音,1695,原创音乐故事专辑《听文》暑期专场！,项目成功,10000.00,41800.00,290,2,100.00,3,0,122,2014/10/02,否,34,45,"-,,"
影音,862,ediq音乐小说孔雀大明（上）暑期专场,项目成功,10000.00,350227.00,2964,4,58.00,5,0,1,2014/07/18,否,706,60,"-,,"
影音,340,ediq音乐小说孔雀大明（上）,项目成功,200000.00,895152.00,10112,1,88.00,2,0,828,2014/05/09,否,9858,90,"-,,"
影音,10031631,SEBA x 碟中谍5 限量定制版轮滑鞋,项目成功,10000.00,21310.00,10,2,1780.00,8,0,578,2015/09/28,是,7,30,"-,,"
影音,327,白百何喊你看《整容日记》,项目成功,1000.00,13620.20,1025,0,0.00,14,0,116,2014/04/04,是,NOTFOUND,NOTFOUND,"-,,"
影音,559,群星邀你支持《窃听风云3》,项目成功,10000.00,30686.20,1919,0,0.00,21,0,90,2014/06/05,是,NOTFOUND,NOTFOUND,"-,,"
