项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
公益,1164,众筹博爱--迎南而上-深商e天下10万份饼干赈灾急送,项目成功,120000.00,140000.00,63200,0,0.00,22,0,743,2014/07/23,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,1025,刘涛帮助江西小老乡抗癌,项目成功,50000.00,104000.00,997,2,98.00,10,0,446,2014/08/14,是,846,15,"淘宝-,,"
公益,910,建一个自己的牧场 享一杯安心的牛奶,项目成功,1000000.00,1024909.00,715,0,0.00,22,0,626,2014/08/01,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,566,NOTFOUND,项目成功,10000.00,10426.00,144,0,0.00,15,1,48,2014/06/28,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,676,棉花小豆豆暑期公益夏令营,项目成功,30000.00,31110.00,237,0,0.00,14,0,40,2014/07/16,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,1207,众筹博爱--迎南而上--高洁丝卫生巾赈灾急送！,项目成功,40000.00,44500.00,9100,0,0.00,15,0,14,2014/07/25,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,254,流浪动物暖岛计划,项目成功,10000.00,10860.00,162,0,0.00,20,0,66,2014/04/28,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,110,周韦彤帮助旱灾求水,项目成功,10000.00,15961.00,97,0,0.00,4,0,33,2014/02/26,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,73,和明星一起发力，让爱过“暖”冬,项目成功,10000.00,10062.00,78,0,0.00,12,0,7,2014/01/01,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,2040,家乡好食材—舜芋，好吃到没朋友,项目成功,5000.00,5156.00,61,5,49.00,13,5,35,2014/09/29,否,43,10,"-,,"
公益,63,宋冬野《安和桥北》限量精装版,项目成功,30000.00,52360.00,187,0,0.00,8,0,18,2013/12/21,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,56,陈晓&叶谦,项目成功,50000.00,61398.00,337,0,0.00,13,0,15,2013/12/19,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,36,汪峰专辑公益项目-1月3日发货,项目成功,60000.00,67046.00,1319,0,0.00,12,0,28,2013/12/13,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,21,别让当卡寺倒下,项目成功,300000.00,446745.00,801,0,0.00,22,0,43,2013/12/14,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,29,寻找失窃的微笑,项目成功,40000.00,74923.00,815,0,0.00,8,0,26,2013/12/22,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,1240,众筹博爱--迎南而上--五千份金友粤香米赈灾急送！,项目成功,60000.00,67500.00,4997,0,0.00,14,0,0,2014/07/26,是,NOTFOUND,NOTFOUND,"-4.5,,"
公益,1241,众筹博爱--迎南而上--五千份金鼎食用油赈灾急送！,项目成功,30000.00,33750.00,4998,0,0.00,14,0,19,2014/07/26,是,NOTFOUND,NOTFOUND,"-,,"
公益,1243,众筹博爱--迎南而上--一万份加碘精盐赈灾急送！,项目成功,7000.00,7500.00,6396,0,0.00,14,0,24,2014/07/26,是,NOTFOUND,NOTFOUND,"-,,"
公益,20058911,为贫困听障人士捐赠助听器电池,预热中,10000.00,0,0,5,10.00,3,0,18,NOTFOUND,否,0,30,"淘宝-,,"
公益,81,张瑶邀您参与孤儿保障公益活动,项目成功,20000.00,21240.00,175,0,0.00,16,0,48,2014/03/01,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,965,流浪动物TNR基金,项目成功,32000.00,39726.00,809,0,0.00,0,0,271,2014/08/04,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,454,“辣妈学院·我要爱”免费午餐,项目成功,10000.00,13140.00,226,1,250.00,2,0,31,2014/06/07,是,5,7,"-,,"
