项目类型,项目编号,项目名称,项目回报总类,最低投资额,项目图片数量,发起人支持的项目数,发起人历史发起的项目
其他,63574,山米健康荞麦睡枕,8,259,8,0,1
其他,63244,德国红点大奖 智能药盒,13,99,6,1,1
其他,63214,北大荒不能量产的冰天雪蜜,9,69,35,7,1
其他,63035,EasyLive芒果情趣跳,6,99,16,1,4
其他,62978,中秋和迪士尼黑皮月饼在一起,10,168,26,0,1
其他,63671,韩国ClairB空气净化器,10,299,17,0,1
其他,62929,人鱼之水芭蕾指甲油,3,1,11,0,1
其他,63623,育儿神器 让纸尿裤变智能,6,159,5,0,1
其他,63680,若有儿童智能电动牙刷,7,79,17,0,1
其他,63598,金钻凤梨酥 飘洋过海来撩你,6,52,10,4,2
其他,63350,光辉岁悦心情老酒—酒魔造,8,128,16,4,3
其他,63665,环境罗盘 智能家居环境检测,6,659,27,17,1
其他,62852,取信之物-方寸间的艺术,6,88,18,53,1
其他,62956,吉内得富硒鲜活大米,6,15,11,0,1
其他,62783,独具匠心的传世主人杯,16,78,6,0,11
其他,63006,智能享瘦仪--告别肚腩,11,8,15,1,1
其他,62915,洗乐爽智能马桶盖,6,1099,28,0,1
其他,62713,告别油烟的智能烹饪神器,14,99,12,1,1
其他,62021,邦先生智能烘干晾衣机X12,5,1899,8,0,1
其他,62036,ACA全营养破壁料理机,5,369,8,38,4
其他,62773,AR欠揍虫让虚拟与现实互动,9,249,22,0,3
其他,61936,陪王凯细水长流 ,5,99,6,0,1
其他,61557,百老汇爆笑音乐剧《Q大道》,5,179,20,0,1
其他,62118,油切黑乌龙，都市人的福音,6,49,13,0,1
其他,62920,CC智能检测补水仪,7,129,18,84,1
其他,62788,河阴软籽石榴不吐籽的石榴,8,59,24,0,1
其他,61047,大兵萌妹“制服诱惑”保温杯,8,69,16,0,1
其他,61673,90后女孩的紫砂体验课堂,6,299,11,0,2
其他,61921,律兜企业法律顾问,6,769,4,3,1
其他,62801,ROMANT情趣男女共震棒,7,175,25,4,1
其他,62640,“咖狸”智能体温计,5,99,9,0,1
其他,62870,真人发声 智能啪啪飞机杯,9,149,41,2,6
其他,61571,汾酒集团72变酒,10,29,11,0,1
其他,61033,手上的浪漫日式樱花餐具,9,88,5,0,1
其他,61605,小贝壳超声波洗衣机,8,129,21,0,1
其他,61964,一次修车不被黑的体验,8,2,12,0,1
其他,61155,国宴清远鸡扶贫众筹,6,39,7,0,1
其他,61399,长白山天然蓝莓—明亮我的眸,8,69,20,0,4
其他,60965,伊西塔尔摩洛哥油妈妈沐浴露,8,178,6,0,1
其他,61559,钙果--水果美味唯它善补钙,7,36,11,0,2
其他,61608,皮克朋App智能情趣玩具,11,418,9,0,1
其他,61629,迟到的茉莉花茶，虽晚犹荣,12,66,24,0,7
其他,61819,普罗旺斯-全新香薰加湿器,7,138,12,3,1
其他,61537,一盒来自远方的美食,11,99,56,4,2
其他,61581,去黄土高坡，找寻天然槐花蜜,6,59,28,0,1
其他,61909,U·BOSS痛经宝 理疗仪,7,285,5,1,1
其他,60166,库拉岗日雪山徙步,5,100,19,0,5
其他,60376,可当手机支架的智能防丢女包,8,298,7,0,1
其他,60640,健康猫南京生活馆,7,299,5,0,20
其他,60323,关爱母亲，光伏发电精准扶贫,7,5,11,25,1
其他,60255,婷美私人定制内衣 为爱代言,4,520,5,0,1
其他,60106,32℃柞蚕丝恒温被,6,459,18,1,1
其他,60689,铲屎官的喵星戒,9,149,9,7,4
其他,60326,非厨房红烧酱，给你家的味道,5,39,12,8,1
其他,60947,一瓶拿得起放不下的白酒,8,39,19,0,2
其他,60788,福库进口电饭煲0397FG,12,3580,10,5,1
其他,60168,派喜鸟太阳能蒸烤炉,11,200,21,0,1
其他,60829,TTi-068 钛金竹筷,9,168,6,3,6
其他,60169,安全生态物理捕蚊器,5,128,24,2,1
其他,60287,可以吃的竹迹竹纤维抑菌纸巾,9,28,30,0,1
其他,60681,拯救最后的巧家小碗红糖技艺,6,18,28,0,1
其他,60129,沁和堂黑金茶首次比武招亲,13,99,5,6,1
其他,59885,物由心造·峤·文房,6,289,11,0,2
其他,59925,巧手鲁班动漫衍生早教礼盒,6,258,15,0,2
其他,59618,滴出美味冰爽咖啡,9,159,13,0,3
其他,59270,阿特泥黑檀整木茶盘茶具套装,9,29,25,0,3
其他,59668,一粒“性感”的驱蚊胶囊,7,29,4,7,1
其他,59864,《爆品战略》爆品打造秘籍,10,39,24,0,1
其他,59331,火火兔有声绘本投影故事机,8,269,18,0,1
其他,59979,贝拉比智能冲奶机,8,618,10,0,1
其他,59337,指间艺术 祖氏滇绣,14,268,49,3,2
其他,59804,来自长白山下的有机蓝莓,8,79,6,0,1
其他,59640,祐美跑步机9009s,7,2999,11,0,1
其他,59297,酷乐视S3 天屏·影院 ,12,1999,45,0,1
其他,59287,迈度 老年跑步机 ,7,1299,17,0,1
其他,59238,天然软壳蟹-我真的是软的哟,7,138,11,10,1
其他,59612,蓝木希抗过敏牛奶发酵面膜,7,69,8,0,1
其他,59253,你吃过燕窝一样滑的燕麦吗？,9,32,15,0,1
其他,58422,Seno不变形衬衫,18,2,22,0,1
其他,58313,意大利LAICA莱卡滤水壶,7,99,6,0,1
其他,58678,编程猫趣味编程课,6,99,6,0,2
其他,59187,美的21st负离子护肤水机,7,268,27,0,1
其他,58621,便携式水解臭氧发生器,6,498,6,0,1
其他,58965,Lebath乐泡机,6,399,29,1,1
其他,59004,我们只比传统阿胶多了点水,8,69,5,0,1
其他,58583,天赐良蜜——源自长白山,7,39,20,0,4
其他,59116,蚊虫叮咬止痒消肿器,7,39,27,0,1
其他,58337,易跑10吋智能彩屏跑步机,5,2399,19,0,2
其他,58622,便携式LED除菌牙刷盒,8,129,9,3,1
其他,59163,LG倍瑞傲做有颜有量的牙膏,9,89,6,0,1
其他,58173,ANGOO咹咕咕百科世界,9,80,18,0,1
其他,58270,婴萌智能冲奶机，育儿神器,9,998,34,0,1
其他,59135,舌尖味道，大别山散养土鸡,6,56,17,0,1
其他,58711,五粮液股份原藏天荣铂金版,8,99,16,0,2
其他,58219,一口好锅的铸造传奇,19,179,12,0,1
其他,58264,筹一个部落，去草原撒野！,7,980,13,0,1
其他,58512,优孕保孕期全程智能专秘,7,1880,18,0,1
其他,58003,景舟石瓢壶宜兴紫砂全手工制,8,78,24,1,8
其他,58260,藏一壶浓酽岁月——古树普洱,8,120,28,0,3
其他,58038,亿健家用跑步机X3,6,1699,18,0,3
其他,58257,为独立白领设计的玻璃水杯,8,1,25,0,1
其他,58196,于谦的酒。,8,99,13,0,1
其他,58265,凯速智能动作捕捉健身助教,7,199,23,0,2
其他,58242,好兄弟喝狐兔，为梦想启程！,10,79,18,0,1
其他,58048,#BBF小熊香水 臻爱献礼,11,269,12,0,1
其他,58017,水温计蘑菇，可以玩的温度计,4,69,8,0,1
其他,58249,儿童生活实践布书 ,6,289,9,1,1
其他,58227,露水保鲜—树上熟地标荔枝,7,126,21,4,1
其他,58079,金峰智能轮滑鞋,8,298,17,4,1
其他,58027,萌咔贴贴-说走就走的万用板,7,68,10,0,1
其他,57754,健康猫泉州生活馆,7,299,5,0,20
其他,57552,泥泞跑南京站火热开跑！,5,249,19,0,5
其他,57553,悦跑专业跑者装备礼包,10,99,12,0,1
其他,57797,启迈斯boss3大型跑步机,7,2899,26,1,2
其他,57481,小卡可编程儿童机器人,6,899,14,0,1
其他,57726,日本EAMAST健康护卫盾,7,79,10,0,3
其他,57488,川崎新型羽毛球,7,39,23,0,2
其他,57478,原汁原味正宗潮汕牛肉丸,7,78,11,0,2
其他,57565,芭翠提无醇气泡酒，来自澳洲,9,69,9,0,1
其他,57464,派蒂菈智能遥控情趣卫生巾,6,299,9,0,1
其他,57542,蜂王归来  蜜享到家,7,39,10,0,1
其他,57727,Smart Clock闹钟,8,149,14,0,1
其他,57775,Mini Gym智能健身器,6,49,24,4,2
其他,57785,伊吉康智能跑步机,7,2199,7,2,4
其他,57245,私享瑜伽课程 开启健康生活,10,128,13,1,1
其他,57122,一款为夏季而生的清凉枕垫,10,75,21,1,2
其他,57858,智能尿布监测器,8,42,29,0,1
其他,57725,酱紫的酒才珍的薯于你,6,39,5,79,2
其他,57317,NEWSEND空气净化器,11,1799,14,0,1
其他,56965,会自己收钱的乐控智能按摩椅,7,6179,18,0,1
其他,57037,远大智能新风肺保-Ⅱ,15,1580,34,0,1
其他,57155,STARESSO便携咖啡机,5,398,0,1,1
其他,57390,3D光能巴马坐垫,6,168,6,6,2
其他,57322,艾迪宝CP智能型羽毛球拍,7,199,14,0,1
其他,57154,由阿胶和红糖制成的养颜糖果,8,69,14,2,1
其他,57422,迪士尼滤水壶【紫外线杀菌】,5,799,15,0,1
其他,57178,双超智能网络单车,8,729,5,0,1
其他,56439,众筹你的爱情约定,5,1,7,0,1
其他,57454,路途乐儿童安全座椅,6,519,36,0,1
其他,57079,莱芜香菊,7,59,16,0,1
其他,56925,三只小猫轻情趣2.0侣行版,15,9,20,2,2
其他,56623,手工中药枕，全年好睡眠,10,70,5,0,2
其他,57440,欣宜家UH1智能家用榨油机,9,980,16,0,1
其他,56833,亿健K7智能跑步机,9,1999,29,0,1
其他,56394,眠趣22℃云母层极智凉感席,21,458,14,0,2
其他,56391,空气净化型除湿机,5,1680,27,0,2
其他,56396,一体式婴幼儿趣味硅胶餐盘,10,159,22,4,1
其他,56794,九十光年小光儿童陪伴机器人,6,399,6,0,1
其他,56351,一款高圆圆设计的手工皂,5,99,54,0,1
其他,56817,遵天命守匠心，古法酿造豆豉,7,25,8,0,2
其他,56531,智能物理灭蚊器,6,248,27,0,3
其他,56643,品质生鲜，水源地承德蹦跶鸡,7,139,15,0,1
其他,56606,台湾酵素享受品质健康生活,6,88,20,0,2
其他,56776,韩国护发新体验：蒸汽发膜,7,165,8,0,7
其他,56496,智汇秀 智能水杯,6,299,6,0,1
其他,56615,金桔蜂蜜茶 喝出美味好生活,7,38,15,1,1
其他,56770,兔哇避孕套/升级版女优名器,10,19,26,11,6
其他,56790,金冠石花张嘉译签名定制酒,7,99,3,0,1
其他,56253,欧文的派对-火影创意烧烤炉,10,198,19,0,1
其他,55983,陪伴孩子成长的礼物,4,349,29,0,1
其他,56087,一把伞的72变,12,79,8,0,1
其他,56277,思乐得单手直饮运动水壶,10,59,10,0,2
其他,55805,大满原装，非一般贵族净水器,9,2680,32,12,3
其他,55636,妩族二代无线智能塑形仪,10,369,12,0,3
其他,56101,端午节，我想和你一起包粽子,6,29,20,0,1
其他,56019,五朵樱花  樱为有你,8,198,31,0,5
其他,55598,建发宾杰金标AOC红葡萄酒,7,328,11,0,1
其他,55653,让舌尖永生难忘的台湾黄帝粽,9,68,8,0,1
其他,56089,定格舒湿小K恒湿智能加湿器,7,189,15,0,1
其他,55153,神奇！野生动物园搬进家里！,7,99,25,1,2
其他,55845,卫小宝doki儿童智能手表,14,299,5,0,2
其他,54885,一本爱乳小粉书，给每一个你,8,15,5,1,1
其他,54873,圆特殊匠人一个心愿,7,1,5,0,1
其他,55467,祁门老树红茶（野生无污染）,9,138,26,0,2
其他,55537,古法传承 回归的梅醋萝卜,5,16,18,10,1
其他,55330,『竹梅兰菊』台湾手雕茶具,5,169,5,3,3
其他,55486,智能羽毛球拍Smart01,9,189,7,0,2
其他,56237,超美貌的智能情趣玩具,11,299,23,0,1
其他,54752,BABO 婴幼儿杀菌除螨仪,10,99,28,0,1
其他,55328,怀宁蓝莓，蓝莓中的贵妃,7,78,7,0,1
其他,55436,多德士多功能收腹机,6,168,0,1,2
其他,55417,PetCare 宠物护卫 ,4,299,10,0,1
其他,54813,金稻面膜机5分钟享受面膜,6,199,1,0,1
其他,55357,高山梯田优质有机大米,5,19,8,0,1
其他,54849,HIGH爆来浩沙制造“热”,10,99,13,0,1
其他,55177,无法作假的蜜，保护中华土蜂,5,59,5,0,1
其他,55180,启迈斯趣味奔跑更享”瘦”,7,2799,13,0,3
其他,54989,华商龙行天下健康环保电子烟,7,29,26,0,1
其他,54809,日本NOVELLA无硅洗发,8,199,18,1,1
其他,55129,一颗配珠智能手串,21,159,5,5,1
其他,53914,狂想曲劲舞礼盒,5,30,5,0,2
其他,53955,明蓝坊趣味水杯,6,49,20,0,2
其他,53683,海尔卫玺智能马桶盖,10,1399,8,0,1
其他,54414,珍品黑檀茶具享茶道静怡之美,11,88,15,0,1
其他,54418,智能提醒香山体脂秤,6,69,7,0,1
其他,54539,你也许从未见过这样喝的茶！,5,58,19,0,1
其他,54301,舜洁SOOJEE智能马桶盖,5,1188,38,0,2
其他,53904,米拉卡可视化智能纳米补水仪,7,269,40,2,2
其他,54467,让一杯鲜茶陪你度过这个夏天,6,49,30,2,1
其他,54581,能击碎牙石的智能声波牙刷,10,99,28,0,1
其他,53897,幻响无疆便携智能血压仪,8,199,8,0,5
其他,54553,HQ汇强云互联智能跑步机,7,2799,32,0,1
其他,54109,风行Q1智能助力自行车,7,649,16,0,2
其他,54439,舌尖美味—洪湖油黄咸鸭蛋,4,43,12,0,4
其他,54196,理想主义的粉儿多少钱一碗,7,28,10,0,1
其他,54244,倡导健康生活，传承古法香道,9,99,27,0,1
其他,52924,少年派奇幻帆船夏令营,4,988,7,0,1
其他,53541,一件会发光的外套 ,12,199,26,1,2
其他,52845,边画边学的DK儿童涂鸦百科,8,49,14,0,1
其他,53516,鲸之爱 婴儿亲子智能辅食机,6,10,47,1,1
其他,53103,德云红酒，郭德纲有,6,168,24,0,1
其他,53081,贴身玩意“21克的爱”香水,11,49,24,0,1
其他,52852,“世界硒都”天然富硒米,11,16,7,1,1
其他,53628,大粤陈氏手工鞋,8,498,15,3,1
其他,52943,蝙蝠侠3-8岁儿童卡丁车,4,2190,0,0,1
其他,53297,端午传情，神奇台湾大肉粽！,10,20,14,24,1
其他,52883,古寺里的制茶人,8,79,1,0,7
其他,53619,宝吉智能珠宝佛珠 健康管家,9,699,7,0,1
其他,53680,Mbody美芭迪细胞仪,6,499,0,0,1
其他,52778,逗逗智能社交情趣跳蛋,8,29,7,0,1
其他,53631,爱贝源智能冲奶机,10,399,29,0,1
其他,53385,Eurdice鼻部芳疗精油,5,99,6,2,4
其他,51847,灰霾摄影展，让雾霾滚蛋吧！,5,1,3,14,1
其他,52639,12岁天才长篇小说《繁》,4,26,8,2,1
其他,51803,雅氛达全效便携式空气净化器,7,259,38,0,4
其他,52461,为您定制一款专属鳄鱼皮表带,6,398,20,0,2
其他,51826,来自韩国的强力去污清洁笔,7,75,8,0,7
其他,52100,洋河汉酒，巨匠之作限量收藏,5,838,10,0,1
其他,51836,阿伦选，带你味览天下,10,158,8,0,1
其他,52274,一壶油Pro家庭榨油机,6,69,7,0,1
其他,52544,AR动物园教宝贝学多种外语,7,88,6,1,1
其他,51956,布鲁柯尔蓝莓酒 来自加拿大,8,119,27,0,2
其他,52634,承千年沉淀，品百年茶香,5,269,12,0,2
其他,52710,上等佳肴，信阳高山红茶鸭,7,39,15,0,1
其他,52619,探秘·大红袍,10,68,6,0,11
其他,52708,三合一智能奶瓶清洗机,8,320,24,8,3
其他,51987,利仕智能LED台灯,5,328,10,0,1
其他,52623,加热飞机杯 冰火两重天,7,159,27,25,8
其他,51765,亨德利球迷见面会·商丘站,4,299,5,3,3
其他,51778,积木-diy收音机，故事机,10,99,11,0,1
其他,50848,新一代练字神器 颠覆传统,15,29,33,0,2
其他,51795,德国萨奇——中央前置过滤器,6,899,31,0,2
其他,51213,启迈斯智能遥控跑步机,7,1899,1,0,3
其他,50796,比斯莱自行车“惠”聚骑行,7,398,13,0,3
其他,51180,HBR虎贝尔儿童安全座椅,7,788,0,0,2
其他,51193,HBR虎贝尔婴儿手推车,7,788,0,0,2
其他,51770,自带撩妹特效的韩国欧巴面膜,9,99,8,0,7
其他,50897,爱易记微信智能药盒,5,289,15,1,1
其他,51669,奥玛登山机，享『瘦』很容易,9,7888,21,0,7
其他,50831,夏日美食—微山湖放养咸鸭蛋,7,39,9,4,1
其他,50960,刘一手重庆火锅底料,7,29,23,0,1
其他,51209,启迈斯跑步机  开启彩屏视,7,3199,0,8,1
其他,51151,老知青&太平猴魁的往事,8,118,27,0,8
其他,51463,一双穿7天不臭脚的袜子,9,36,33,0,1
其他,50480,泥泞跑北京站等您来挑战！,4,249,18,0,5
其他,50314,一房一车一路，也行也餐也趣,6,6680,10,1,1
其他,50720,CAL革命环保者家用洗碗机,6,1999,6,0,1
其他,50716,“多点”原创香樟木收纳盒,7,98,15,0,1
其他,50209,全手工高硼硅耐热玻璃茶具,9,68,14,0,2
其他,50729,锐度超蝙护肤能量筒,8,99,8,0,1
其他,50396,叶如来抄经卷—寺庙落叶制成,4,88,5,0,4
其他,50354,金嗓子草本植物饮料,13,119,10,0,1
其他,50468,福建古竹新鲜杨梅，甄爱之选,7,48,19,0,1
其他,50328,种子宣言 “懒人”睡眠面膜,8,99,11,0,1
其他,50253,美国进口 TCF芝士蛋糕,6,159,13,0,1
其他,50207,六姐妹蒲江丑柑,5,99,7,0,1
其他,50637,对妈妈的爱尽在这束康乃馨,6,88,18,0,3
其他,50264,印度藏红花手工冷制皂 ,10,28,5,0,1
其他,50657,爱的分享，健康“油”此开始,9,76,15,0,5
其他,50775,让水蜜桃替你表白,4,48,6,71,1
其他,49409,东菱“精准”智能电子烤箱,9,418,34,0,2
其他,49275," 欧文的派对I控温控炭烤炉",10,699,12,0,2
其他,49817,一盏历经千年的主人杯,9,69,0,0,11
其他,49403,iite儿童超能牙刷,6,99,32,0,5
其他,49913,“东方神蛋”神农鸟鸡绿壳蛋,6,78,12,0,2
其他,49943,无法将就的唯爱情与普洱,10,89,31,0,4
其他,49374,浪漫玫瑰树与爱的人静守岁月,5,299,5,0,1
其他,49811,小目平板护眼管家让近视走开,15,45,7,0,10
其他,49925,Melobaby妈咪包  ,9,499,5,0,1
其他,49644,开启孩子大脑迷宫的益智玩具,9,330,4,3,2
其他,49383,头茬蓝莓鲜果，唤醒你的味蕾,11,48,7,2,2
其他,49358,尼泊尔唐卡金银卡专场,53,1100,60,3,22
其他,49191,厉家寨生态大樱桃 甜过初恋,7,69,16,0,5
其他,49099,季德胜古法绝密配方手工皂,6,49,7,0,1
其他,49288,佰佳斯特合金钢儿童安全座椅,7,899,5,0,1
其他,49160,我的花匠日常及孕期护理内裤,10,36,4,0,1
其他,48529,动手写字，给母亲订制的梳子,10,159,11,0,2
其他,48699,喜临门乳胶卷包床垫,5,2099,0,0,1
其他,48692,洗净你一身尘埃的茶皂,9,50,5,1,1
其他,48917,意大利拉歌蒂尼钻石不粘炒锅,7,1,10,0,1
其他,48884,新鲜桑葚 源自大凉山的美味,8,49,20,0,1
其他,48593,寻参制皂—长白山人参精油皂,5,25,17,0,1
其他,48687," 和宝宝对话的好学童智能碗",6,88,15,5,1
其他,48456,挺妮维雅男士赢皇马签名球衣,7,1,14,0,1
其他,48966,“为孕而生”孕妇入院待产包,9,58,0,0,1
其他,48806,Ticwatch智能手表,7,999,5,0,4
其他,48434,星星世界里，艺术撞上手机壳,9,39,22,0,2
其他,48717,寻味潮汕正宗牛肉丸牛筋丸,6,79,16,0,5
其他,48017,凹凸租车好奇心众筹,7,200,6,0,2
其他,48714,美国格林APP智能跑步机,7,2999,0,0,1
其他,48962,暖童六点式儿童安全座椅,7,998,17,5,1
其他,48715,圣泉烯品石墨烯助眠枕,8,199,7,0,1
其他,48770,美丽雁荡山，神奇铁皮石斛,10,79,9,13,8
其他,47910,鸟巢儿童内裤，呵护“小鸟“,8,49,10,10,1
其他,48426,皮影影子-武圣关公,9,188,5,7,4
其他,48376,富信蜜多二代冷藏酸奶机,8,168,11,0,2
其他,48082,格兰特双进气三档调压电子烟,6,89,5,0,1
其他,47944,一杯雀舌的傲骨铮铮,11,69,21,0,7
其他,48399,FDF艾草热熏卫生巾,8,36,11,0,1
其他,48037,因味抢鲜 品茗狮峰西湖龙井,7,99,42,0,2
其他,47933,亿健智能彩屏跑步机,8,1999,31,0,1
其他,48210,万山红遍，普洱飘香画中国,11,599,7,0,3
其他,48093,棉集0~12岁有机棉婴童服,10,68,21,1,2
其他,47934,怪兽趴智能健康震蛋,6,299,5,0,1
其他,48414,罂粟花的爱，当艺术撞上黑伞,9,189,19,0,2
其他,48401,PEGASI智能睡眠眼镜,8,336,6,1,1
其他,48096,海蒂娜柔纯鲜初榨椰子油,8,58,13,0,2
其他,47282,十分心理的幸福研习社,3,220,9,1,1
其他,47035,放养熊孩子，让童年闪闪发光,6,299,11,0,1
其他,46640,海尔小贝台式洗碗机,6,2599,15,1,1
其他,47853,全新智能外星宠物儿童玩具,6,20,21,0,3
其他,46719,造吗？无患子变身璧皙·皂,8,89,7,0,1
其他,47000,花间纪牡丹立体雕花皂,8,88,8,8,1
其他,46713,财神到！尼泊尔唐卡财神专场,55,1100,61,3,22
其他,47810,一键打造24小时会呼吸的家,5,1599,8,0,1
其他,47428,品味—昔归古树茶的稀纯魅力,4,86,16,0,3
其他,47908,川崎智能羽拍I6健康管家,7,299,7,0,2
其他,46968,悦己盒子｜蜜养美肌，蜜养你,4,209,4,0,1
其他,47290,点净多功能户外净水背包,7,349,13,2,1
其他,46613,水仙-花园里的美容生活空间,8,380,8,0,1
其他,46698,三千海里外的西澳葡萄酒,7,78,12,0,1
其他,46439,一天上一百堂美学课,6,1,5,0,1
其他,47158,泡泡帮 全新洁护双手神器,10,19,4,0,1
其他,45999,2016中国嘻哈颁奖典礼 ,5,99,12,0,1
其他,47778,魅力衡水湖，倾心荷叶茶,8,55,4,11,1
其他,46048,《昆仑决》请你来现场嗨,9,50,6,0,1
其他,46298,元谷智能精滤家用榨油机,7,1979,0,0,1
其他,45740,法国设计鬼才颠覆凉鞋定义,16,299,24,0,1
其他,46414,我渴了智能厨房净水机,6,2999,14,1,1
其他,46028,会呼吸的香樟木衣架,8,88,5,2,2
其他,46191,火山石源于大自然的智慧花盆,10,29,12,0,1
其他,46446,实现你梦想的神奇手帐,9,19,9,8,1
其他,46012,BONNY多功能手机彩壳,9,38,30,1,1
其他,45992,阿尔卑斯高山有机纯牛奶,8,69,4,0,2
其他,46006,英氏宝宝成长全能床垫,9,99,1,0,1
其他,46269,美国原产原装原罐安康儿奶粉,7,1,12,0,1
其他,46463,春天，从一杯卢正浩龙井开始,8,69,20,0,1
其他,45741,艾纳优A-296纤体酵素机,6,169,31,0,5
其他,44884,跑 再多一步 ,6,199,5,0,1
其他,45140,泪滴型signal吊灯,9,298,18,0,2
其他,48379,Cling VOC心率手环,5,498,8,0,1
其他,44477,办公室车载健康靠垫,13,199,6,0,5
其他,45717,兜宝儿童趣味手工皂,6,69,7,0,1
其他,44603,爱偲带你玩转乌克兰 ,6,2,18,0,7
其他,45800,小熊旺旺投影仪,10,489,10,74,1
其他,45450,萨奇“黄金甲”超滤净水器,6,999,20,0,2
其他,45451,做有脾气的茶，有性格的茶室,8,79,9,4,1
其他,45521,美人计智能胸部护理健康仪,8,49,25,4,2
其他,44893,享悦生活可定刻手工茶具,7,79,8,3,3
其他,44542,飞龙杀虫，带您进入无虫世界,6,98,17,0,1
其他,44519,CB酵素喝出健康人生,8,399,6,0,1
其他,44399,比海边吃的海鲜还要鲜,9,365,21,1,1
其他,45627,龙井村-西湖龙井马上开采…,9,36,35,0,8
其他,45560,非比寻常的大马士革玫瑰花茶,10,80,4,2,1
其他,45480,金粉释佳原生草本逆龄面膜,7,299,22,2,1
其他,44381,城市先锋戏剧《致爱丽丝》,8,80,17,0,2
其他,45690,粒米科技运动袜,14,18,18,0,1
其他,44254,NASA科技非晶体合金刀,9,499,6,0,1
其他,43632,孕橙 • 孕笔 排卵检测笔,8,198,12,0,1
其他,43755,与登山奥斯卡男主共进早餐,6,70,3,1,1
其他,44106,你与超跑只有一元钱的距离,9,499,4,0,1
其他,44386,全友家居睡BAR光子绵床垫,6,2199,29,0,1
其他,44289,kalar奶爸包续写经典,9,249,13,0,3
其他,43312,雨果果净水注氧花洒,6,683,6,3,1
其他,43878,顽心MSFAN零负担内衣,6,199,7,0,1
其他,43554,SHINO口红跳蛋,8,129,6,0,1
其他,42550,青音魔法学院成为更好的自己,6,29,8,2,1
其他,43248,鲜可汗 阿尔巴斯羊肉,8,108,23,1,2
其他,43853,抢野•芭蕉头水 福佑全年,5,112,5,0,1
其他,42600,佛门赐福春联 为患儿募款,6,66,3,0,6
其他,43201,iMoc 1S智能电子烟,8,199,10,0,1
其他,41695,宜兴原矿紫砂杯全手工制,8,199,8,0,5
其他,44245,膝盖理疗专家，石墨烯护膝,7,348,17,0,3
其他,42120,只为您私人定制的书法作品,5,68,6,2,1
其他,42397,有型有心，蜜豆立体软围内衣,6,98,7,0,1
其他,43207,一款能够给牙齿补钙的牙膏,7,80,4,3,1
其他,41785,美空间299元/㎡搞定软装,9,299,17,0,1
其他,41929,荷茶纯银茶器,8,139,6,4,2
其他,43048,微跑小蛙可穿戴体感游戏机,7,69,16,0,1
其他,44382,悦动牙刷杀菌专家,7,199,6,7,1
其他,42082,过年撒欢！首汽租车带你回家,5,999,4,10,2
其他,42486,小鸡叫叫儿童故事音箱,12,99,6,0,2
其他,41957,若饭：随时随地解决吃饭问题,9,49,11,0,1
其他,41449,与激情相约，同哈雷共舞！,6,1,8,2,1
其他,41499,桂林罗山湖，众筹你的温泉,6,39,19,0,1
其他,41903,一杯历经百年的大红袍,7,60,5,0,11
其他,43016,伊世芙众筹发现美,7,199,6,0,1
其他,41390,0-7岁萌宝定制阅读包,7,1,6,0,1
其他,41021,熊出没，给孩子一个熊抱抱！,8,49,15,0,2
其他,41454,为西藏“光明工程”募集善款,7,1,5,1,1
其他,41401,技航便捷加热高级营养破壁机,6,399,26,0,1
其他,41754,昂臣A8全息足疗机,7,499,6,0,4
其他,41498,秦岭北麓农场一果一蔬一田园,21,28,15,1,1
其他,41505,中秀“芯”体验蚕丝被,6,799,10,2,1
其他,41799,WOWCUP表面清洁机,7,699,6,31,1
其他,42964,百彩嘉为500名新女性点赞,6,9,5,0,1
其他,41649,每奥硅胶抗菌智能电动牙刷,6,199,5,0,2
其他,41400,ihole前列腺智能按摩器,8,149,27,2,6
其他,40892,KEAL儿童减负护脊书包,6,359,0,0,1
其他,41411,无止净——您的洗衣管家,10,299,7,4,1
其他,41478,90%似真烟，老烟炮抽蓝白,6,19,12,0,2
其他,40747,脉针祛痛宝，智能止痛助手,11,199,6,0,1
其他,41495,一款吃不腻的花生糖,9,98,8,5,1
其他,41114,鲜有人知的酸甜 霜降老苹果,4,48,15,4,1
其他,40614,给狗狗安全的新家,6,3,3,8,1
其他,34509,《左耳》——为青春众筹一次,8,80,12,0,1
其他,40631,缓解腰痛，若云新型健康床垫,9,1899,5,0,1
其他,40377,鸿基净化宝，尽享深呼吸,8,128,8,3,3
其他,34443,恒大亚冠盛典运动员定制大米,10,58,20,1,2
其他,34381,让孩子成为最受欢迎的人,3,1,4,0,2
其他,34732,寻找200名怕看牙的孩子,6,199,3,0,1
其他,34560,千年玲珑瓷,6,60,3,1,2
其他,40320,宝乐丽家  智能婴儿车,8,2999,9,0,2
其他,40579,筋斗云･小企业的战略私董会,7,1,5,1,1
其他,40350,医学尺寸贴心设计生物牙签！,6,99,4,2,1
其他,40743,皕嘉儿童智能体温计,5,99,10,6,5
其他,40407,拯救懒癌：衣服脏了5秒焕新,9,59,10,0,1
其他,34768,烯康宝，石墨烯理疗套装,7,330,14,0,3
其他,34767,亚洲大厨手工酿大颗粒牛肉酱,12,30,11,0,1
其他,34366,在箭扣长城上住酒店,7,20,29,2,1
其他,33723,室友一起宅，现场大趴,7,52,5,0,1
其他,40543,穿不脏的鞋子，颠覆你的想象,9,79,18,1,1
其他,33757,8H床垫 梦开始的地方！,18,1,31,0,2
其他,33910,圣天虹智能音乐按摩文胸,7,398,6,0,1
